key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l16853,189.136949;-6.402711;1.416600,,,
l16854,196.944980;-5.963165;1.579524,,,
l16858,176.924179;13.620887;2.157310,,,
l16861,197.385917;-5.935692;2.391409,,,
l16862,186.156050;-5.255296;2.468017,,,
l16866,184.859882;-5.249053;2.919290,,,
l16867,185.671259;-5.220838;2.987740,,,
l16868,193.977336;12.867732;3.101227,,,
l16870,185.379511;13.076794;3.197467,,,
l16871,199.233235;13.087727;3.428739,,,
l16872,189.667438;13.174547;3.536840,,,
l16873,183.084468;-5.553534;3.776735,,,
l16875,209.124942;-5.337700;3.948675,,,
l16876,185.520463;12.977360;3.809896,,,
l16877,178.355141;-5.804044;4.417804,,,
l16878,176.333999;-5.697180;4.405229,,,
l16879,193.648371;-5.020297;4.392798,,,
l16881,177.159176;-5.109731;4.532944,,,
l16882,179.871196;-5.439772;4.681667,,,
l16883,178.225434;-5.254736;4.767183,,,
l16884,197.199839;12.064990;4.949335,,,
l16887,193.313729;11.489855;5.281017,,,
l16888,192.983199;-5.187239;5.757212,,,
l16889,196.207425;11.414423;5.638287,,,
l16890,190.348866;11.469472;5.610846,,,
l16891,206.894890;12.192523;5.969420,,,
l16892,181.108429;-5.422069;6.347796,,,
l16893,188.154688;-4.831946;6.253462,,,
l16894,198.460430;-3.783780;6.561852,,,
l16895,195.907224;11.586057;6.421582,,,
l16896,179.242559;-4.811715;6.711906,,,
l16897,199.086845;-3.530119;6.653661,,,
l16899,197.832642;9.494769;6.615406,,,
l16900,192.579706;11.035509;6.654435,,,
l16901,204.364397;11.144543;6.659065,,,
l16905,182.100278;-4.642988;7.058809,,,
l16906,190.736762;10.494071;7.023483,,,
l16908,182.927803;-4.167300;7.265010,,,
l16910,209.057672;9.659469;7.217227,,,
l16914,181.402092;-3.507327;7.780202,,,
l16915,182.947526;-3.353870;7.754300,,,
l16918,179.889886;8.733640;7.780952,,,
l16920,183.298651;-3.953594;7.895862,,,
l16922,185.368924;-3.475157;7.930024,,,
l16923,206.438499;8.881201;7.885846,,,
l16924,185.871273;-2.498892;8.038323,,,
l16926,194.690091;-1.305859;8.230970,,,
l16930,203.410927;7.814442;8.360214,,,
l16932,200.233870;-0.686144;8.562751,,,
l16933,196.293300;0.191377;8.578761,,,
l16936,204.193121;7.212684;8.477794,,,
l16937,190.972349;-1.135672;8.787432,,,
l16938,206.467678;0.812441;8.776766,,,
l16939,206.281970;1.818722;8.748791,,,
l16940,200.103015;7.108378;8.657949,,,
l16942,207.079700;0.050832;8.883561,,,
l16945,207.464695;4.457354;8.987164,,,
l16946,206.953345;4.797853;8.903422,,,
l16947,206.318675;5.500117;8.805984,,,
l16949,202.533945;3.193122;9.040203,,,
l17174,185.164278;-5.748635;5.280852,,,
l17246,199.102019;-6.875984;0.763086,,,
l17248,193.977348;14.132958;0.772754,,,
l17249,196.790557;14.348127;0.770643,,,
l17250,174.750002;-7.424362;1.040142,,,
l17251,186.450716;-6.657326;1.249342,,,
l17253,191.963447;-5.809360;1.356183,,,
l17258,200.521296;13.977307;1.583410,,,
l17260,180.801199;-5.722945;1.839665,,,
l17261,189.058384;13.811826;1.953837,,,
l17265,192.123140;13.867742;2.070045,,,
l17267,187.527686;-5.200375;2.244565,,,
l17270,188.687678;13.596017;2.516020,,,
l17274,186.454811;13.366532;2.922555,,,
l17280,200.403266;13.042813;3.188725,,,
l17284,195.613990;12.917484;3.609301,,,
l17287,195.254783;-4.770898;4.045262,,,
l17289,199.753585;13.344626;4.758710,,,
l17291,200.999138;13.038366;4.873717,,,
l17293,181.342896;-5.762252;5.257507,,,
l17297,208.295263;-5.294172;5.455991,,,
l17298,191.272304;-5.275294;5.375408,,,
l17300,185.521842;12.391179;5.393471,,,
l17303,195.817670;-4.522171;6.135464,,,
l17310,202.313550;11.581558;6.657371,,,
l17311,196.622954;-3.244973;6.947230,,,
l17315,202.948015;-2.078627;7.334010,,,
l17317,207.330017;9.587254;7.320475,,,
l17320,203.933122;-2.462007;7.510962,,,
l17323,201.297997;-1.377467;7.841937,,,
l17324,204.581836;9.370351;7.796727,,,
l17326,202.090747;-1.109054;7.996690,,,
l17330,188.449149;-3.025817;8.558904,,,
l17337,192.975332;0.679845;8.706941,,,
l17340,197.357928;6.934427;8.673624,,,
l17342,202.454289;0.107712;8.900100,,,
l17343,190.963588;4.309495;8.824709,,,
l17345,212.346443;8.075924;9.088231,,,
l17347,210.891805;3.607940;9.761044,,,
l17548,196.358227;-6.431537;1.963188,,,
l17551,198.302883;13.674736;2.138335,,,
l17552,199.668887;13.694869;2.191393,,,
l17564,186.878293;-5.368594;4.005077,,,
l17565,199.880039;-5.300010;4.141846,,,
l17570,204.709220;13.280547;4.862499,,,
l17573,197.455199;-5.018054;5.787551,,,
l17576,203.679392;12.038072;6.321970,,,
l17587,207.970259;-4.244144;7.587810,,,
l17588,197.175274;-1.957801;7.573895,,,
l17590,198.704182;-1.587045;7.938568,,,
l17592,198.228221;8.054692;8.059343,,,
l17596,213.779242;-2.923341;8.578609,,,
l17599,210.068603;2.124552;8.835710,,,
l17600,205.386892;6.394957;8.836378,,,
l17604,214.068686;0.556376;9.618302,,,
l17606,214.991536;3.753489;9.826700,,,
l17607,215.474629;5.739864;9.959939,,,
l17748,187.154933;-7.156769;0.748341,,,
l17750,201.614741;-6.485461;0.724766,,,
l17751,200.419342;14.147875;0.721766,,,
l17752,207.655870;14.844513;0.709881,,,
l17754,202.932378;-6.179425;1.393105,,,
l17755,202.491377;-5.438292;1.380968,,,
l17756,212.758180;-5.540770;1.585636,,,
l17758,207.531713;14.565478;1.527466,,,
l17759,199.543073;-5.369335;1.917443,,,
l17760,206.844855;13.840951;2.307121,,,
l17763,197.475211;13.538861;2.556268,,,
l17765,201.286043;-5.079905;3.253004,,,
l17767,197.908899;13.324819;3.192887,,,
l17768,198.077292;-5.350858;3.556628,,,
l17771,202.981460;13.086372;3.577454,,,
l17776,197.156738;13.192081;4.343381,,,
l17780,206.592248;12.820595;5.443669,,,
l17781,205.607201;13.240619;5.343875,,,
l17782,200.645298;-5.359376;5.719153,,,
l17784,201.823093;-5.180375;5.914815,,,
l17785,203.395936;12.960926;5.798767,,,
l17786,198.529282;-5.488507;5.956000,,,
l17787,200.549843;-4.698920;6.315018,,,
l17788,213.108893;12.427774;6.230205,,,
l17792,195.218753;9.677503;6.653684,,,
l17796,211.077073;11.815194;6.841732,,,
l17798,210.047782;-4.084875;7.305703,,,
l17799,209.485975;-3.708005;7.200597,,,
l17801,207.717411;10.802458;7.122195,,,
l17803,207.372931;-4.159264;7.628505,,,
l17804,196.818659;-1.777411;7.728261,,,
l17805,202.074132;8.879438;8.159688,,,
l17807,199.036833;-1.163799;8.356377,,,
l17810,213.012895;-2.626302;8.704490,,,
l17811,212.622395;-1.151416;8.611126,,,
l17813,197.877177;0.507005;8.602837,,,
l17816,200.403659;5.026198;8.855816,,,
l17823,198.184746;3.311796;9.368924,,,
l17824,213.380385;0.517018;9.676770,,,
l17825,214.035474;3.917695;9.854974,,,
l17826,213.664708;6.018520;9.826070,,,
l18100,197.392139;-6.956194;0.718560,,,
l18102,210.561778;-5.882227;0.691410,,,
l18103,188.594526;14.385602;0.728873,,,
l18104,204.993441;14.674511;0.695438,,,
l18105,208.909378;14.962728;0.687376,,,
l18106,211.626340;15.013438;0.681835,,,
l18111,203.688857;-6.109159;1.318547,,,
l18112,193.515214;-5.533553;1.518327,,,
l18116,208.930565;14.971814;1.466951,,,
l18117,211.932193;14.791698;1.519596,,,
l18126,201.165434;-5.222371;2.377535,,,
l18127,203.375833;13.394558;2.667164,,,
l18131,182.571059;-5.479650;3.030360,,,
l18134,208.746442;13.920172;2.991187,,,
l18138,204.463734;13.343268;3.407884,,,
l18143,184.979367;-5.954029;4.110596,,,
l18150,210.258405;13.670706;4.676160,,,
l18151,188.568375;-5.246263;4.971640,,,
l18154,201.384912;-5.195774;5.230934,,,
l18155,196.643936;-5.232120;5.385052,,,
l18157,209.003964;13.388029;5.318039,,,
l18158,209.603723;13.305728;5.386289,,,
l18164,201.369896;12.336818;6.223919,,,
l18165,209.345661;12.467064;6.098719,,,
l18166,205.048372;12.651278;6.203134,,,
l18174,209.399785;11.965430;6.865511,,,
l18177,202.495137;9.452566;7.477857,,,
l18182,199.256630;8.755587;7.822467,,,
l18183,205.908194;-3.804669;8.002809,,,
l18187,208.879827;8.994480;8.151973,,,
l18189,211.569574;-3.001215;8.530396,,,
l18197,202.510670;1.772861;8.964564,,,
l18200,210.095310;8.565260;9.185712,,,
l18201,213.458892;8.838965;9.119516,,,
l18639,194.329607;-7.405358;0.998719,,,
l18640,190.257941;14.065791;1.034194,,,
l18641,184.817917;14.015579;1.015737,,,
l18642,186.850461;14.469597;1.026608,,,
l18644,210.825683;14.778559;1.989933,,,
l18646,213.633130;14.676564;2.089467,,,
l18649,204.090920;-4.856496;3.006483,,,
l18650,205.275597;-4.866187;3.129205,,,
l18651,212.024513;14.207372;3.412814,,,
l18652,208.598897;-5.663436;4.066219,,,
l18653,196.681538;-5.393767;4.225789,,,
l18654,213.237619;13.881848;4.213401,,,
l18655,207.792891;-5.540027;5.079273,,,
l18656,207.320274;-5.600789;5.557357,,,
l18657,210.970638;-4.706015;5.586397,,,
l18659,207.261952;-4.571630;6.052789,,,
l18664,213.018124;10.161747;7.535411,,,
l18665,211.221851;9.480875;7.787203,,,
l18666,204.583729;-4.073035;7.994779,,,
l18669,207.909299;-3.120389;8.443644,,,
l18671,216.816779;10.905716;8.375147,,,
l18672,211.108676;-1.587867;8.725068,,,
l18673,208.142268;8.623095;8.850297,,,
l18674,214.894219;-0.537997;9.060541,,,
l18676,209.461809;-0.378844;9.477846,,,
l18677,215.836265;8.449382;9.564116,,,
l18679,211.509567;7.204150;9.737775,,,
l18680,212.973701;4.359895;10.023404,,,
l18681,212.843282;5.138269;10.018508,,,
l18682,212.477354;6.884809;10.009163,,,
l18683,213.520121;3.540400;10.162637,,,
l19176,217.454660;15.542463;1.155410,,,
l19185,215.798235;15.108047;1.695685,,,
l19192,220.359078;16.522663;1.871534,,,
l19193,221.017283;16.622718;1.894910,,,
l19196,205.841476;14.025620;2.167277,,,
l19198,196.456263;13.820633;2.141039,,,
l19203,202.066317;13.333296;2.607009,,,
l19205,208.674045;-4.909012;2.639672,,,
l19209,199.683633;-5.316343;2.959756,,,
l19215,215.773560;14.870174;3.387421,,,
l19217,218.669194;14.918540;3.643707,,,
l19218,219.632604;14.971470;3.732823,,,
l19219,206.844856;-5.620774;4.031787,,,
l19230,203.674504;13.299709;4.501744,,,
l19231,214.906042;14.535252;4.396971,,,
l19240,213.036981;13.443151;5.614258,,,
l19246,217.193719;14.470923;6.487317,,,
l19344,210.928510;-7.245040;0.950056,,,
l19345,198.320038;13.912371;0.942744,,,
l19349,210.723229;-6.089884;1.877994,,,
l19350,215.251253;15.059758;2.037731,,,
l19352,219.238769;16.422604;2.273488,,,
l19354,220.913241;16.597744;2.359542,,,
l19355,223.483319;17.048596;2.500702,,,
l19356,216.632714;-5.274054;2.728237,,,
l19357,210.690941;14.187355;2.630808,,,
l19358,215.030794;-5.520365;2.980494,,,
l19359,215.848583;-5.583729;3.080522,,,
l19361,216.659450;15.072117;3.145352,,,
l19362,221.805275;16.583202;3.033799,,,
l19365,219.261710;14.954530;3.924079,,,
l19366,223.950562;16.435516;3.844836,,,
l19369,214.281284;-5.586432;4.464282,,,
l19371,222.482199;16.106725;4.341554,,,
l19372,215.488326;-5.018478;5.518448,,,
l19374,220.909125;16.398256;5.445255,,,
l19375,211.836178;13.460466;5.666088,,,
l19377,220.762328;16.579780;6.072564,,,
l19378,216.175115;-4.456996;6.540889,,,
l19380,215.346232;13.503094;6.885711,,,
l19382,215.651013;13.424204;7.463014,,,
l19646,207.955600;-7.007318;0.813477,,,
l19649,214.829986;15.599522;0.927756,,,
l19652,210.074562;-6.276544;1.353172,,,
l19655,205.087070;14.602331;1.528514,,,
l19657,209.347245;-6.128097;1.658633,,,
l19658,212.326086;-5.502873;1.622628,,,
l19659,216.372768;-5.308157;1.673161,,,
l19660,206.124404;-5.625081;1.752588,,,
l19663,206.894639;-5.424814;1.982453,,,
l19673,212.297302;-5.302341;2.422890,,,
l19678,218.810370;15.408225;2.708219,,,
l19679,213.349075;-5.736399;2.866074,,,
l19687,214.884893;14.860681;3.186175,,,
l19690,208.721599;13.774409;3.605303,,,
l19695,216.606912;-5.218221;3.976704,,,
l19696,206.557622;13.402951;4.051149,,,
l19697,207.340683;13.762529;4.166541,,,
l19700,209.537700;13.881442;4.316594,,,
l19704,216.181721;-5.705700;4.537309,,,
l19705,207.869335;13.741968;4.496524,,,
l19714,223.403656;16.906433;5.320810,,,
l19720,215.848527;16.082630;6.433855,,,
v0,,,-0.050569;0.056037;0.013695,
v1,,,0.678433;0.103669;0.019189,
v2,,,1.864797;0.065730;0.024118,
v3,,,3.956074;0.034281;0.034157,
v4,,,4.230608;0.035648;0.036704,
v5,,,5.450525;0.031807;0.037630,
v6,,,5.873756;0.013412;0.039106,
v7,,,5.966254;-0.001722;0.041149,
v8,,,6.003404;-0.023144;0.047212,
v9,,,6.008785;-0.036026;0.050580,
v10,,,6.006161;-0.046736;0.052951,
v11,,,6.001772;-0.061695;0.055753,
v12,,,5.999971;-0.071680;0.058270,
v13,,,5.997538;-0.080257;0.061782,
v14,,,5.998927;-0.086880;0.061691,
v15,,,5.995024;-0.090075;0.060850,
v16,,,5.994188;-0.088905;0.060493,
v17,,,5.995262;-0.086409;0.057575,
v18,,,5.993725;-0.083280;0.056813,
v19,,,5.989875;-0.074778;0.055710,
v20,,,5.988300;-0.067171;0.052871,
v21,,,5.985568;-0.057641;0.042814,
v22,,,5.979662;-0.044563;0.039688,
v23,,,5.978453;-0.031452;0.034007,
v24,,,5.971128;-0.020623;0.035106,
v25,,,5.962762;-0.008752;0.033361,
v26,,,5.953980;-0.000006;0.027645,
v27,,,5.944220;0.016362;0.025394,
v28,,,5.931676;0.026758;0.023735,
v29,,,5.921620;0.033213;0.022537,
v30,,,5.912258;0.040802;0.020279,
v31,,,5.900492;0.045284;0.015909,
v32,,,5.893071;0.045106;0.014101,
v33,,,5.882863;0.047930;0.010403,
v34,,,5.877100;0.047747;0.005781,
v35,,,5.868777;0.051426;0.005207,
v36,,,5.863766;0.052460;0.004356,
v37,,,5.859794;0.052258;0.003352,
v38,,,5.855842;0.051957;0.002156,
v39,,,5.847966;0.052850;0.002591,
v40,,,5.845792;0.054354;-0.001739,
v41,,,5.839782;0.055083;-0.000357,
v42,,,5.835495;0.051785;0.001754,
v43,,,5.832676;0.043629;-0.002939,
v44,,,5.824749;0.040028;0.000912,
v45,,,5.826769;0.041204;-0.001530,
v46,,,5.832607;0.041148;-0.006700,
v47,,,5.843662;0.039671;-0.008314,
v48,,,5.859966;0.036014;-0.015467,
v49,,,5.876832;0.035576;-0.017848,
v50,,,5.896417;0.036166;-0.019555,
v51,,,5.913707;0.035413;-0.020275,
v52,,,5.935124;0.036010;-0.023457,
v53,,,5.961053;0.040107;-0.023142,
v54,,,5.990257;0.042761;-0.021776,
v55,,,6.021585;0.048816;-0.021683,
v56,,,6.057556;0.057272;-0.024509,
v57,,,6.097591;0.068031;-0.026080,
v58,,,6.140841;0.075589;-0.032780,
v59,,,6.193392;0.084198;-0.033748,
v60,,,6.248267;0.092339;-0.037285,
v61,,,6.309538;0.103903;-0.039675,
v62,,,6.369739;0.114949;-0.045239,
v63,,,6.389313;0.118401;-0.047048,
v64,,,6.559325;0.149044;-0.054905,
v65,,,6.572264;0.152837;-0.055675,
x0,,0.810009;0.068331;0.002636;0.001320;-0.002124;-0.011633;0.181933;-0.000080;-0.000006;0.000003;-0.000294;0.000025;-0.000080;0.188146;-0.000001;0.000220;-0.000002;-0.001156;-0.000006;-0.000001;0.000995;-0.000000;0.000001;-0.000000;0.000003;0.000220;-0.000000;0.000036;-0.000000;0.000016;-0.000294;-0.000002;0.000001;-0.000000;0.000034;0.000000;0.000025;-0.001156;-0.000000;0.000016;0.000000;0.000265,,
x1,,0.987860;0.114000;0.012494;0.001417;-0.001880;-0.000518;0.175926;0.000004;-0.000237;0.000003;-0.000361;0.000007;0.000004;0.182348;-0.000029;0.000289;-0.000001;-0.001162;-0.000237;-0.000029;0.002269;0.000000;0.000016;0.000000;0.000003;0.000289;0.000000;0.000028;-0.000000;0.000015;-0.000361;-0.000001;0.000016;-0.000000;0.000027;0.000000;0.000007;-0.001162;0.000000;0.000015;0.000000;0.000258,,
x2,,2.020375;0.185968;0.030449;0.001904;-0.001327;0.031580;0.170840;0.000216;-0.000338;-0.000001;-0.000330;-0.000037;0.000216;0.176589;-0.000110;0.000266;0.000001;-0.001052;-0.000338;-0.000110;0.008565;0.000001;0.000020;0.000001;-0.000001;0.000266;0.000001;0.000021;-0.000000;0.000014;-0.000330;0.000001;0.000020;-0.000000;0.000020;-0.000000;-0.000037;-0.001052;0.000001;0.000014;-0.000000;0.000250,,
x3,,6.093423;0.243481;0.072499;0.003048;0.000046;0.017727;0.173088;0.000064;-0.000014;-0.000001;-0.000200;-0.000018;0.000064;0.176459;-0.000305;0.000161;-0.000000;-0.000521;-0.000014;-0.000305;0.030832;0.000000;0.000010;0.000002;-0.000001;0.000161;0.000000;0.000015;-0.000000;0.000012;-0.000200;-0.000000;0.000010;-0.000000;0.000014;0.000000;-0.000018;-0.000521;0.000002;0.000012;0.000000;0.000241,,
x4,,6.843810;0.249919;0.079077;0.003157;0.000234;0.012046;0.174966;0.000039;0.000000;-0.000000;-0.000187;-0.000015;0.000039;0.178178;-0.000323;0.000153;-0.000000;-0.000421;0.000000;-0.000323;0.034777;0.000000;0.000007;0.000002;-0.000000;0.000153;0.000000;0.000014;-0.000000;0.000011;-0.000187;-0.000000;0.000007;-0.000000;0.000013;0.000000;-0.000015;-0.000421;0.000002;0.000011;0.000000;0.000239,,
x5,,10.800473;0.279834;0.109638;0.003658;0.000928;-0.009676;0.189548;-0.000047;-0.000282;-0.000000;-0.000160;-0.000016;-0.000047;0.193661;-0.000425;0.000147;0.000001;0.000114;-0.000282;-0.000425;0.055170;-0.000000;-0.000002;0.000001;-0.000000;0.000147;-0.000000;0.000013;0.000000;0.000010;-0.000160;0.000001;-0.000002;0.000000;0.000012;0.000001;-0.000016;0.000114;0.000001;0.000010;0.000001;0.000232,,
x6,,14.129122;0.293103;0.131453;0.003732;0.001166;-0.014809;0.207101;-0.000110;-0.001003;-0.000001;-0.000173;-0.000025;-0.000110;0.214389;-0.000493;0.000175;0.000003;0.000552;-0.001003;-0.000493;0.072534;-0.000000;-0.000007;0.000000;-0.000001;0.000175;-0.000000;0.000013;0.000000;0.000009;-0.000173;0.000003;-0.000007;0.000000;0.000012;0.000001;-0.000025;0.000552;0.000000;0.000009;0.000001;0.000227,,
x7,,16.598672;0.295509;0.148346;0.003652;0.001401;-0.019422;0.223673;-0.000198;-0.001837;-0.000001;-0.000199;-0.000034;-0.000198;0.234749;-0.000550;0.000212;0.000003;0.000854;-0.001837;-0.000550;0.086354;-0.000000;-0.000008;-0.000001;-0.000001;0.000212;-0.000000;0.000013;0.000000;0.000008;-0.000199;0.000003;-0.000008;0.000000;0.000012;0.000001;-0.000034;0.000854;-0.000001;0.000008;0.000001;0.000223,,
x8,,20.092423;0.287693;0.174353;0.003246;0.001495;-0.013968;0.252741;-0.000174;-0.003531;-0.000001;-0.000259;-0.000034;-0.000174;0.271123;-0.000582;0.000285;0.000003;0.001250;-0.003531;-0.000582;0.107669;-0.000001;-0.000005;-0.000001;-0.000001;0.000285;-0.000001;0.000013;0.000000;0.000007;-0.000259;0.000003;-0.000005;0.000000;0.000012;0.000001;-0.000034;0.001250;-0.000001;0.000007;0.000001;0.000219,,
x9,,22.594931;0.275347;0.194601;0.002991;0.001515;-0.013933;0.277718;-0.000187;-0.005095;-0.000001;-0.000316;-0.000035;-0.000187;0.302609;-0.000627;0.000351;0.000003;0.001505;-0.005095;-0.000627;0.124297;-0.000001;0.000000;-0.000001;-0.000001;0.000351;-0.000001;0.000013;0.000000;0.000006;-0.000316;0.000003;0.000000;0.000000;0.000013;0.000001;-0.000035;0.001505;-0.000001;0.000006;0.000001;0.000215,,
x10,,24.897877;0.259375;0.214423;0.002692;0.001487;-0.011927;0.303728;-0.000123;-0.006781;-0.000001;-0.000380;-0.000031;-0.000123;0.335477;-0.000646;0.000422;0.000002;0.001720;-0.006781;-0.000646;0.140628;-0.000001;0.000006;-0.000001;-0.000001;0.000422;-0.000001;0.000013;0.000000;0.000005;-0.000380;0.000002;0.000006;0.000000;0.000013;0.000001;-0.000031;0.001720;-0.000001;0.000005;0.000001;0.000212,,
x11,,28.600157;0.225956;0.247623;0.002210;0.001372;-0.011156;0.351353;-0.000038;-0.009936;-0.000000;-0.000496;-0.000028;-0.000038;0.395710;-0.000677;0.000550;0.000001;0.002042;-0.009936;-0.000677;0.168976;-0.000002;0.000017;-0.000001;-0.000000;0.000550;-0.000002;0.000014;0.000000;0.000004;-0.000496;0.000001;0.000017;0.000000;0.000013;0.000000;-0.000028;0.002042;-0.000001;0.000004;0.000000;0.000208,,
x12,,32.200968;0.185983;0.282463;0.001637;0.001188;-0.006805;0.403932;0.000308;-0.013444;0.000000;-0.000621;-0.000014;0.000308;0.462239;-0.000604;0.000687;-0.000001;0.002319;-0.013444;-0.000604;0.199015;-0.000002;0.000029;0.000000;0.000000;0.000687;-0.000002;0.000014;-0.000000;0.000004;-0.000621;-0.000001;0.000029;-0.000000;0.000014;0.000000;-0.000014;0.002319;0.000000;0.000004;0.000000;0.000204,,
x13,,35.700033;0.141329;0.317789;0.001114;0.000949;-0.004354;0.460155;0.000665;-0.017168;0.000001;-0.000748;-0.000001;0.000665;0.533424;-0.000504;0.000825;-0.000003;0.002555;-0.017168;-0.000504;0.230545;-0.000001;0.000039;0.000001;0.000001;0.000825;-0.000001;0.000014;-0.000000;0.000003;-0.000748;-0.000003;0.000039;-0.000000;0.000014;0.000000;-0.000001;0.002555;0.000001;0.000003;0.000000;0.000200,,
x14,,39.298777;0.091405;0.354821;0.000668;0.000625;-0.003738;0.522304;0.000964;-0.021215;0.000002;-0.000878;0.000008;0.000964;0.612234;-0.000407;0.000967;-0.000005;0.002768;-0.021215;-0.000407;0.265368;-0.000001;0.000049;0.000003;0.000002;0.000967;-0.000001;0.000015;-0.000000;0.000002;-0.000878;-0.000005;0.000049;-0.000000;0.000014;0.000000;0.000008;0.002768;0.000003;0.000002;0.000000;0.000197,,
x15,,42.997070;0.037063;0.392388;0.000192;0.000273;0.000248;0.589710;0.001688;-0.025480;0.000003;-0.001008;0.000028;0.001688;0.697902;-0.000147;0.001109;-0.000007;0.002958;-0.025480;-0.000147;0.303673;-0.000000;0.000057;0.000004;0.000003;0.001109;-0.000000;0.000015;-0.000000;0.000002;-0.001008;-0.000007;0.000057;-0.000000;0.000015;0.000000;0.000028;0.002958;0.000004;0.000002;0.000000;0.000193,,
x16,,46.494320;-0.015214;0.427419;-0.000295;-0.000036;0.003981;0.655788;0.002500;-0.029502;0.000004;-0.001123;0.000049;0.002500;0.782140;0.000182;0.001236;-0.000008;0.003109;-0.029502;0.000182;0.342233;0.000001;0.000062;0.000006;0.000004;0.001236;0.000001;0.000015;-0.000000;0.000002;-0.001123;-0.000008;0.000062;-0.000000;0.000015;-0.000000;0.000049;0.003109;0.000006;0.000002;-0.000000;0.000190,,
x17,,50.090660;-0.068267;0.462839;-0.000673;-0.000292;0.006680;0.725143;0.003308;-0.033519;0.000005;-0.001232;0.000067;0.003308;0.870917;0.000508;0.001357;-0.000010;0.003242;-0.033519;0.000508;0.384217;0.000001;0.000065;0.000007;0.000005;0.001357;0.000001;0.000016;-0.000000;0.000001;-0.001232;-0.000010;0.000065;-0.000000;0.000015;-0.000000;0.000067;0.003242;0.000007;0.000001;-0.000000;0.000188,,
x18,,53.687336;-0.119494;0.497103;-0.001107;-0.000446;0.006045;0.794999;0.003660;-0.037318;0.000005;-0.001328;0.000074;0.003660;0.960832;0.000805;0.001465;-0.000010;0.003351;-0.037318;0.000805;0.428499;0.000002;0.000066;0.000009;0.000005;0.001465;0.000002;0.000016;-0.000000;0.000001;-0.001328;-0.000010;0.000066;-0.000000;0.000016;-0.000000;0.000074;0.003351;0.000009;0.000001;-0.000000;0.000185,,
x19,,57.382174;-0.168265;0.531055;-0.001402;-0.000575;0.010961;0.866538;0.005007;-0.040949;0.000007;-0.001412;0.000100;0.005007;1.053335;0.001295;0.001562;-0.000011;0.003442;-0.040949;0.001295;0.476336;0.000003;0.000064;0.000010;0.000007;0.001562;0.000003;0.000016;-0.000000;0.000001;-0.001412;-0.000011;0.000064;-0.000000;0.000016;-0.000000;0.000100;0.003442;0.000010;0.000001;-0.000000;0.000183,,
x20,,60.975341;-0.211150;0.564068;-0.001744;-0.000723;0.006781;0.935056;0.004631;-0.044196;0.000007;-0.001480;0.000093;0.004631;1.142684;0.001475;0.001642;-0.000011;0.003508;-0.044196;0.001475;0.525047;0.000004;0.000061;0.000011;0.000007;0.001642;0.000004;0.000016;-0.000000;0.000001;-0.001480;-0.000011;0.000061;-0.000000;0.000016;-0.000000;0.000093;0.003508;0.000011;0.000001;-0.000000;0.000180,,
x21,,65.666057;-0.259778;0.602251;-0.001954;-0.000799;0.016063;1.022283;0.007276;-0.047870;0.000008;-0.001547;0.000135;0.007276;1.256928;0.002260;0.001724;-0.000013;0.003587;-0.047870;0.002260;0.591642;0.000005;0.000054;0.000012;0.000008;0.001724;0.000005;0.000017;-0.000000;0.000001;-0.001547;-0.000013;0.000054;-0.000000;0.000016;-0.000000;0.000135;0.003587;0.000012;0.000001;-0.000000;0.000178,,
x22,,69.355915;-0.291628;0.627331;-0.002085;-0.000912;0.015943;1.088417;0.007764;-0.050372;0.000009;-0.001586;0.000140;0.007764;1.344409;0.002539;0.001775;-0.000012;0.003611;-0.050372;0.002539;0.646263;0.000005;0.000047;0.000013;0.000009;0.001775;0.000005;0.000017;-0.000000;0.000000;-0.001586;-0.000012;0.000047;-0.000000;0.000017;-0.000000;0.000140;0.003611;0.000013;0.000000;-0.000000;0.000176,,
x23,,72.943567;-0.314265;0.649299;-0.002143;-0.001123;0.016054;1.150357;0.008241;-0.052491;0.000009;-0.001614;0.000145;0.008241;1.426882;0.002779;0.001815;-0.000011;0.003615;-0.052491;0.002779;0.701064;0.000005;0.000040;0.000013;0.000009;0.001815;0.000005;0.000017;-0.000000;0.000000;-0.001614;-0.000011;0.000040;-0.000000;0.000017;-0.000000;0.000145;0.003615;0.000013;0.000000;-0.000000;0.000175,,
x24,,76.528644;-0.330149;0.670333;-0.002224;-0.001486;0.010994;1.209642;0.007143;-0.054339;0.000009;-0.001634;0.000130;0.007143;1.506496;0.002760;0.001847;-0.000009;0.003603;-0.054339;0.002760;0.757280;0.000005;0.000033;0.000013;0.000009;0.001847;0.000005;0.000017;-0.000000;0.000000;-0.001634;-0.000009;0.000033;-0.000000;0.000017;-0.000000;0.000130;0.003603;0.000013;0.000000;-0.000000;0.000174,,
x25,,80.009855;-0.339168;0.690352;-0.002352;-0.001523;0.017582;1.264937;0.009475;-0.055652;0.000010;-0.001647;0.000155;0.009475;1.580649;0.003395;0.001869;-0.000010;0.003574;-0.055652;0.003395;0.813006;0.000006;0.000025;0.000013;0.000010;0.001869;0.000006;0.000017;-0.000000;0.000000;-0.001647;-0.000010;0.000025;-0.000000;0.000017;-0.000000;0.000155;0.003574;0.000013;0.000000;-0.000000;0.000173,,
