key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b149,,,,0.011468;-0.118061;0.032793;-0.000212;-0.000470;0.002115
b150,,,,0.011378;-0.118059;0.032997;-0.000211;-0.000548;0.002114
b151,,,,0.011255;-0.118060;0.033186;-0.000210;-0.000619;0.002114
b152,,,,0.011082;-0.118057;0.033375;-0.000210;-0.000689;0.002113
b153,,,,0.010773;-0.118039;0.033625;-0.000209;-0.000777;0.002113
b154,,,,0.010439;-0.118026;0.033856;-0.000208;-0.000852;0.002112
b155,,,,0.010101;-0.118030;0.034080;-0.000207;-0.000919;0.002111
b156,,,,0.009893;-0.118041;0.034242;-0.000205;-0.000962;0.002111
b157,,,,0.009669;-0.118067;0.034454;-0.000204;-0.001015;0.002111
b158,,,,0.009503;-0.118092;0.034648;-0.000203;-0.001061;0.002111
b159,,,,0.009383;-0.118117;0.034836;-0.000202;-0.001103;0.002111
b160,,,,0.009311;-0.118154;0.035015;-0.000202;-0.001141;0.002111
b161,,,,0.009284;-0.118196;0.035148;-0.000202;-0.001169;0.002111
b162,,,,0.009273;-0.118242;0.035270;-0.000203;-0.001195;0.002112
b163,,,,0.009269;-0.118292;0.035392;-0.000206;-0.001221;0.002112
b164,,,,0.009275;-0.118339;0.035511;-0.000209;-0.001247;0.002113
b165,,,,0.009292;-0.118376;0.035626;-0.000211;-0.001273;0.002113
b166,,,,0.009299;-0.118400;0.035738;-0.000214;-0.001300;0.002113
b167,,,,0.009286;-0.118411;0.035837;-0.000218;-0.001325;0.002113
b168,,,,0.009244;-0.118412;0.035931;-0.000221;-0.001350;0.002113
b169,,,,0.009176;-0.118401;0.036018;-0.000225;-0.001374;0.002112
b170,,,,0.009087;-0.118378;0.036096;-0.000227;-0.001395;0.002112
b171,,,,0.008973;-0.118348;0.036169;-0.000230;-0.001416;0.002111
b172,,,,0.008853;-0.118320;0.036232;-0.000231;-0.001433;0.002110
b173,,,,0.008719;-0.118297;0.036293;-0.000231;-0.001447;0.002110
b174,,,,0.008580;-0.118282;0.036347;-0.000231;-0.001459;0.002110
b175,,,,0.008439;-0.118275;0.036393;-0.000231;-0.001468;0.002110
b176,,,,0.008305;-0.118274;0.036434;-0.000231;-0.001474;0.002110
b177,,,,0.008205;-0.118277;0.036466;-0.000231;-0.001478;0.002110
b178,,,,0.008093;-0.118281;0.036525;-0.000231;-0.001481;0.002110
b179,,,,0.008085;-0.118282;0.036533;-0.000231;-0.001481;0.002110
l0,16.348674;-10.745897;0.027639,,,
l1,21.717061;-7.644555;0.049238,,,
l2,22.474814;-7.644936;0.051131,,,
l3,24.708476;-7.680487;0.056622,,,
l4,25.400563;-7.598076;0.058569,,,
l5,28.518810;-7.460198;0.066729,,,
l6,0.846123;5.442890;0.055477,,,
l7,19.338319;13.168904;0.098171,,,
l8,25.540149;13.863551;0.115507,,,
l9,32.830836;13.910886;0.133859,,,
l10,24.586974;14.085273;0.113709,,,
l11,27.130704;13.986812;0.119808,,,
l12,31.032232;14.253542;0.130266,,,
l13,16.091508;-7.194876;0.407041,,,
l14,21.086860;-7.161166;0.520447,,,
l15,22.904967;-7.107463;0.562394,,,
l16,23.851154;-7.054387;0.584271,,,
l17,24.696058;-7.018917;0.603929,,,
l18,18.209129;12.928416;0.570172,,,
l19,16.820102;13.242717;0.547844,,,
l20,22.836467;13.770207;0.677874,,,
l21,15.599179;14.493390;0.546446,,,
l22,15.134699;14.974544;0.546851,,,
l23,15.275917;-8.313616;0.763832,,,
l24,29.811719;-7.373700;0.725556,,,
l25,31.110668;-7.071946;0.755603,,,
l26,33.996401;-6.283612;0.823011,,,
l27,24.786998;13.841992;0.720265,,,
l28,26.371349;13.860352;0.754663,,,
l29,28.315533;13.832453;0.796797,,,
l30,31.653724;13.916115;0.871943,,,
l31,33.529667;13.887024;0.913816,,,
l32,19.723493;-7.471687;0.937081,,,
l33,18.873561;-6.818979;0.891836,,,
l34,20.035657;-6.855701;0.942888,,,
l35,37.477123;13.538612;1.000079,,,
l36,34.820645;13.875126;0.942928,,,
l37,14.399798;14.821505;0.972666,,,
l38,14.142386;-9.351064;1.098649,,,
l39,14.678001;-7.872245;1.082271,,,
l40,20.168608;12.994026;1.122885,,,
l41,45.633298;13.680690;1.190587,,,
l42,23.437418;13.837107;1.273430,,,
l43,28.824968;-6.959885;1.334045,,,
l44,29.686445;-6.829543;1.371787,,,
l45,31.147420;-6.635951;1.436320,,,
l46,20.845771;-6.703178;1.441330,,,
l47,32.045420;-6.373744;1.475286,,,
l48,31.279538;-5.952356;1.438104,,,
l49,28.766027;13.764295;1.489216,,,
l50,26.385750;13.820861;1.392119,,,
l51,14.534075;-8.520817;1.450053,,,
l52,17.028280;-7.006122;1.593719,,,
l53,23.975194;-6.812496;1.646907,,,
l54,21.169857;13.050640;1.695407,,,
l55,16.955957;13.817545;1.494215,,,
l56,24.622677;-6.784185;1.688889,,,
l57,34.980401;13.549663;1.748719,,,
l58,24.221850;13.646966;1.895849,,,
l59,15.658489;-7.306476;1.858079,,,
l60,28.586746;-6.655790;1.948587,,,
l61,28.188699;12.912377;2.111944,,,
l62,26.465688;13.083419;2.011551,,,
l63,17.225059;13.268192;1.949927,,,
l64,18.695683;13.561410;2.071689,,,
l65,26.053794;13.595605;2.003501,,,
l66,17.587770;13.913129;2.012803,,,
l67,14.553216;15.677850;1.926069,,,
l68,14.798923;16.600460;2.004244,,,
l69,14.791419;-7.811203;2.152288,,,
l70,19.225420;-6.428939;2.194172,,,
l71,31.874670;-5.934348;2.159694,,,
l72,45.207716;13.481030;2.195123,,,
l73,20.600506;13.362308;2.201606,,,
l74,21.672602;13.453748;2.287326,,,
l75,15.063717;-8.711389;2.240920,,,
l76,25.835344;-7.280445;2.350439,,,
l77,26.741141;-7.149262;2.426260,,,
l78,34.472967;-5.405817;2.329458,,,
l79,26.788349;-5.389043;2.399236,,,
l80,33.524298;13.024944;2.449589,,,
l81,34.908608;12.915466;2.534777,,,
l82,23.574066;13.441439;2.433240,,,
l83,24.548281;13.393776;2.507367,,,
l84,17.182241;14.009499;2.467657,,,
l85,15.200090;15.084514;2.388095,,,
l86,14.981613;16.072380;2.453442,,,
l87,28.294659;-6.833243;2.555611,,,
l88,17.906422;-6.738924;2.475254,,,
l89,26.665394;12.911301;2.655369,,,
l90,25.785509;13.002457;2.588392,,,
l91,19.775406;-6.650403;2.707147,,,
l92,24.018671;-6.406608;2.707440,,,
l93,24.390235;-5.348101;2.722700,,,
l94,28.339569;12.888181;2.790577,,,
l95,29.514173;12.852853;2.885632,,,
l96,21.833967;13.143312;2.833435,,,
l97,16.407578;13.850006;2.854200,,,
l98,14.559651;15.249739;2.809371,,,
l99,15.164153;-7.758216;2.926480,,,
l100,17.875430;-7.457887;2.922427,,,
l101,21.079409;-6.880355;2.882096,,,
l102,21.642640;-6.648938;2.945201,,,
l103,21.427723;-5.980654;2.893954,,,
l104,23.971875;-5.358430;3.206083,,,
l105,32.989835;13.020661;3.180462,,,
l106,45.381779;13.259750;3.220089,,,
l107,15.445356;-8.149987;3.383217,,,
l108,35.155925;12.897712;3.358297,,,
l109,16.506340;-7.399698;3.508707,,,
l110,18.901022;-7.306291;3.502011,,,
l111,19.472194;-6.843661;3.569777,,,
l112,27.176261;-5.472547;3.629392,,,
l113,22.842830;-5.493757;3.570580,,,
l114,29.018267;12.916103;3.533832,,,
l115,30.416907;12.957377;3.679183,,,
l116,15.418732;13.536225;3.621946,,,
l117,21.259707;-6.029046;3.831658,,,
l118,25.598927;12.948027;3.812377,,,
l119,16.402630;13.345307;3.731565,,,
l120,15.729885;-9.615229;3.983884,,,
l121,17.442319;-6.215846;4.002756,,,
l122,18.884765;-6.288835;3.874340,,,
l123,27.578319;12.622307;4.031053,,,
l124,26.799866;12.885578;3.952529,,,
l125,33.187300;13.310830;3.981637,,,
l126,14.522974;-10.034259;4.203259,,,
l127,17.676765;-7.124576;4.123019,,,
l128,16.477559;-6.239609;4.192719,,,
l129,23.169012;-6.179388;4.167358,,,
l130,29.215891;12.148099;4.205149,,,
l131,28.597256;12.347695;4.139909,,,
l132,45.903562;12.728446;4.274586,,,
l133,19.553872;12.965054;4.139339,,,
l134,23.644927;12.968036;4.170433,,,
l135,15.573331;14.306275;4.204678,,,
l136,15.169705;-10.076892;4.340008,,,
l137,17.091462;-7.016354;4.403272,,,
l138,21.300482;-5.607655;4.302272,,,
l139,25.171124;12.594275;4.352669,,,
l140,21.009842;12.945682;4.355128,,,
l141,18.402661;13.030151;4.475532,,,
l142,24.781814;13.126870;4.338598,,,
l143,25.134184;-6.061150;4.502864,,,
l144,20.643446;-5.491152;4.640349,,,
l145,27.375067;11.626796;4.598215,,,
l146,19.813355;12.522493;4.650507,,,
l147,39.668876;12.994908;4.650867,,,
l148,22.988591;12.885273;4.652688,,,
l149,14.880699;-10.661732;4.776400,,,
l150,15.673772;-9.349251;4.759066,,,
l151,14.142315;-9.146165;4.764158,,,
l152,14.920715;-7.815338;4.761498,,,
l153,15.268258;-6.362676;4.671241,,,
l154,42.469755;-5.552680;4.723167,,,
l155,28.755470;11.581505;4.794441,,,
l156,21.591767;11.727348;4.873115,,,
l157,17.032845;13.036792;4.733998,,,
l158,15.290321;-8.638290;4.972364,,,
l159,15.831264;-6.834993;4.877173,,,
l160,16.068831;-6.081554;4.858486,,,
l161,22.254923;-5.225885;4.976665,,,
l162,32.672579;-5.127800;5.069597,,,
l163,22.988837;11.193040;5.070680,,,
l164,25.884092;11.311670;4.983975,,,
l165,26.633477;11.301967;5.105988,,,
l166,30.338060;11.467022;5.017763,,,
l167,19.796030;11.576743;5.054503,,,
l168,44.389943;11.839462;5.118174,,,
l169,17.280533;11.778202;5.076043,,,
l170,16.470561;12.371686;5.003801,,,
l171,16.203491;12.915610;5.037606,,,
l172,14.777134;-9.925123;5.044921,,,
l173,21.042283;-5.267122;5.198565,,,
l174,28.883573;-4.930073;5.121951,,,
l175,45.960069;10.851010;5.259279,,,
l176,18.232750;11.379330;5.215230,,,
l177,15.053298;-9.218888;5.406285,,,
l178,15.628287;-7.460552;5.297188,,,
l179,15.313847;-6.192001;5.426563,,,
l180,29.596644;-5.890303;5.276097,,,
l181,26.488238;-5.487065;5.314039,,,
l182,40.002074;-4.838285;5.317951,,,
l183,26.630263;-4.764265;5.316300,,,
l184,30.047635;-4.711098;5.321662,,,
l185,47.080962;10.437230;5.370293,,,
l186,22.433056;10.572195;5.465500,,,
l187,24.875389;11.430808;5.434212,,,
l188,16.421949;11.877323;5.378547,,,
l189,39.057906;12.314362;5.453492,,,
l190,15.399302;12.849406;5.330499,,,
l191,14.076788;-9.520392;5.597059,,,
l192,17.448054;-5.540780;5.609211,,,
l193,18.684202;-5.421287;5.525487,,,
l194,28.331748;-4.518411;5.646614,,,
l195,17.789286;11.022745;5.548722,,,
l196,16.070863;11.343195;5.665855,,,
l197,26.031816;11.419693;5.645041,,,
l198,40.987302;12.070700;5.690794,,,
l199,39.878967;12.216997;5.554489,,,
l200,16.233831;-9.432302;5.760502,,,
l201,32.263311;-4.253759;5.703490,,,
l202,32.923979;-3.976117;5.815273,,,
l203,27.637068;9.815911;5.820148,,,
l204,21.781634;10.108384;5.826854,,,
l205,18.838994;10.581996;5.728081,,,
l206,31.165088;11.396303;5.864953,,,
l207,36.234766;11.624352;5.896378,,,
l208,16.023732;12.299647;5.827856,,,
l209,30.042464;-4.125442;5.976950,,,
l210,24.774357;-4.047285;6.044206,,,
l211,34.177774;-3.561149;6.031006,,,
l212,28.633815;9.303790;5.974892,,,
l213,25.916975;9.588254;6.094533,,,
l214,32.848447;10.165787;6.075686,,,
l215,27.828658;11.196054;5.959530,,,
l216,32.238908;11.298709;6.039293,,,
l217,15.468161;13.278821;5.890798,,,
l218,16.787920;15.346188;6.067495,,,
l219,28.268991;-3.722665;6.247559,,,
l220,29.627180;8.877342;6.138567,,,
l221,27.027588;8.930258;6.277818,,,
l222,46.291708;9.323965;6.286273,,,
l223,33.734178;9.789885;6.206799,,,
l224,17.245438;10.025738;6.198040,,,
l225,16.180899;11.865356;6.251149,,,
l226,24.093269;-4.712665;6.461476,,,
l227,23.393958;-4.506685;6.265638,,,
l228,28.953552;-2.853806;6.380127,,,
l229,47.426035;8.742974;6.419410,,,
l230,27.837488;8.575244;6.425004,,,
l231,19.963662;9.837601;6.407852,,,
l232,15.899882;10.166157;6.304124,,,
l233,26.858596;10.495291;6.367232,,,
l234,22.673294;-4.943429;6.628061,,,
l235,24.897552;-4.034890;6.644895,,,
l236,27.310309;-3.218123;6.638870,,,
l237,33.071525;-2.716316;6.556735,,,
l238,29.976326;-2.296372;6.599296,,,
l239,48.612460;8.274408;6.563937,,,
l240,26.262969;8.272328;6.686515,,,
l241,29.121993;8.244589;6.678632,,,
l242,31.927924;8.496917;6.561982,,,
l243,25.679727;8.626831;6.578240,,,
l244,42.223555;9.581895;6.710399,,,
l245,20.894563;9.820028;6.650788,,,
l246,18.897515;10.075800;6.661182,,,
l247,24.783134;10.172062;6.510984,,,
l248,16.613745;10.261741;6.526669,,,
l249,21.071040;-4.946778;6.669105,,,
l250,23.618215;-3.791719;6.840534,,,
l251,44.385769;-2.914229;6.860842,,,
l252,27.697298;-2.653728;6.720713,,,
l253,20.452039;-4.857244;6.963348,,,
l254,22.016144;-4.829321;6.953842,,,
l255,23.614782;-4.852124;6.893417,,,
l256,24.383064;-3.375345;7.045863,,,
l257,26.062466;-3.286201;6.929826,,,
l258,45.008986;-2.458385;6.955181,,,
l259,27.403615;7.905692;6.928464,,,
l260,30.646257;8.055962;6.996217,,,
l261,21.224789;8.093670;7.059010,,,
l262,22.831527;8.092059;6.973720,,,
l263,44.835026;8.382380;7.069128,,,
l264,19.248129;8.476551;7.022764,,,
l265,39.105438;9.198631;7.107057,,,
l266,21.171548;-4.610723;7.184805,,,
l267,22.980543;-3.560819;7.183624,,,
l268,26.931907;-2.285261;7.138072,,,
l269,29.283921;-1.762908;7.097346,,,
l270,46.933968;-1.463883;7.252260,,,
l271,36.553589;-1.296001;7.244593,,,
l272,46.167528;7.456631;7.247090,,,
l273,20.311373;7.795141;7.264546,,,
l274,39.935569;8.935298;7.240412,,,
l275,25.253824;-3.044578;7.288167,,,
l276,25.632938;-2.245346;7.376850,,,
l277,47.784097;-0.766344;7.384617,,,
l278,47.305362;6.976559;7.410226,,,
l279,22.778014;7.206730;7.426515,,,
l280,40.826091;8.667887;7.385020,,,
l281,24.601120;-2.830500;7.665021,,,
l282,28.618467;-1.372025;7.579774,,,
l283,31.267862;1.666349;7.596230,,,
l284,49.614648;1.939495;7.683539,,,
l285,49.392249;5.352636;7.697459,,,
l286,27.804585;7.982250;7.687556,,,
l287,27.010458;-1.554446;7.768283,,,
l288,35.296787;-0.866539;7.779523,,,
l289,32.069229;0.437577;7.780390,,,
l290,29.217095;1.351331;7.749697,,,
l291,27.176128;1.436685;7.824434,,,
l292,24.874386;1.681399;7.732329,,,
l293,24.938619;2.917315;7.793484,,,
l294,31.900562;4.210903;7.818440,,,
l295,31.301916;5.312389;7.716454,,,
l296,24.671777;5.584022;7.864401,,,
l297,28.864605;6.984359;7.891526,,,
l298,28.089646;7.445720;7.721019,,,
l299,31.407939;7.482073;7.856971,,,
l300,34.410981;7.769737;7.799646,,,
l301,25.710366;7.859498;7.753476,,,
l302,38.230623;7.939202;7.769644,,,
l303,23.892849;-2.617681;7.998967,,,
l304,27.796500;-1.030589;7.993535,,,
l306,32.719343;-0.985055;7.939892,,,
l307,32.767983;-0.045157;7.951048,,,
l308,30.001880;0.323332;7.950829,,,
l309,36.638308;1.110240;8.087643,,,
l310,23.637228;1.399444;7.889344,,,
l311,23.663778;2.176472;7.921460,,,
l312,30.149309;3.929577;8.071222,,,
l313,25.086848;5.037347;7.954610,,,
l314,27.191796;5.090501;7.970385,,,
l315,23.122794;5.154439;7.909745,,,
l316,23.012008;6.733531;8.015851,,,
l317,32.473923;6.947039;8.082839,,,
l318,35.700567;7.043627;8.046400,,,
l319,39.315656;7.159575;7.951737,,,
l320,26.490593;7.671408;7.956409,,,
l321,28.722658;-0.712167;8.263928,,,
l322,46.960032;-0.109784;8.294426,,,
