key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b28,,,,0.000864;-0.023082;0.008333;0.000022;0.000652;-0.000640
b29,,,,0.000884;-0.023892;0.008194;0.000008;0.000625;-0.000642
b30,,,,0.000912;-0.024660;0.008052;-0.000007;0.000599;-0.000644
b31,,,,0.000946;-0.025451;0.007898;-0.000023;0.000571;-0.000646
b32,,,,0.000982;-0.026264;0.007736;-0.000040;0.000541;-0.000647
b33,,,,0.001029;-0.027291;0.007531;-0.000063;0.000500;-0.000648
b34,,,,0.001072;-0.028068;0.007378;-0.000082;0.000467;-0.000649
b35,,,,0.001123;-0.028859;0.007228;-0.000102;0.000431;-0.000650
b36,,,,0.001173;-0.029598;0.007097;-0.000121;0.000395;-0.000650
b37,,,,0.001225;-0.030368;0.006975;-0.000142;0.000355;-0.000651
b38,,,,0.001270;-0.031085;0.006880;-0.000162;0.000315;-0.000651
b39,,,,0.001307;-0.031808;0.006805;-0.000182;0.000273;-0.000651
b40,,,,0.001328;-0.032536;0.006757;-0.000201;0.000228;-0.000651
b41,,,,0.001332;-0.033203;0.006740;-0.000219;0.000185;-0.000651
b42,,,,0.001300;-0.034097;0.006770;-0.000241;0.000124;-0.000651
b43,,,,0.001220;-0.034930;0.006869;-0.000258;0.000066;-0.000651
b44,,,,0.001148;-0.035530;0.006990;-0.000269;0.000024;-0.000650
b45,,,,0.001057;-0.036162;0.007168;-0.000277;-0.000019;-0.000649
b46,,,,0.000947;-0.036775;0.007394;-0.000283;-0.000060;-0.000647
b47,,,,0.000809;-0.037365;0.007667;-0.000286;-0.000097;-0.000645
b48,,,,0.000620;-0.037982;0.008015;-0.000286;-0.000135;-0.000642
b49,,,,0.000405;-0.038562;0.008395;-0.000284;-0.000167;-0.000639
b50,,,,0.000067;-0.039355;0.008986;-0.000276;-0.000204;-0.000633
b51,,,,-0.000299;-0.040146;0.009643;-0.000263;-0.000233;-0.000627
b52,,,,-0.000577;-0.040744;0.010171;-0.000250;-0.000248;-0.000622
b53,,,,-0.000864;-0.041364;0.010736;-0.000234;-0.000258;-0.000616
b54,,,,-0.001136;-0.041956;0.011285;-0.000216;-0.000263;-0.000610
b55,,,,-0.001416;-0.042568;0.011860;-0.000194;-0.000263;-0.000604
b56,,,,-0.001696;-0.043178;0.012438;-0.000170;-0.000257;-0.000597
b57,,,,-0.001976;-0.043785;0.013015;-0.000143;-0.000247;-0.000590
b58,,,,-0.002263;-0.044409;0.013599;-0.000112;-0.000230;-0.000582
b59,,,,-0.002530;-0.045003;0.014137;-0.000080;-0.000210;-0.000575
b60,,,,-0.002887;-0.045833;0.014843;-0.000032;-0.000174;-0.000564
b61,,,,-0.003626;-0.047957;0.016301;0.000098;-0.000054;-0.000536
b62,,,,-0.003657;-0.048075;0.016366;0.000105;-0.000046;-0.000535
b63,,,,-0.003683;-0.048173;0.016418;0.000111;-0.000040;-0.000533
b64,,,,-0.004033;-0.050075;0.017200;0.000220;0.000082;-0.000508
b65,,,,-0.004178;-0.052188;0.017675;0.000322;0.000215;-0.000483
b66,,,,-0.004146;-0.054473;0.017912;0.000406;0.000347;-0.000457
b67,,,,-0.003991;-0.056864;0.017912;0.000465;0.000467;-0.000432
b68,,,,-0.003802;-0.059298;0.017645;0.000497;0.000567;-0.000406
b69,,,,-0.003686;-0.061710;0.017205;0.000504;0.000645;-0.000380
b70,,,,-0.003711;-0.064009;0.016462;0.000488;0.000708;-0.000355
b71,,,,-0.003854;-0.066112;0.015465;0.000457;0.000770;-0.000329
b72,,,,-0.004099;-0.068012;0.014377;0.000420;0.000838;-0.000303
b73,,,,-0.004436;-0.069744;0.013444;0.000389;0.000916;-0.000278
b74,,,,-0.004854;-0.071373;0.012731;0.000370;0.001009;-0.000252
b75,,,,-0.005343;-0.072970;0.012218;0.000367;0.001121;-0.000227
b76,,,,-0.005876;-0.074601;0.011905;0.000383;0.001254;-0.000201
b77,,,,-0.006418;-0.076342;0.011858;0.000414;0.001408;-0.000176
b78,,,,-0.006922;-0.078256;0.012017;0.000453;0.001583;-0.000151
b79,,,,-0.007340;-0.080381;0.012338;0.000489;0.001774;-0.000126
b80,,,,-0.007631;-0.082716;0.012664;0.000512;0.001977;-0.000102
b81,,,,-0.007751;-0.085200;0.012833;0.000511;0.002183;-0.000076
b82,,,,-0.007700;-0.087784;0.012761;0.000479;0.002387;-0.000051
b83,,,,-0.007479;-0.090378;0.012432;0.000414;0.002581;-0.000025
b84,,,,-0.007113;-0.092862;0.011978;0.000318;0.002755;0.000001
b85,,,,-0.006626;-0.095161;0.011643;0.000197;0.002905;0.000029
b86,,,,-0.006025;-0.097234;0.011610;0.000054;0.003033;0.000057
b87,,,,-0.005325;-0.099049;0.012043;-0.000103;0.003135;0.000087
b88,,,,-0.004532;-0.100590;0.012953;-0.000269;0.003210;0.000117
b89,,,,-0.003660;-0.101841;0.014183;-0.000436;0.003255;0.000149
b90,,,,-0.002734;-0.102826;0.015644;-0.000598;0.003267;0.000182
b91,,,,-0.001796;-0.103582;0.017237;-0.000752;0.003241;0.000217
b92,,,,-0.000856;-0.104171;0.018824;-0.000902;0.003175;0.000252
b93,,,,0.000032;-0.104638;0.020315;-0.001050;0.003071;0.000288
b94,,,,0.000796;-0.105010;0.021636;-0.001195;0.002932;0.000326
b95,,,,0.001397;-0.105276;0.022711;-0.001339;0.002766;0.000364
b96,,,,0.001783;-0.105436;0.023571;-0.001477;0.002582;0.000404
b97,,,,0.001933;-0.105470;0.024341;-0.001606;0.002394;0.000444
b98,,,,0.001905;-0.105316;0.025138;-0.001715;0.002208;0.000485
b99,,,,0.001754;-0.104960;0.025965;-0.001795;0.002033;0.000527
b100,,,,0.001508;-0.104408;0.026772;-0.001835;0.001872;0.000568
b101,,,,0.001261;-0.103693;0.027636;-0.001821;0.001716;0.000609
b102,,,,0.001006;-0.102895;0.028515;-0.001747;0.001555;0.000650
b103,,,,0.000656;-0.102091;0.029318;-0.001613;0.001381;0.000691
b104,,,,0.000087;-0.101415;0.029794;-0.001420;0.001215;0.000731
b105,,,,-0.000826;-0.101016;0.029847;-0.001184;0.001079;0.000770
b106,,,,-0.002180;-0.101045;0.029555;-0.000907;0.000993;0.000809
b107,,,,-0.002928;-0.101330;0.029282;-0.000734;0.000973;0.000832
b108,,,,-0.003165;-0.101482;0.029177;-0.000671;0.000971;0.000840
b109,,,,-0.003572;-0.101886;0.028984;-0.000544;0.000974;0.000858
b110,,,,-0.003860;-0.102509;0.028821;-0.000408;0.000985;0.000877
b111,,,,-0.003887;-0.102632;0.028799;-0.000385;0.000987;0.000881
b112,,,,-0.003937;-0.103052;0.028751;-0.000317;0.000993;0.000891
b113,,,,-0.003945;-0.103315;0.028744;-0.000279;0.000996;0.000898
b114,,,,-0.003952;-0.103729;0.028774;-0.000226;0.001000;0.000907
b115,,,,-0.003959;-0.104095;0.028844;-0.000183;0.001000;0.000914
b116,,,,-0.003958;-0.104223;0.028880;-0.000169;0.001000;0.000916
b117,,,,-0.003947;-0.104449;0.028955;-0.000146;0.000999;0.000919
b118,,,,-0.003918;-0.104760;0.029077;-0.000117;0.000994;0.000923
b119,,,,-0.003877;-0.105035;0.029189;-0.000095;0.000989;0.000926
b120,,,,-0.003861;-0.105123;0.029222;-0.000089;0.000987;0.000927
b121,,,,-0.003841;-0.105215;0.029256;-0.000083;0.000985;0.000928
b122,,,,-0.003779;-0.105444;0.029329;-0.000070;0.000980;0.000930
b123,,,,-0.003726;-0.105592;0.029367;-0.000063;0.000976;0.000931
b124,,,,-0.003638;-0.105778;0.029399;-0.000058;0.000971;0.000932
b125,,,,-0.003530;-0.105949;0.029408;-0.000055;0.000964;0.000933
b126,,,,-0.003419;-0.106090;0.029396;-0.000056;0.000956;0.000934
b127,,,,-0.003293;-0.106220;0.029363;-0.000060;0.000947;0.000935
b128,,,,-0.003160;-0.106327;0.029312;-0.000066;0.000937;0.000935
b129,,,,-0.003018;-0.106415;0.029247;-0.000074;0.000926;0.000935
b130,,,,-0.002859;-0.106490;0.029163;-0.000084;0.000912;0.000935
b131,,,,-0.002702;-0.106543;0.029073;-0.000095;0.000896;0.000935
b132,,,,-0.002533;-0.106582;0.028967;-0.000107;0.000878;0.000934
b133,,,,-0.002364;-0.106602;0.028857;-0.000120;0.000858;0.000933
b134,,,,-0.002196;-0.106609;0.028746;-0.000132;0.000837;0.000933
b135,,,,-0.002014;-0.106605;0.028627;-0.000144;0.000812;0.000932
b136,,,,-0.001836;-0.106593;0.028516;-0.000155;0.000787;0.000931
b137,,,,-0.001641;-0.106574;0.028404;-0.000166;0.000757;0.000930
b138,,,,-0.001442;-0.106550;0.028301;-0.000176;0.000726;0.000929
b139,,,,-0.001373;-0.106541;0.028269;-0.000180;0.000715;0.000929
b140,,,,-0.001171;-0.106515;0.028179;-0.000188;0.000681;0.000928
b141,,,,-0.000959;-0.106488;0.028094;-0.000197;0.000641;0.000927
b142,,,,-0.000702;-0.106458;0.028002;-0.000207;0.000584;0.000926
b143,,,,-0.000532;-0.106441;0.027949;-0.000213;0.000539;0.000925
b144,,,,-0.000374;-0.106428;0.027907;-0.000220;0.000488;0.000925
b145,,,,-0.000244;-0.106418;0.027880;-0.000226;0.000437;0.000924
b146,,,,-0.000143;-0.106410;0.027866;-0.000231;0.000385;0.000924
b147,,,,-0.000071;-0.106403;0.027865;-0.000237;0.000331;0.000923
b148,,,,-0.000031;-0.106391;0.027887;-0.000244;0.000258;0.000922
b149,,,,-0.000038;-0.106376;0.027936;-0.000252;0.000184;0.000921
b150,,,,-0.000072;-0.106361;0.027991;-0.000257;0.000133;0.000921
b151,,,,-0.000136;-0.106340;0.028066;-0.000262;0.000081;0.000920
b152,,,,-0.000277;-0.106305;0.028202;-0.000268;0.000015;0.000919
b153,,,,-0.000471;-0.106270;0.028371;-0.000273;-0.000042;0.000917
b154,,,,-0.000654;-0.106243;0.028526;-0.000277;-0.000083;0.000916
b155,,,,-0.000720;-0.106234;0.028583;-0.000278;-0.000095;0.000916
b156,,,,-0.000862;-0.106216;0.028708;-0.000280;-0.000120;0.000915
b157,,,,-0.000996;-0.106199;0.028831;-0.000282;-0.000141;0.000915
b158,,,,-0.001217;-0.106172;0.029044;-0.000285;-0.000171;0.000914
b159,,,,-0.001430;-0.106147;0.029260;-0.000287;-0.000195;0.000913
b160,,,,-0.001727;-0.106111;0.029575;-0.000288;-0.000221;0.000912
b161,,,,-0.001945;-0.106087;0.029829;-0.000289;-0.000236;0.000911
b162,,,,-0.002135;-0.106067;0.030077;-0.000290;-0.000247;0.000910
b163,,,,-0.002316;-0.106051;0.030337;-0.000290;-0.000254;0.000909
b164,,,,-0.002483;-0.106039;0.030601;-0.000291;-0.000258;0.000908
b165,,,,-0.002637;-0.106029;0.030867;-0.000291;-0.000258;0.000907
b166,,,,-0.002787;-0.106021;0.031140;-0.000291;-0.000256;0.000906
b167,,,,-0.002962;-0.106011;0.031484;-0.000291;-0.000249;0.000905
b168,,,,-0.003078;-0.106006;0.031743;-0.000290;-0.000241;0.000905
b169,,,,-0.003199;-0.106000;0.032077;-0.000290;-0.000228;0.000904
b170,,,,-0.003254;-0.105997;0.032314;-0.000290;-0.000217;0.000904
b171,,,,-0.003265;-0.105994;0.032607;-0.000290;-0.000202;0.000903
b172,,,,-0.003218;-0.105991;0.032802;-0.000290;-0.000192;0.000903
b173,,,,-0.003109;-0.105988;0.033030;-0.000289;-0.000180;0.000903
b174,,,,-0.002986;-0.105988;0.033205;-0.000289;-0.000171;0.000903
b175,,,,-0.002898;-0.105989;0.033308;-0.000289;-0.000167;0.000903
b176,,,,-0.002873;-0.105989;0.033336;-0.000289;-0.000166;0.000903
b177,,,,-0.002747;-0.105990;0.033478;-0.000289;-0.000163;0.000903
l0,15.999902;-10.676704;-0.260787,,,
l1,21.366963;-7.573964;-0.338477,,,
l2,22.124617;-7.574147;-0.350827,,,
l3,24.357997;-7.609115;-0.387341,,,
l4,25.049977;-7.526523;-0.398360,,,
l5,28.167791;-7.387830;-0.448742,,,
l6,0.496518;5.507994;0.066910,,,
l7,18.984296;13.238841;-0.233950,,,
l8,25.185181;13.935109;-0.332826,,,
l9,32.474914;13.984349;-0.451492,,,
l10,24.232085;14.156581;-0.316592,,,
l11,26.775505;14.058784;-0.358358,,,
l12,30.676473;14.326534;-0.421098,,,
l13,15.749014;-7.125948;0.125239,,,
l14,20.745607;-7.090985;0.144747,,,
l15,22.564167;-7.036826;0.152541,,,
l16,23.510585;-6.983514;0.156657,,,
l17,24.355702;-6.947831;0.160449,,,
l18,17.864239;12.997813;0.259067,,,
l19,16.474958;13.311760;0.263015,,,
l20,22.492570;13.840762;0.280212,,,
l21,15.253909;14.562112;0.285221,,,
l22,14.789397;15.043144;0.294609,,,
l23,14.940557;-8.245086;0.496712,,,
l24,29.472835;-7.301333;0.185712,,,
l25,30.772043;-6.999254;0.191496,,,
l26,33.658332;-6.210197;0.205063,,,
l27,24.443537;13.913038;0.285970,,,
l28,26.028250;13.931796;0.290591,,,
l29,27.972890;13.904386;0.296159,,,
l30,31.311883;13.988886;0.308589,,,
l31,33.188289;13.960266;0.315179,,,
l32,19.390391;-7.402080;0.586772,,,
l33,18.539593;-6.749572;0.557852,,,
l34,19.702452;-6.786014;0.587033,,,
l35,37.136754;13.612846;0.327045,,,
l36,34.479591;13.948691;0.320014,,,
l37,14.062668;14.889692;0.734082,,,
l38,13.813782;-9.283006;0.852233,,,
l39,14.348620;-7.804039;0.826564,,,
l40,19.833744;13.063650;0.774884,,,
l41,45.295033;13.756967;0.364287,,,
l42,23.104595;13.907512;0.864402,,,
l43,28.497591;-6.888093;0.812858,,,
l44,29.359591;-6.757545;0.834469,,,
l45,30.821472;-6.563602;0.871630,,,
l46,20.521755;-6.633537;1.070238,,,
l47,31.719980;-6.301180;0.893848,,,
l48,30.953427;-5.879974;0.871288,,,
l49,28.436335;13.835987;0.979953,,,
l50,26.054641;13.891979;0.927643,,,
l51,14.211797;-8.452838;1.196647,,,
l52,16.707879;-6.937563;1.294198,,,
l53,23.654517;-6.742140;1.216900,,,
l54,20.845565;13.120229;1.328515,,,
l55,16.628434;13.886134;1.206967,,,
l56,24.302667;-6.713681;1.246719,,,
l57,34.654543;13.622852;1.122489,,,
l58,23.900634;13.717253;1.471867,,,
l59,15.343374;-7.238414;1.584102,,,
l60,28.270885;-6.584380;1.431928,,,
l61,27.871030;12.983595;1.612976,,,
l62,26.146394;13.154236;1.545078,,,
l63,16.906193;13.336615;1.657253,,,
l64,18.378769;13.630155;1.751504,,,
l65,25.734292;13.666318;1.545039,,,
l66,17.269857;13.981614;1.713637,,,
l67,14.233762;15.745583;1.684881,,,
l68,14.480663;16.668215;1.758907,,,
l69,14.482115;-7.743522;1.894292,,,
l70,18.915771;-6.360115;1.853548,,,
l71,31.562014;-5.862183;1.581574,,,
l72,44.888461;13.556675;1.376541,,,
l73,20.285750;13.431486;1.845489,,,
l74,21.359244;13.523163;1.911090,,,
l75,14.756258;-8.643681;1.977319,,,
l76,25.527681;-7.209966;1.885098,,,
l77,26.434709;-7.078584;1.943949,,,
l78,34.162912;-5.333058;1.702745,,,
l79,26.480956;-5.318339;1.916964,,,
l80,33.212009;13.097387;1.850330,,,
l81,34.597702;12.988230;1.909426,,,
l82,23.263118;13.511279;2.021232,,,
l83,24.238567;13.463832;2.077009,,,
l84,16.872925;14.077642;2.176084,,,
l85,14.889358;15.152178;2.134356,,,
l86,14.671897;16.139951;2.204315,,,
l87,27.990306;-6.762224;2.044242,,,
l88,17.602369;-6.670592;2.159211,,,
l89,26.358210;12.981837;2.184938,,,
l90,25.477199;13.072797;2.134559,,,
l91,19.475358;-6.581700;2.355979,,,
l92,23.717817;-6.336791;2.276641,,,
l93,24.089337;-5.278194;2.285468,,,
l94,28.034636;12.959087;2.288642,,,
l95,29.210828;12.924019;2.361582,,,
l96,21.530925;13.212487;2.453908,,,
l97,16.105706;13.917744;2.577037,,,
l98,14.256908;15.317016;2.567682,,,
l99,14.869323;-7.690838;2.661369,,,
l100,17.579969;-7.389795;2.606511,,,
l101,20.782477;-6.811401;2.506266,,,
l102,21.346736;-6.579868;2.558894,,,
l103,21.130725;-5.911614;2.512046,,,
l104,23.680136;-5.288884;2.776624,,,
l105,32.691377;13.092586;2.591118,,,
l106,45.081818;13.334910;2.397938,,,
l107,15.159160;-8.082772;3.112535,,,
l108,34.860455;12.970113;2.728142,,,
l109,16.222126;-7.332269;3.218452,,,
l110,18.616235;-7.238229;3.166795,,,
l111,19.188464;-6.775485;3.224055,,,
l112,26.891944;-5.402378;3.139567,,,
l113,22.558177;-5.424697;3.162208,,,
l114,28.727178;12.986801;3.019023,,,
l115,30.128292;13.028368;3.138080,,,
l116,15.131544;13.603306;3.363069,,,
l117,20.980377;-5.960536;3.452717,,,
l118,25.313670;13.017683;3.361807,,,
l119,16.117377;13.412589;3.454075,,,
l120,15.455300;-9.548250;3.706981,,,
l121,17.166926;-6.148428;3.695440,,,
l122,18.606723;-6.220971;3.539896,,,
l123,27.296904;12.692370;3.543068,,,
l124,26.517046;12.955476;3.479328,,,
l125,32.903794;13.382392;3.388592,,,
l126,14.252832;-9.967711;3.948784,,,
l127,17.403822;-7.057158;3.810800,,,
l128,16.205913;-6.172542;3.903492,,,
l129,22.895691;-6.110551;3.752391,,,
l130,28.937578;12.218502;3.686103,,,
l131,28.317777;12.417969;3.632608,,,
l132,45.623461;12.803196;3.442163,,,
l133,19.275823;13.032953;3.802346,,,
l134,23.366740;13.036993;3.756538,,,
l135,15.296876;14.373094;3.943195,,,
l136,14.902029;-10.010245;4.073329,,,
l137,16.823860;-6.949235;4.102062,,,
l138,21.029885;-5.539379;3.922702,,,
l139,24.896188;12.663539;3.909859,,,
l140,20.735597;13.013852;3.990719,,,
l141,18.131119;13.097574;4.160152,,,
l142,24.506547;13.196039;3.903386,,,
l143,24.866793;-5.991971;4.050961,,,
l144,20.379288;-5.423223;4.273130,,,
l145,27.104600;11.696511;4.113430,,,
l146,19.544980;12.590196;4.308314,,,
l147,39.396885;13.067824;3.935707,,,
l148,22.719605;12.953808;4.251002,,,
l149,14.621424;-10.595387;4.514770,,,
l150,15.413701;-9.282688;4.483220,,,
l151,13.882557;-9.080007;4.517203,,,
l152,14.660435;-7.748975;4.500609,,,
l153,15.005852;-6.296175;4.404595,,,
l154,42.203316;-5.479062;3.945642,,,
l155,28.488459;11.651480;4.283650,,,
l156,21.327465;11.795402;4.497038,,,
l157,16.766402;13.103720;4.444323,,,
l158,15.034146;-8.571939;4.704060,,,
l159,15.572749;-6.768450;4.599661,,,
l160,15.809731;-6.014940;4.576906,,,
l161,21.996736;-5.157708;4.579235,,,
l162,32.414273;-5.056935;4.476386,,,
l163,22.728136;11.261359;4.668030,,,
l164,25.621220;11.380794;4.526981,,,
l165,26.372769;11.371224;4.634882,,,
l166,30.074999;11.537298;4.477125,,,
l167,19.535492;11.644231;4.712069,,,
l168,44.126193;11.913377;4.313587,,,
l169,17.020794;11.845019;4.780993,,,
l170,16.209456;12.438327;4.724300,,,
l171,15.942931;12.982164;4.763403,,,
l172,14.522739;-9.858944;4.785577,,,
l173,20.788491;-5.199378;4.823868,,,
l174,28.626871;-4.860231;4.600054,,,
l175,45.698941;10.925265;4.424637,,,
l176,17.975560;11.446325;4.902049,,,
l177,14.805469;-9.152824;5.142055,,,
l178,15.377860;-7.394281;5.023090,,,
l179,15.065587;-6.125880;5.159016,,,
l180,29.342956;-5.820352;4.740267,,,
l181,26.235712;-5.417951;4.836841,,,
l182,39.747070;-4.765623;4.587080,,,
l183,26.377570;-4.695114;4.836810,,,
l184,29.794426;-4.641053;4.777965,,,
l185,46.821830;10.511720;4.514347,,,
l186,22.180031;10.640163;5.072901,,,
l187,24.621129;11.499434;4.996161,,,
l188,16.168022;11.943758;5.099634,,,
l189,38.801280;12.386702;4.749318,,,
l190,15.144406;12.915597;5.071325,,,
l191,13.832793;-9.454684;5.350993,,,
l192,17.202684;-5.474193;5.301857,,,
l193,18.437012;-5.354332;5.194975,,,
l194,28.084900;-4.448985;5.135213,,,
l195,17.538533;11.089450;5.243631,,,
l196,15.822533;11.409389;5.393212,,,
l197,25.781316;11.488513;5.185210,,,
l198,40.734858;12.143425;4.950185,,,
l199,39.624116;12.289501;4.834813,,,
l200,15.992505;-9.366111;5.473908,,,
l201,32.016772;-4.183330;5.118317,,,
l202,32.679355;-3.905572;5.217808,,,
l203,27.389983;9.885063;5.329274,,,
l204,21.535633;10.175994;5.446193,,,
l205,18.591537;10.648884;5.402996,,,
l206,30.917820;11.466358;5.308584,,,
l207,35.987137;11.695721;5.244830,,,
l208,15.778214;12.365743;5.556570,,,
l209,29.801425;-4.055738;5.433540,,,
l210,24.535493;-3.978999;5.599848,,,
l211,33.936879;-3.490387;5.410153,,,
l212,28.389590;9.373123;5.464987,,,
l213,25.675408;9.656811;5.635823,,,
l214,32.605155;10.236174;5.486994,,,
l215,27.583809;11.265183;5.465752,,,
l216,31.994753;11.368955;5.462657,,,
l217,15.223676;13.344739;5.630457,,,
l218,16.546003;15.412361;5.783397,,,
l219,28.033251;-3.653567;5.737648,,,
l220,29.385965;8.946851;5.609738,,,
l221,26.789435;8.999012;5.797856,,,
l222,46.050215;9.397774;5.444418,,,
l223,33.493289;9.860437;5.601238,,,
l224,17.007237;10.091965;5.902536,,,
l225,15.943420;11.931274;5.976607,,,
l226,23.862538;-4.644775;6.029498,,,
l227,23.159618;-4.438876;5.846947,,,
l228,28.719961;-2.784597;5.857779,,,
l229,47.186992;8.817012;5.555905,,,
l230,27.602050;8.644135;5.929606,,,
l231,19.728972;9.904433;6.061119,,,
l232,15.663877;10.231974;6.033965,,,
l233,26.621760;10.563954;5.891249,,,
l234,22.446003;-4.875998;6.222623,,,
l235,24.669954;-3.966883;6.198122,,,
l236,27.081965;-3.149480;6.147173,,,
l237,32.840491;-2.646118;5.957025,,,
l238,29.746535;-2.227008;6.057977,,,
l239,48.376038;8.348683;5.677860,,,
l240,26.032802;8.340669;6.220508,,,
l241,28.891179;8.313685;6.158873,,,
l242,31.694359;8.566811;5.989634,,,
l243,25.447538;8.695076;6.123401,,,
l244,41.990684;9.654416;5.945070,,,
l245,20.664280;9.886978;6.286505,,,
l246,18.667715;10.142219;6.334568,,,
l247,24.549448;10.240106;6.073819,,,
l248,16.381773;10.327631;6.243103,,,
l249,20.844805;-4.879789;6.293774,,,
l250,23.394461;-3.724150;6.417900,,,
l251,44.158507;-2.841216;6.048305,,,
l252,27.470283;-2.585025;6.222023,,,
l253,20.231421;-4.790570;6.599647,,,
l254,21.795063;-4.762231;6.560757,,,
l255,23.392290;-4.784583;6.470283,,,
l256,24.162927;-3.307681;6.609034,,,
l257,25.839830;-3.218036;6.461497,,,
l258,44.783271;-2.385258;6.131152,,,
l259,27.177886;7.974208;6.440783,,,
l260,30.421191;8.125294;6.447652,,,
l261,21.002558;8.160496;6.687544,,,
l262,22.607408;8.159351;6.572067,,,
l263,44.608740;8.455402;6.254021,,,
l264,19.025469;8.542876;6.688659,,,
l265,38.880674;9.270127;6.400068,,,
l266,20.954903;-4.543975;6.807670,,,
l267,22.763289;-3.493595;6.773037,,,
l268,26.712778;-2.216976;6.653887,,,
l269,29.063480;-1.693984;6.569232,,,
l270,46.713244;-1.390404;6.392516,,,
l271,36.334512;-1.225245;6.580053,,,
l272,45.944587;7.529910;6.406422,,,
l273,20.093243;7.861620;6.910057,,,
l274,39.713229;9.006943;6.517658,,,
l275,25.038005;-2.976812;6.835101,,,
l276,25.418516;-2.177526;6.917061,,,
l277,47.565537;-0.692710;6.509236,,,
l278,47.085408;7.050052;6.547889,,,
l279,22.562639;7.273773;7.025325,,,
l280,40.606380;8.739691;6.645361,,,
l281,24.392447;-2.763101;7.224269,,,
l282,28.407113;-1.303526;7.064288,,,
l283,31.055580;1.735534;7.032532,,,
l284,49.400700;2.013453;6.775113,,,
l285,49.177738;5.426529;6.794996,,,
l286,27.593034;8.050477;7.192244,,,
l287,26.802978;-1.486468;7.282893,,,
l288,35.087880;-0.796390;7.138736,,,
l289,31.860578;0.506877;7.200953,,,
l290,29.008141;1.419899;7.224354,,,
l291,26.968915;1.504677;7.337486,,,
l292,24.665787;1.748835;7.288790,,,
l293,24.730846;2.984736;7.349373,,,
l294,31.691702;4.280139;7.244141,,,
l295,31.090966;5.381520;7.154001,,,
l296,24.464710;5.651336;7.426688,,,
l297,28.656954;7.052759;7.375731,,,
l298,27.878810;7.514005;7.220061,,,
l299,31.199062;7.551160;7.293637,,,
l300,34.200425;7.839641;7.180026,,,
l301,25.500455;7.927141;7.297452,,,
l302,38.018783;8.010126;7.078321,,,
l303,23.690523;-2.550640;7.571581,,,
l304,27.592980;-0.962521;7.493605,,,
l306,32.513933;-0.915666;7.347463,,,
l307,32.562538;0.024238;7.358194,,,
l308,29.796825;0.392001;7.410161,,,
l309,36.434455;1.180581;7.422620,,,
l310,23.431870;1.466474;7.468884,,,
l311,23.458822;2.243491;7.500902,,,
l312,29.945580;3.998222;7.529650,,,
l313,24.881540;5.104723;7.508794,,,
l314,26.986401;5.158421;7.485028,,,
l315,22.916962;5.221322;7.500916,,,
l316,22.807791;6.800330;7.609911,,,
l317,32.269239;7.016288;7.499149,,,
l318,35.494607;7.113742;7.402116,,,
l319,39.107243;7.230689;7.239579,,,
l320,26.284407;7.739151;7.485585,,,
l322,46.758550;-0.036839;7.434717,,,
l323,24.043334;-0.143446;7.645011,,,
