key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b78,,,,-0.001962;-0.085411;0.011669;0.000665;0.001418;-0.001323
b79,,,,-0.002165;-0.087764;0.012044;0.000723;0.001609;-0.001264
b80,,,,-0.002267;-0.090336;0.012416;0.000770;0.001809;-0.001202
b81,,,,-0.002228;-0.093074;0.012624;0.000795;0.002010;-0.001135
b82,,,,-0.002051;-0.095925;0.012586;0.000793;0.002209;-0.001064
b83,,,,-0.001729;-0.098802;0.012285;0.000758;0.002399;-0.000988
b84,,,,-0.001281;-0.101587;0.011852;0.000693;0.002572;-0.000908
b85,,,,-0.000718;-0.104203;0.011533;0.000601;0.002725;-0.000823
b86,,,,-0.000043;-0.106605;0.011510;0.000488;0.002859;-0.000733
b87,,,,0.000744;-0.108765;0.011944;0.000361;0.002970;-0.000638
b88,,,,0.001645;-0.110676;0.012845;0.000224;0.003058;-0.000538
b89,,,,0.002647;-0.112332;0.014057;0.000084;0.003117;-0.000433
b90,,,,0.003719;-0.113772;0.015490;-0.000054;0.003144;-0.000322
b91,,,,0.004804;-0.115040;0.017048;-0.000190;0.003136;-0.000207
b92,,,,0.005863;-0.116192;0.018592;-0.000329;0.003093;-0.000086
b93,,,,0.006829;-0.117256;0.020037;-0.000473;0.003020;0.000040
b94,,,,0.007635;-0.118236;0.021311;-0.000623;0.002924;0.000171
b95,,,,0.008265;-0.119093;0.022340;-0.000775;0.002816;0.000307
b96,,,,0.008707;-0.119805;0.023154;-0.000925;0.002706;0.000448
b97,,,,0.009002;-0.120327;0.023878;-0.001061;0.002602;0.000593
b98,,,,0.009284;-0.120613;0.024626;-0.001173;0.002506;0.000743
b99,,,,0.009679;-0.120658;0.025398;-0.001246;0.002412;0.000898
b100,,,,0.010278;-0.120452;0.026139;-0.001268;0.002312;0.001057
b101,,,,0.011176;-0.120149;0.026919;-0.001235;0.002175;0.001220
b102,,,,0.012299;-0.119861;0.027694;-0.001151;0.001980;0.001388
b103,,,,0.013416;-0.119626;0.028370;-0.001031;0.001712;0.001560
b104,,,,0.014164;-0.119467;0.028700;-0.000865;0.001390;0.001736
b105,,,,0.014028;-0.119501;0.028605;-0.000655;0.001052;0.001916
b106,,,,0.012536;-0.119943;0.028175;-0.000396;0.000747;0.002110
b107,,,,0.010864;-0.120881;0.027694;-0.000172;0.000571;0.002275
b108,,,,0.010166;-0.121469;0.027492;-0.000086;0.000517;0.002348
b109,,,,0.008893;-0.122763;0.027196;0.000046;0.000451;0.002487
b110,,,,0.008321;-0.123453;0.027098;0.000092;0.000436;0.002554
b111,,,,0.007819;-0.124098;0.027045;0.000124;0.000431;0.002616
b112,,,,0.007321;-0.124701;0.027046;0.000143;0.000434;0.002678
b113,,,,0.006673;-0.125397;0.027171;0.000152;0.000455;0.002768
b114,,,,0.006590;-0.125503;0.027214;0.000151;0.000461;0.002784
b115,,,,0.006421;-0.125856;0.027437;0.000140;0.000486;0.002846
b116,,,,0.006408;-0.125999;0.027565;0.000132;0.000498;0.002874
b117,,,,0.006413;-0.126067;0.027635;0.000127;0.000504;0.002888
b118,,,,0.006468;-0.126253;0.027862;0.000108;0.000520;0.002928
b119,,,,0.006558;-0.126405;0.028097;0.000086;0.000532;0.002963
b120,,,,0.006593;-0.126450;0.028178;0.000079;0.000536;0.002975
b121,,,,0.006709;-0.126562;0.028420;0.000054;0.000542;0.003005
b122,,,,0.006834;-0.126646;0.028678;0.000025;0.000544;0.003034
b123,,,,0.006951;-0.126693;0.028931;-0.000004;0.000542;0.003059
b124,,,,0.007027;-0.126705;0.029100;-0.000023;0.000539;0.003074
b125,,,,0.007061;-0.126706;0.029178;-0.000032;0.000537;0.003081
b126,,,,0.007204;-0.126667;0.029524;-0.000071;0.000523;0.003109
b127,,,,0.007305;-0.126594;0.029781;-0.000098;0.000510;0.003128
b128,,,,0.007398;-0.126486;0.030030;-0.000123;0.000494;0.003144
b129,,,,0.007486;-0.126345;0.030291;-0.000146;0.000474;0.003160
b130,,,,0.007561;-0.126197;0.030536;-0.000164;0.000453;0.003174
b131,,,,0.007632;-0.126030;0.030793;-0.000180;0.000428;0.003188
b132,,,,0.007700;-0.125870;0.031040;-0.000192;0.000401;0.003201
b133,,,,0.007762;-0.125725;0.031278;-0.000200;0.000373;0.003212
b134,,,,0.007812;-0.125588;0.031527;-0.000205;0.000341;0.003224
b135,,,,0.007856;-0.125436;0.031849;-0.000209;0.000296;0.003239
b136,,,,0.007878;-0.125347;0.032081;-0.000210;0.000262;0.003249
b137,,,,0.007897;-0.125277;0.032326;-0.000210;0.000225;0.003259
b138,,,,0.007908;-0.125234;0.032555;-0.000210;0.000189;0.003268
b139,,,,0.007909;-0.125213;0.032791;-0.000209;0.000151;0.003278
b140,,,,0.007903;-0.125206;0.033015;-0.000208;0.000112;0.003287
b141,,,,0.007893;-0.125206;0.033228;-0.000206;0.000075;0.003295
b142,,,,0.007869;-0.125210;0.033446;-0.000205;0.000034;0.003303
b143,,,,0.007834;-0.125216;0.033652;-0.000203;-0.000005;0.003310
b144,,,,0.007784;-0.125222;0.033845;-0.000201;-0.000043;0.003317
b145,,,,0.007709;-0.125221;0.034036;-0.000200;-0.000082;0.003322
b146,,,,0.007601;-0.125212;0.034221;-0.000198;-0.000119;0.003328
b147,,,,0.007456;-0.125193;0.034402;-0.000196;-0.000155;0.003332
b148,,,,0.007267;-0.125165;0.034585;-0.000194;-0.000188;0.003335
b149,,,,0.006987;-0.125135;0.034817;-0.000189;-0.000225;0.003339
b150,,,,0.006755;-0.125119;0.034993;-0.000184;-0.000248;0.003342
b151,,,,0.006363;-0.125107;0.035284;-0.000176;-0.000277;0.003345
b152,,,,0.006156;-0.125106;0.035462;-0.000170;-0.000288;0.003347
b153,,,,0.005948;-0.125110;0.035682;-0.000162;-0.000297;0.003348
b154,,,,0.005827;-0.125114;0.035844;-0.000157;-0.000300;0.003348
b155,,,,0.005737;-0.125121;0.036003;-0.000151;-0.000303;0.003348
b156,,,,0.005668;-0.125136;0.036195;-0.000143;-0.000304;0.003347
b157,,,,0.005646;-0.125149;0.036332;-0.000138;-0.000304;0.003347
b158,,,,0.005659;-0.125164;0.036465;-0.000132;-0.000305;0.003346
b159,,,,0.005825;-0.125167;0.036584;-0.000128;-0.000307;0.003331
b160,,,,0.005880;-0.125180;0.036661;-0.000125;-0.000309;0.003331
b161,,,,0.005907;-0.125186;0.036694;-0.000124;-0.000311;0.003330
b162,,,,0.005995;-0.125208;0.036799;-0.000120;-0.000316;0.003329
b163,,,,0.006066;-0.125235;0.036897;-0.000117;-0.000324;0.003329
b164,,,,0.006098;-0.125268;0.036990;-0.000114;-0.000332;0.003328
b165,,,,0.006060;-0.125312;0.037096;-0.000111;-0.000342;0.003328
b166,,,,0.006013;-0.125341;0.037168;-0.000110;-0.000349;0.003328
b167,,,,0.005939;-0.125373;0.037251;-0.000109;-0.000357;0.003328
b168,,,,0.005881;-0.125392;0.037306;-0.000108;-0.000362;0.003328
b169,,,,0.005823;-0.125404;0.037356;-0.000108;-0.000365;0.003328
b170,,,,0.005738;-0.125414;0.037412;-0.000107;-0.000369;0.003328
b171,,,,0.005684;-0.125418;0.037446;-0.000107;-0.000370;0.003328
b172,,,,0.005649;-0.125424;0.037473;-0.000106;-0.000372;0.003328
b173,,,,0.005641;-0.125425;0.037481;-0.000106;-0.000372;0.003328
b174,,,,0.005607;-0.125434;0.037521;-0.000106;-0.000373;0.003328
l0,15.691424;-10.767431;0.135114,,,
l1,21.059785;-7.666620;0.198713,,,
l2,21.817502;-7.667076;0.206386,,,
l3,24.051053;-7.702847;0.228903,,,
l4,24.743112;-7.620504;0.236157,,,
l5,27.861220;-7.482932;0.268149,,,
l6,0.190649;5.422856;0.050180,,,
l7,18.682714;13.147053;0.236547,,,
l8,24.884297;13.841090;0.301426,,,
l9,32.174637;13.887708;0.375407,,,
l10,23.931185;14.062905;0.292432,,,
l11,26.474785;13.964193;0.317902,,,
l12,30.376145;14.230540;0.358210,,,
l13,15.431709;-7.216514;0.513745,,,
l14,20.426054;-7.183329;0.665264,,,
l15,22.243792;-7.129818;0.721097,,,
l16,23.189790;-7.076841;0.750209,,,
l17,24.034524;-7.041460;0.776323,,,
l18,17.549933;12.906515;0.699840,,,
l19,16.161147;13.220959;0.667023,,,
l20,22.176395;13.747819;0.843121,,,
l21,14.940389;14.471751;0.656735,,,
l22,14.475965;14.952951;0.653761,,,
l23,14.613314;-8.335294;0.863926,,,
l24,29.149074;-7.396783;0.936849,,,
l25,30.447785;-7.095166;0.976905,,,
l26,33.332994;-6.307135;1.066591,,,
l27,24.126553;13.819399;0.900414,,,
l28,25.710597;13.837593;0.946902,,,
l29,27.654401;13.809490;1.003856,,,
l30,30.991930;13.892802;1.104492,,,
l31,32.867495;13.863514;1.160664,,,
l32,19.059519;-7.493858;1.071381,,,
l33,18.210019;-6.841052;1.019876,,,
l34,19.371687;-6.877904;1.079778,,,
l35,36.814145;13.514688;1.276917,,,
l36,34.158213;13.851480;1.199619,,,
l37,13.737822;14.799839;1.073905,,,
l38,13.477163;-9.372745;1.189735,,,
l39,14.013028;-7.893974;1.177944,,,
l40,19.505146;12.971748;1.267505,,,
l41,44.968643;13.655907;1.529683,,,
l42,22.772793;13.814459;1.443266,,,
l43,28.157749;-6.983077;1.537934,,,
l44,29.018926;-6.852832;1.582290,,,
l45,30.479384;-6.659404;1.658031,,,
l46,20.177990;-6.725628;1.584436,,,
l47,31.377086;-6.397298;1.703935,,,
l48,30.611550;-5.975823;1.661054,,,
l49,28.099593;13.741055;1.699669,,,
l50,25.720131;13.797886;1.584436,,,
l51,13.866239;-8.542656;1.544398,,,
l52,16.359419;-7.028252;1.707599,,,
l53,23.305744;-6.835321;1.813842,,,
l54,20.502004;13.028070;1.847667,,,
l55,16.289833;13.795454;1.614598,,,
l56,23.952891;-6.807088;1.860771,,,
l57,34.311787;13.525729;2.006494,,,
l58,23.552435;13.624032;2.071587,,,
l59,14.987623;-7.328562;1.961401,,,
l60,27.914876;-6.679167;2.150743,,,
l61,27.517451;12.888983;2.317685,,,
l62,25.795272;13.060226;2.204211,,,
l63,16.555399;13.245921;2.072163,,,
l64,18.025079;13.538954;2.205239,,,
l65,25.383500;13.572455;2.193192,,,
l66,16.917681;13.890801;2.138022,,,
l67,13.884045;15.655847;2.028741,,,
l68,14.129236;16.578407;2.109101,,,
l69,14.118286;-7.833304;2.248816,,,
l70,18.551970;-6.451487;2.324989,,,
l71,31.201162;-5.958116;2.387169,,,
l72,44.535392;13.455949;2.530876,,,
l73,19.928838;13.339623;2.349614,,,
l74,21.000257;13.430929;2.443541,,,
l75,14.389814;-8.733546;2.339218,,,
l76,25.160429;-7.303690;2.531384,,,
l77,26.065633;-7.172620;2.614157,,,
l78,33.798138;-5.429896;2.576926,,,
l79,26.113213;-5.412397;2.588090,,,
l80,32.850330;13.000915;2.696059,,,
l81,34.233940;12.891274;2.791767,,,
l82,22.900551;13.418386;2.603951,,,
l83,23.874168;13.370602;2.685491,,,
l84,16.508704;13.987058;2.589803,,,
l85,14.527320;15.062292;2.495487,,,
l86,14.308444;16.050158;2.559500,,,
l87,27.618150;-6.856797;2.755461,,,
l88,17.230837;-6.761438;2.595897,,,
l89,25.990045;12.887872;2.849475,,,
l90,25.110705;12.979136;2.775818,,,
l91,19.098006;-6.673178;2.842070,,,
l92,23.341169;-6.429796;2.874814,,,
l93,23.712706;-5.371330;2.893266,,,
l94,27.663137;12.864542;2.997442,,,
l95,28.836979;12.829068;3.101442,,,
l96,21.157422;13.120293;2.990760,,,
l97,15.731100;13.827509;2.970371,,,
l98,13.883701;15.227437;2.911921,,,
l99,14.485109;-7.780615;3.025846,,,
l100,17.196367;-7.480549;3.042577,,,
l101,20.400614;-6.903316;3.026883,,,
l102,20.963370;-6.671975;3.094361,,,
l103,20.748914;-6.003652;3.041702,,,
l104,23.290669;-5.381782;3.373440,,,
l105,32.310306;12.996438;3.422832,,,
l106,44.701611;13.234306;3.557065,,,
l107,14.762783;-8.172568;3.484582,,,
l108,34.474966;12.873217;3.617144,,,
l109,15.822849;-7.422424;3.618416,,,
l110,18.217522;-7.329248;3.630019,,,
l111,18.788205;-6.866697;3.702296,,,
l112,26.491723;-5.496354;3.821140,,,
l113,22.158865;-5.517122;3.729268,,,
l114,28.336149;12.892147;3.745862,,,
l115,29.733643;12.933236;3.901892,,,
l116,14.736396;13.513565;3.730446,,,
l117,20.573745;-6.052345;3.978081,,,
l118,24.914786;12.924311;3.998327,,,
l119,15.719411;13.322514;3.847502,,,
l120,15.042582;-9.638040;4.086907,,,
l121,16.755145;-6.238831;4.119992,,,
l122,18.198522;-6.311917;4.002557,,,
l123,26.892422;12.598324;4.231985,,,
l124,26.114615;12.861697;4.147614,,,
l125,32.501683;13.286317;4.225589,,,
l126,13.833993;-10.057026;4.296927,,,
l127,16.988581;-7.147624;4.241732,,,
l128,15.788962;-6.262564;4.302582,,,
l129,22.480419;-6.202986;4.328285,,,
l130,28.528573;12.123897;4.418406,,,
l131,27.910473;12.323575;4.348516,,,
l132,45.215284;12.702594;4.615332,,,
l133,18.867415;12.941816;4.279173,,,
l134,22.958114;12.944389;4.341474,,,
l135,14.886619;14.283403;4.314601,,,
l136,14.479658;-10.099769;4.438590,,,
l137,16.401167;-7.039440;4.517548,,,
l138,20.610969;-5.631117;4.449135,,,
l139,24.482841;12.570418;4.535220,,,
l140,20.321694;12.922230;4.506055,,,
l141,17.713679;13.006912;4.606597,,,
l142,24.093700;13.103055;4.518359,,,
l143,24.442986;-6.085054;4.678811,,,
l144,19.951384;-5.514664;4.782230,,,
l145,26.684755;11.602641;4.797243,,,
l146,19.122949;12.499057;4.792155,,,
l147,38.977934;12.969536;4.944134,,,
l148,22.298110;12.861527;4.818680,,,
l149,14.187276;-10.684729;4.872567,,,
l150,14.980583;-9.372318;4.861728,,,
l151,13.449151;-9.169085;4.855207,,,
l152,14.227675;-7.838334;4.858935,,,
l153,14.576034;-6.385674;4.771823,,,
l154,41.776420;-5.578348;5.031516,,,
l155,28.063616;11.557149;5.003977,,,
l156,20.899536;11.703664;5.028053,,,
l157,16.341932;13.013599;4.854608,,,
l158,14.595584;-8.661392;5.072336,,,
l159,15.137408;-6.858116;4.981884,,,
l160,15.375182;-6.104694;4.965265,,,
l161,21.560274;-5.249668;5.130918,,,
l162,31.976927;-5.152630;5.303346,,,
l163,22.295008;11.169153;5.236089,,,
l164,25.190851;11.287530;5.171511,,,
l165,25.939283;11.277712;5.299234,,,
l166,29.644447;11.442436;5.239326,,,
l167,19.102453;11.553173;5.195687,,,
l168,43.695190;11.813473;5.447048,,,
l169,16.586885;11.754869;5.198106,,,
l170,15.777543;12.348456;5.119889,,,
l171,15.510274;12.892396;5.151840,,,
l172,14.081736;-9.948200;5.140540,,,
l173,20.345972;-5.290862;5.343547,,,
l174,28.187651;-4.954552;5.326863,,,
l175,45.264100;10.824820;5.599791,,,
l176,17.537974;11.355857;5.344417,,,
l177,14.355202;-9.242114;5.504239,,,
l178,14.931173;-7.483797;5.400127,,,
l179,14.615877;-6.215259;5.527529,,,
l180,28.899435;-5.914902;5.486119,,,
l181,25.790868;-5.511375;5.500485,,,
l182,39.304342;-4.863913;5.607701,,,
l183,25.932940;-4.788589;5.504075,,,
l184,29.350176;-4.735758;5.535522,,,
l185,46.384075;10.410893;5.719212,,,
l186,21.736172;10.548228;5.626447,,,
l187,24.178754;11.406614;5.614081,,,
l188,15.726027;11.853972;5.494086,,,
l189,38.360796;12.288779;5.741845,,,
l190,14.703868;12.826171;5.438567,,,
l191,13.377237;-9.543587;5.687457,,,
l192,16.748689;-5.564308;5.726672,,,
l193,17.985452;-5.444907;5.652421,,,
l194,27.631879;-4.543013;5.847441,,,
l195,17.091945;10.999203;5.674397,,,
l196,15.372709;11.319781;5.778527,,,
l197,25.333538;11.395315;5.833722,,,
l198,40.288302;12.044849;5.993775,,,
l199,39.181053;12.191300;5.849068,,,
l200,15.532979;-9.455762;5.867379,,,
l201,31.562919;-4.278763;5.934395,,,
l202,32.222742;-4.001223;6.051308,,,
l203,26.937256;9.791318;6.020525,,,
l204,21.081969;10.084359;5.982665,,,
l205,18.140212;10.558292;5.861608,,,
l206,30.464981;11.371351;6.092776,,,
l207,35.534294;11.598894;6.162949,,,
l208,15.324434;12.276183;5.940487,,,
l209,29.340062;-4.150322;6.190950,,,
l210,24.071603;-4.071674;6.218045,,,
l211,33.474893;-3.586451;6.276740,,,
l212,27.932745;9.279047;6.182694,,,
l213,25.215098;9.563736;6.281704,,,
l214,32.146567;10.140599;6.315926,,,
l215,27.127908;11.171394;6.161832,,,
l216,31.537431;11.273593;6.275268,,,
l217,14.768492;13.255390;5.999522,,,
l218,16.087062;15.322568;6.186980,,,
l219,27.564615;-3.747464;6.448160,,,
l220,28.924792;8.852447;6.353797,,,
l221,26.324218;8.905569;6.473233,,,
l222,45.587751;9.297396;6.628768,,,
l223,33.031237;9.764567;6.453665,,,
l224,16.543065;10.002030;6.319210,,,
l225,15.478327;11.841734;6.364820,,,
l226,23.387289;-4.737129;6.629883,,,
l227,22.689512;-4.531014;6.428785,,,
l228,28.248227;-2.878716;6.586240,,,
l229,46.720974;8.716250;6.770357,,,
l230,27.132938;8.550426;6.626472,,,
l231,19.259592;9.813557;6.549687,,,
l232,15.196753;10.142544;6.415074,,,
l233,26.154698;10.470588;6.561885,,,
l234,21.966063;-4.967811;6.785553,,,
l235,24.190214;-4.059494;6.819661,,,
l236,26.603024;-3.242961;6.832317,,,
l237,32.364747;-2.741687;6.794301,,,
l238,29.269353;-2.321456;6.813393,,,
l239,47.906218;8.247519;6.923771,,,
l240,25.556442;8.247575;6.875862,,,
l241,28.415439;8.219561;6.889779,,,
l242,31.222203;8.471654;6.794622,,,
l243,24.974076;8.602172;6.763261,,,
l244,41.516505;9.555579;7.021937,,,
l245,20.188611;9.795811;6.799711,,,
l246,18.191566;10.051774;6.794958,,,
l247,24.078169;10.147513;6.689692,,,
l248,15.908906;10.237983;6.643090,,,
l249,20.363542;-4.971018;6.814372,,,
l250,22.909445;-3.816265;7.005617,,,
l251,43.676323;-2.940806;7.184637,,,
l252,26.989431;-2.678631;6.917300,,,
l253,19.742323;-4.881522;7.103915,,,
l254,21.306458;-4.853748;7.106350,,,
l255,22.905508;-4.876688;7.058113,,,
l256,23.672744;-3.400034;7.216915,,,
l257,25.352992;-3.311015;7.113723,,,
l258,44.298846;-2.485055;7.283881,,,
l259,26.695174;7.880747;7.126381,,,
l260,29.937219;8.030678;7.218918,,,
l261,20.515550;8.069283;7.209854,,,
l262,22.122891;8.067545;7.136823,,,
l263,44.125050;8.355689;7.400169,,,
l264,18.539260;8.452369;7.158662,,,
l265,38.395417;9.172485;7.394669,,,
l266,20.460145;-4.635147;7.330938,,,
l267,22.269196;-3.585418;7.343912,,,
l268,26.220914;-2.310230;7.328934,,,
l269,28.573220;-1.788092;7.306327,,,
l270,46.221600;-1.490841;7.595972,,,
l271,35.841597;-1.321945;7.509181,,,
l272,45.456068;7.429749;7.587977,,,
l273,19.600564;7.770773;7.408316,,,
l274,39.224481;8.909025;7.534263,,,
l275,24.541663;-3.069435;7.465967,,,
l276,24.920165;-2.270269;7.557810,,,
l277,47.070760;-0.793429;7.735047,,,
l278,46.592579;6.949512;7.759625,,,
l279,22.065842;7.182068;7.588897,,,
l280,40.113849;8.641479;7.685569,,,
l281,23.886124;-2.855420;7.837903,,,
l282,27.904142;-1.397308;7.783797,,,
l283,30.553622;1.640802;7.821492,,,
l284,48.899235;1.912130;8.048840,,,
l285,48.677060;5.325288;8.062219,,,
l286,27.090349;7.957009;7.888536,,,
l287,26.294725;-1.579636;7.959973,,,
l288,34.580792;-0.892540;8.034654,,,
l289,31.353445;0.411889;8.011343,,,
l290,28.501715;1.325933;7.959204,,,
l291,26.460245;1.411460;8.018400,,,
l292,24.159296;1.656430;7.908822,,,
l293,24.223178;2.892319;7.970884,,,
l294,31.184850;4.185219;8.049383,,,
l295,30.587105;5.286798;7.943206,,,
l296,23.956056;5.559027;8.040666,,,
l297,28.148688;6.958946;8.100247,,,
l298,27.375096;7.420440;7.923990,,,
l299,30.692259;7.456424;8.085263,,,
l300,33.695678;7.743815;8.050945,,,
l301,24.995677;7.834439;7.938438,,,
l302,37.515454;7.912918;8.050136,,,
l303,23.175345;-2.642645;8.166509,,,
l304,27.079075;-1.055932;8.191392,,,
l305,29.343855;-0.932877;8.181541,,,
l306,32.002188;-1.010860;8.175317,,,
l307,32.050832;-0.070970;8.187162,,,
l308,29.284845;0.297788;8.165968,,,
l309,35.920111;1.084004;8.353667,,,
l310,22.920949;1.374542;8.056300,,,
l311,22.947327;2.151556;8.088881,,,
l312,29.431694;3.903979;8.288704,,,
l313,24.370374;5.012281;8.133854,,,
l314,26.475146;5.065224;8.165703,,,
l315,22.406731;5.129580;8.074048,,,
l316,22.295289;6.708647;8.179840,,,
l317,31.756438;6.921209;8.319075,,,
l318,34.983275;7.017495;8.307282,,,
l319,38.598992;7.133123;8.240236,,,
l320,25.774316;7.646205;8.147253,,,
l321,28.003173;-0.737692;8.468949,,,
l322,46.239841;-0.137096;8.638766,,,
l323,23.526962;-0.235563;8.248809,,,
l324,27.811237;0.200675;8.411777,,,
l325,36.175416;0.383593;8.407418,,,
l326,40.655779;0.894340;8.522092,,,
l327,40.244691;1.786089;8.444882,,,
l328,23.610350;3.828330;8.398683,,,
l329,27.398593;4.020694;8.386590,,,
l330,25.143194;4.515811;8.350110,,,
