key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b115,,,,0.014760;-0.126117;0.028291;-0.000100;0.000657;0.001294
b116,,,,0.014549;-0.126627;0.028021;-0.000074;0.000668;0.001309
b117,,,,0.014395;-0.127022;0.027823;-0.000059;0.000682;0.001320
b118,,,,0.014364;-0.127145;0.027764;-0.000055;0.000688;0.001324
b119,,,,0.014350;-0.127345;0.027677;-0.000050;0.000701;0.001330
b120,,,,0.014421;-0.127582;0.027588;-0.000048;0.000721;0.001338
b121,,,,0.014581;-0.127756;0.027539;-0.000050;0.000740;0.001344
b122,,,,0.014734;-0.127854;0.027519;-0.000053;0.000752;0.001348
b123,,,,0.014988;-0.127960;0.027510;-0.000060;0.000767;0.001353
b124,,,,0.015193;-0.128015;0.027514;-0.000066;0.000775;0.001356
b125,,,,0.015403;-0.128055;0.027526;-0.000072;0.000781;0.001358
b126,,,,0.015738;-0.128092;0.027559;-0.000083;0.000785;0.001360
b127,,,,0.016084;-0.128110;0.027607;-0.000094;0.000784;0.001362
b128,,,,0.016464;-0.128110;0.027676;-0.000105;0.000778;0.001364
b129,,,,0.016829;-0.128092;0.027757;-0.000116;0.000766;0.001364
b130,,,,0.017214;-0.128056;0.027859;-0.000128;0.000747;0.001365
b131,,,,0.017589;-0.128010;0.027977;-0.000139;0.000723;0.001365
b132,,,,0.017949;-0.127960;0.028107;-0.000149;0.000693;0.001365
b133,,,,0.018307;-0.127908;0.028261;-0.000158;0.000656;0.001364
b134,,,,0.018615;-0.127861;0.028423;-0.000166;0.000617;0.001364
b135,,,,0.018901;-0.127818;0.028607;-0.000172;0.000571;0.001364
b136,,,,0.019058;-0.127794;0.028728;-0.000176;0.000540;0.001364
b137,,,,0.019210;-0.127768;0.028865;-0.000180;0.000505;0.001364
b138,,,,0.019388;-0.127734;0.029065;-0.000185;0.000453;0.001363
b139,,,,0.019522;-0.127700;0.029286;-0.000190;0.000396;0.001363
b140,,,,0.019627;-0.127665;0.029581;-0.000195;0.000321;0.001362
b141,,,,0.019692;-0.127645;0.029799;-0.000198;0.000266;0.001361
b142,,,,0.019764;-0.127629;0.030029;-0.000201;0.000207;0.001360
b143,,,,0.019836;-0.127621;0.030250;-0.000203;0.000150;0.001360
b144,,,,0.019907;-0.127619;0.030462;-0.000206;0.000094;0.001359
b145,,,,0.019986;-0.127623;0.030681;-0.000209;0.000034;0.001358
b146,,,,0.020063;-0.127632;0.030884;-0.000212;-0.000023;0.001357
b147,,,,0.020138;-0.127645;0.031091;-0.000216;-0.000084;0.001356
b148,,,,0.020218;-0.127661;0.031341;-0.000222;-0.000161;0.001355
b149,,,,0.020281;-0.127658;0.031523;-0.000228;-0.000222;0.001353
b150,,,,0.020340;-0.127645;0.031681;-0.000233;-0.000280;0.001351
b151,,,,0.020392;-0.127620;0.031825;-0.000237;-0.000340;0.001349
b152,,,,0.020428;-0.127584;0.031951;-0.000242;-0.000399;0.001347
b153,,,,0.020458;-0.127522;0.032087;-0.000245;-0.000478;0.001344
b154,,,,0.020478;-0.127483;0.032164;-0.000247;-0.000536;0.001342
b155,,,,0.020489;-0.127443;0.032230;-0.000248;-0.000613;0.001339
b156,,,,0.020494;-0.127426;0.032247;-0.000248;-0.000667;0.001337
b157,,,,0.020494;-0.127421;0.032238;-0.000247;-0.000721;0.001335
b158,,,,0.020471;-0.127424;0.032198;-0.000247;-0.000773;0.001334
b159,,,,0.020412;-0.127429;0.032126;-0.000247;-0.000822;0.001332
b160,,,,0.020354;-0.127434;0.032061;-0.000246;-0.000852;0.001331
b161,,,,0.020255;-0.127445;0.031940;-0.000246;-0.000893;0.001330
b162,,,,0.020138;-0.127460;0.031789;-0.000246;-0.000928;0.001329
b163,,,,0.020017;-0.127477;0.031624;-0.000246;-0.000956;0.001328
b164,,,,0.019834;-0.127517;0.031305;-0.000248;-0.000991;0.001327
b165,,,,0.019776;-0.127539;0.031101;-0.000249;-0.001005;0.001326
b166,,,,0.019763;-0.127554;0.030894;-0.000251;-0.001014;0.001325
b167,,,,0.019777;-0.127562;0.030686;-0.000253;-0.001021;0.001324
b168,,,,0.019804;-0.127567;0.030475;-0.000255;-0.001024;0.001324
b169,,,,0.019846;-0.127569;0.030281;-0.000258;-0.001024;0.001323
b170,,,,0.019913;-0.127573;0.030091;-0.000261;-0.001022;0.001322
b171,,,,0.020000;-0.127575;0.029917;-0.000265;-0.001018;0.001322
b172,,,,0.020103;-0.127572;0.029763;-0.000268;-0.001012;0.001322
b173,,,,0.020221;-0.127558;0.029629;-0.000271;-0.001005;0.001321
b174,,,,0.020336;-0.127542;0.029529;-0.000274;-0.000997;0.001321
b175,,,,0.020458;-0.127525;0.029458;-0.000275;-0.000989;0.001321
b176,,,,0.020582;-0.127509;0.029419;-0.000276;-0.000981;0.001321
b177,,,,0.020694;-0.127498;0.029400;-0.000277;-0.000975;0.001320
b178,,,,0.020726;-0.127496;0.029397;-0.000277;-0.000974;0.001320
b179,,,,0.020893;-0.127481;0.029379;-0.000277;-0.000969;0.001320
l0,16.067077;-10.673416;-0.098541,,,
l1,21.435797;-7.572623;-0.116547,,,
l2,22.193541;-7.573082;-0.120197,,,
l3,24.427180;-7.608862;-0.131044,,,
l4,25.119270;-7.526522;-0.134168,,,
l5,28.237508;-7.388963;-0.148836,,,
l6,0.566797;5.516968;0.040985,,,
l7,19.059597;13.241085;-0.052429,,,
l8,25.261460;13.935097;-0.080538,,,
l9,32.552089;13.981685;-0.115528,,,
l10,24.308319;14.156917;-0.075387,,,
l11,26.852016;14.058194;-0.087886,,,
l12,30.753544;14.324525;-0.106000,,,
l13,15.813056;-7.122328;0.282353,,,
l14,20.809106;-7.089119;0.359208,,,
l15,22.627477;-7.035599;0.387848,,,
l16,23.573806;-6.982618;0.402796,,,
l17,24.418834;-6.947232;0.416269,,,
l18,17.933867;13.000763;0.427846,,,
l19,16.544745;13.315204;0.415647,,,
l20,22.561954;13.842090;0.501603,,,
l21,15.323973;14.566002;0.423047,,,
l22,14.859557;15.047204;0.426800,,,
l23,14.999984;-8.240945;0.645221,,,
l24,29.535213;-7.302528;0.500506,,,
l25,30.834378;-7.000905;0.521017,,,
l26,33.720606;-6.212860;0.567228,,,
l27,24.512750;13.913679;0.529716,,,
l28,26.097314;13.931879;0.552520,,,
l29,28.041750;13.903786;0.580433,,,
l30,31.380411;13.987113;0.631146,,,
l31,33.256607;13.957834;0.659298,,,
l32,19.448793;-7.399456;0.785838,,,
l33,18.598620;-6.746666;0.746743,,,
l34,19.761053;-6.783501;0.789296,,,
l35,37.204552;13.609024;0.716717,,,
l36,34.547762;13.945805;0.678966,,,
l37,14.127775;14.894286;0.857995,,,
l38,13.868827;-9.278242;0.988431,,,
l39,14.404458;-7.799480;0.967978,,,
l40,19.897344;13.066230;0.966202,,,
l41,45.361914;13.750285;0.847536,,,
l42,23.167254;13.908991;1.092739,,,
l43,28.552982;-6.888547;1.116154,,,
l44,29.414725;-6.758290;1.147578,,,
l45,30.876150;-6.564842;1.201401,,,
l46,20.574809;-6.631009;1.281781,,,
l47,31.774440;-6.302723;1.233769,,,
l48,31.008349;-5.881261;1.202145,,,
l49,28.497291;13.835655;1.269546,,,
l50,26.116374;13.892456;1.189858,,,
l51,14.263161;-8.447998;1.336873,,,
l52,16.758504;-6.933544;1.462126,,,
l53,23.705641;-6.740627;1.464471,,,
l54,20.902760;13.122801;1.531378,,,
l55,16.687581;13.890119;1.360937,,,
l56,24.353418;-6.712379;1.501712,,,
l57,34.713372;13.620411;1.483601,,,
l58,23.956198;13.718836;1.709424,,,
l59,15.390653;-7.233730;1.736533,,,
l60,28.319293;-6.584364;1.732389,,,
l61,27.924447;12.983862;1.896570,,,
l62,26.200766;13.155070;1.808768,,,
l63,16.959953;13.340786;1.814727,,,
l64,18.431456;13.633865;1.925696,,,
l65,25.788876;13.667297;1.803676,,,
l66,17.323178;13.985693;1.874879,,,
l67,14.288251;15.750717;1.810159,,,
l68,14.534619;16.673309;1.886437,,,
l69,14.525706;-7.738337;2.037130,,,
l70,18.960037;-6.356524;2.046428,,,
l71,31.608746;-5.863237;1.919360,,,
l72,44.943674;13.550773;1.855181,,,
l73,20.337159;13.434582;2.041695,,,
l74,21.409864;13.525921;2.119560,,,
l75,14.798553;-8.638541;2.123864,,,
l76,25.570840;-7.208693;2.154425,,,
l77,26.477180;-7.077595;2.223604,,,
l78,34.208271;-5.334955;2.070055,,,
l79,26.524369;-5.317384;2.196048,,,
l80,32.673808;14.139661;3.781710,,,
l81,34.647273;12.986304;2.270231,,,
l82,23.312342;13.513432;2.251561,,,
l83,24.287069;13.465676;2.318564,,,
l84,16.920999;14.082153;2.332678,,,
l85,14.938428;15.157363;2.267504,,,
l86,14.720535;16.145257;2.334343,,,
l87,28.031636;-6.761723;2.341552,,,
l88,17.643099;-6.666344;2.337185,,,
l89,26.405160;12.983000;2.451126,,,
l90,25.524816;13.074239;2.390577,,,
l91,19.513739;-6.577991;2.555389,,,
l92,23.756917;-6.334632;2.524614,,,
l93,24.128692;-5.276161;2.537043,,,
l94,28.080274;12.959722;2.574085,,,
l95,29.255540;12.924283;2.660548,,,
l96,21.575188;13.215526;2.664507,,,
l97,16.149168;13.922780;2.724895,,,
l98,14.301104;15.322698;2.693437,,,
l99,14.904100;-7.685307;2.808569,,,
l100,17.615305;-7.385256;2.784650,,,
l101,20.818961;-6.808058;2.720819,,,
l102,21.382664;-6.576692;2.779777,,,
l103,21.167445;-5.908392;2.730033,,,
l104,23.713875;-5.286396;3.023475,,,
l105,32.733284;13.091765;2.929925,,,
l106,45.125209;13.329585;2.878869,,,
l107,15.188597;-8.077059;3.263278,,,
l108,34.900604;12.968612;3.091922,,,
l109,16.250546;-7.326864;3.380923,,,
l110,18.645126;-7.233704;3.356699,,,
l111,19.216826;-6.771126;3.420235,,,
l112,26.921262;-5.400797;3.423341,,,
l113,22.587515;-5.421569;3.396236,,,
l114,28.764395;12.987652;3.312352,,,
l115,30.164064;13.028798;3.447462,,,
l116,15.165933;13.609182;3.499888,,,
l117,21.006289;-5.956667;3.668946,,,
l118,25.347188;13.019958;3.615901,,,
l119,16.150586;13.418174;3.602326,,,
l120,15.477363;-9.542266;3.862004,,,
l121,17.190235;-6.143057;3.867986,,,
l122,18.631696;-6.216208;3.729028,,,
l123,27.328093;12.694057;3.820125,,,
l124,26.549112;12.957399;3.747270,,,
l125,32.936634;13.381999;3.729603,,,
l126,14.272047;-9.961148;4.090248,,,
l127,17.425464;-7.051798;3.986628,,,
l128,16.226889;-6.166701;4.065004,,,
l129,22.917983;-6.107170;3.990685,,,
l130,28.966846;12.219700;3.982286,,,
l131,28.347770;12.419351;3.921552,,,
l132,45.654639;12.798338;3.929577,,,
l133,19.304687;13.037640;3.987076,,,
l134,23.395862;13.040205;3.988240,,,
l135,15.324869;14.379278;4.081391,,,
l136,14.919757;-10.003834;4.222265,,,
l137,16.842236;-6.943486;4.271143,,,
l138,21.050549;-5.535231;4.139205,,,
l139,24.923314;12.666307;4.159345,,,
l140,20.762196;13.018142;4.192209,,,
l141,18.155974;13.102892;4.331675,,,
l142,24.533964;13.198940;4.148066,,,
l143,24.885570;-5.989099;4.311793,,,
l144,20.396014;-5.418624;4.482067,,,
l145,27.128894;11.698627;4.388865,,,
l146,19.567858;12.595107;4.496379,,,
l147,39.422899;13.065480;4.351432,,,
l148,22.743062;12.957560;4.475293,,,
l149,14.633891;-10.588599;4.660822,,,
l150,15.426951;-9.276200;4.637548,,,
l151,13.895591;-9.072956;4.653821,,,
l152,14.674088;-7.742210;4.645326,,,
l153,15.021109;-6.289592;4.552373,,,
l154,42.222340;-5.482387;4.405213,,,
l155,28.510692;11.653214;4.574991,,,
l156,21.347771;11.799802;4.706055,,,
l157,16.788087;13.109700;4.600154,,,
l158,15.045142;-8.565177;4.853570,,,
l159,15.585558;-6.761945;4.754231,,,
l160,15.823059;-6.008533;4.733727,,,
l161,22.009936;-5.153488;4.806556,,,
l162,32.428003;-5.056464;4.823262,,,
l163,22.746195;11.265371;4.893451,,,
l164,25.640750;11.383696;4.785555,,,
l165,26.391007;11.373928;4.902084,,,
l166,30.094862;11.538593;4.786742,,,
l167,19.553393;11.649402;4.900591,,,
l168,44.147139;11.909599;4.784311,,,
l169,17.038143;11.851122;4.940512,,,
l170,16.227724;12.444680;4.874134,,,
l171,15.960963;12.988636;4.909834,,,
l172,14.532369;-9.851949;4.930016,,,
l173,20.798949;-5.194577;5.037326,,,
l174,28.639502;-4.858342;4.903313,,,
l175,45.718153;10.921001;4.914030,,,
l176,17.991312;11.452165;5.072772,,,
l177,14.811240;-9.145705;5.289275,,,
l178,15.385596;-7.387440;5.175787,,,
l179,15.072240;-6.118843;5.307323,,,
l180,29.353585;-5.818628;5.052340,,,
l181,26.245580;-5.415068;5.112978,,,
l182,39.759148;-4.767675;5.017958,,,
l183,26.387693;-4.692281;5.114123,,,
l184,29.805017;-4.639465;5.094479,,,
l185,46.839793;10.507117;5.016886,,,
l186,22.193253;10.644625;5.292392,,,
l187,24.635380;11.502985;5.243146,,,
l188,16.181803;11.950363;5.249278,,,
l189,38.817746;12.385083;5.158577,,,
l190,15.158931;12.922545;5.208609,,,
l191,13.836121;-9.447088;5.487220,,,
l192,17.207790;-5.467822;5.474284,,,
l193,18.443306;-5.348465;5.381507,,,
l194,28.091572;-4.446568;5.431955,,,
l195,17.550262;11.095662;5.409537,,,
l196,15.832775;11.416301;5.539204,,,
l197,25.793316;11.491773;5.445511,,,
l198,40.748803;12.141248;5.381783,,,
l199,39.639515;12.287644;5.253574,,,
l200,15.994311;-9.359202;5.634869,,,
l201,32.023474;-4.182313;5.460039,,,
l202,32.684970;-3.904727;5.566956,,,
l203,27.399644;9.887845;5.609041,,,
l204,21.544444;10.180920;5.658552,,,
l205,18.601209;10.654824;5.581258,,,
l206,30.928056;11.467879;5.627866,,,
l207,35.997852;11.695409;5.622178,,,
l208,15.786928;12.372774;5.701444,,,
l209,29.804699;-4.053739;5.749725,,,
l210,24.537233;-3.975033;5.855511,,,
l211,33.940355;-3.489866;5.773467,,,
l212,28.397442;9.375637;5.756543,,,
l213,25.681581;9.660393;5.896026,,,
l214,32.612786;10.237211;5.826409,,,
l215,27.592389;11.267982;5.746870,,,
l216,32.003114;11.370193;5.794356,,,
l217,15.231932;13.352013;5.768345,,,
l218,16.553160;15.419262;5.935162,,,
l219,28.033296;-3.650751;6.033258,,,
l220,29.391936;8.949105;5.912992,,,
l221,26.793437;9.002302;6.071252,,,
l222,46.057143;9.394030;5.938734,,,
l223,33.499416;9.861233;5.951079,,,
l224,17.011077;10.098780;6.062923,,,
l225,15.947144;11.938512;6.123622,,,
l226,23.859150;-4.640300;6.277824,,,
l227,23.158445;-4.434268;6.087084,,,
l228,28.718894;-2.781949;6.160723,,,
l229,47.192356;8.812937;6.063630,,,
l230,27.604356;8.647221;6.212546,,,
l231,19.730744;9.910385;6.252864,,,
l232,15.666348;10.239347;6.178832,,,
l233,26.625265;10.567362;6.161733,,,
l234,22.440408;-4.870900;6.454817,,,
l235,24.664820;-3.962588;6.455282,,,
l236,27.077553;-3.146070;6.431519,,,
l237,32.838065;-2.644864;6.307185,,,
l238,29.743302;-2.224596;6.372345,,,
l239,48.379756;8.344263;6.199523,,,
l240,26.031763;8.344493;6.485601,,,
l241,28.890649;8.316460;6.456805,,,
l242,31.695677;8.568487;6.319605,,,
l243,25.447781;8.699046;6.381558,,,
l244,41.992230;9.652423;6.392582,,,
l245,20.663396;9.892742;6.488985,,,
l246,18.666503;10.148720;6.513961,,,
l247,24.550876;10.244362;6.320699,,,
l248,16.381830;10.334882;6.396138,,,
l249,20.838497;-4.874080;6.507581,,,
l250,23.386977;-3.719265;6.660249,,,
l251,44.154214;-2.843907;6.528532,,,
l252,27.465189;-2.581706;6.510468,,,
l253,20.221673;-4.784451;6.806335,,,
l254,21.785670;-4.756690;6.785384,,,
l255,23.383821;-4.779664;6.713268,,,
l256,24.153347;-3.302947;6.859932,,,
l257,25.831864;-3.213988;6.731603,,,
l258,44.778146;-2.388117;6.618261,,,
l259,27.174108;7.977767;6.719238,,,
l260,30.417176;8.127710;6.763251,,,
l261,20.996424;8.166394;6.894963,,,
l262,22.602493;8.164609;6.797921,,,
l263,44.606130;8.452678;6.732324,,,
l264,19.019590;8.549474;6.873139,,,
l265,38.877056;9.269521;6.812082,,,
l266,20.942808;-4.537981;7.022497,,,
l267,22.751851;-3.488263;7.007970,,,
l268,26.702909;-2.213116;6.933376,,,
l269,29.054615;-1.691009;6.875389,,,
l270,46.705351;-1.393782;6.901144,,,
l271,36.325214;-1.224834;6.969399,,,
l272,45.939806;7.526810;6.900632,,,
l273,20.084506;7.867980;7.107208,,,
l274,39.708118;9.006117;6.939388,,,
l275,25.025890;-2.972245;7.095824,,,
l276,25.405726;-2.173042;7.181647,,,
l277,47.556501;-0.696316;7.027204,,,
l278,47.078754;7.046639;7.055490,,,
l279,22.552205;7.279333;7.251190,,,
l280,40.599644;8.738629;7.077506,,,
l281,24.375984;-2.758060;7.477421,,,
l282,28.392749;-1.300007;7.362631,,,
l283,31.042503;1.738097;7.359381,,,
l284,49.389467;2.009366;7.312438,,,
l285,49.167523;5.422531;7.327622,,,
l286,27.580631;8.054363;7.475368,,,
l287,26.786143;-1.482243;7.562917,,,
l288,35.072401;-0.795186;7.513463,,,
l289,31.845070;0.509262;7.537804,,,
l290,28.992880;1.423306;7.527880,,,
l291,26.952523;1.508877;7.617537,,,
l292,24.650195;1.753819;7.542247,,,
l293,24.714999;2.989735;7.602800,,,
l294,31.677071;4.282609;7.576685,,,
l295,31.077806;5.384146;7.478964,,,
l296,24.448956;5.656476;7.675382,,,
l297,28.642013;7.056385;7.671684,,,
l298,27.865873;7.517808;7.506801,,,
l299,31.185076;7.553834;7.618471,,,
l300,34.187650;7.841183;7.539148,,,
l301,25.486936;7.931834;7.556620,,,
l302,38.006984;8.010253;7.481184,,,
l303,23.670196;-2.545132;7.816517,,,
l304,27.573864;-0.958443;7.782358,,,
l306,32.496187;-0.913420;7.692697,,,
l307,32.545003;0.026474;7.703397,,,
l308,29.779010;0.395247;7.723374,,,
l309,36.416344;1.181488;7.811551,,,
l310,23.414189;1.472008;7.708339,,,
l311,23.441052;2.249035;7.740177,,,
l312,29.927683;4.001490;7.842303,,,
l313,24.864619;5.109768;7.762611,,,
l314,26.969631;5.162707;7.762981,,,
l315,22.900302;5.227057;7.732104,,,
l316,22.790455;6.806172;7.838848,,,
l317,32.252630;7.018714;7.836592,,,
l318,35.478931;7.114967;7.776537,,,
l319,39.093241;7.230533;7.655417,,,
l320,26.268609;7.743685;7.753860,,,
l321,28.502007;-0.640087;8.045934,,,
l322,46.739178;-0.039575;7.942948,,,
l323,24.023007;-0.138017;7.892485,,,
