key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b35,,,,0.000780;-0.031555;0.010830;-0.000116;0.000310;-0.000718
b36,,,,0.000866;-0.032339;0.010777;-0.000128;0.000298;-0.000723
b37,,,,0.000945;-0.033141;0.010724;-0.000139;0.000284;-0.000728
b38,,,,0.001009;-0.033964;0.010674;-0.000150;0.000268;-0.000733
b39,,,,0.001044;-0.034742;0.010633;-0.000160;0.000253;-0.000737
b40,,,,0.001054;-0.035560;0.010597;-0.000170;0.000236;-0.000741
b41,,,,0.001053;-0.036327;0.010572;-0.000179;0.000222;-0.000744
b42,,,,0.001059;-0.036877;0.010561;-0.000185;0.000211;-0.000746
b43,,,,0.001075;-0.037649;0.010554;-0.000192;0.000197;-0.000748
b44,,,,0.001103;-0.038467;0.010560;-0.000199;0.000183;-0.000750
b45,,,,0.001128;-0.038975;0.010570;-0.000203;0.000173;-0.000751
b46,,,,0.001191;-0.040033;0.010609;-0.000211;0.000154;-0.000753
b47,,,,0.001245;-0.040840;0.010655;-0.000216;0.000139;-0.000754
b48,,,,0.001303;-0.041594;0.010711;-0.000220;0.000124;-0.000755
b49,,,,0.001368;-0.042380;0.010785;-0.000223;0.000108;-0.000756
b50,,,,0.001432;-0.043134;0.010873;-0.000225;0.000092;-0.000756
b51,,,,0.001514;-0.044100;0.011012;-0.000224;0.000071;-0.000756
b52,,,,0.001587;-0.045080;0.011193;-0.000219;0.000048;-0.000757
b53,,,,0.001631;-0.045762;0.011350;-0.000213;0.000031;-0.000757
b54,,,,0.001661;-0.046450;0.011536;-0.000204;0.000014;-0.000757
b55,,,,0.001672;-0.047121;0.011748;-0.000191;-0.000002;-0.000757
b56,,,,0.001652;-0.047775;0.011985;-0.000175;-0.000017;-0.000756
b57,,,,0.001596;-0.048434;0.012248;-0.000154;-0.000030;-0.000756
b58,,,,0.001511;-0.049049;0.012513;-0.000130;-0.000040;-0.000756
b59,,,,0.001393;-0.049677;0.012797;-0.000101;-0.000048;-0.000755
b60,,,,0.001243;-0.050306;0.013091;-0.000069;-0.000051;-0.000754
b61,,,,0.000998;-0.051177;0.013495;-0.000017;-0.000049;-0.000753
b62,,,,0.000430;-0.053227;0.014335;0.000114;-0.000012;-0.000745
b63,,,,0.000400;-0.053351;0.014379;0.000122;-0.000009;-0.000745
b64,,,,0.000004;-0.055393;0.014980;0.000250;0.000059;-0.000734
b65,,,,-0.000236;-0.057667;0.015443;0.000372;0.000150;-0.000722
b66,,,,-0.000299;-0.060146;0.015799;0.000475;0.000256;-0.000709
b67,,,,-0.000207;-0.062740;0.016000;0.000548;0.000360;-0.000695
b68,,,,-0.000036;-0.065365;0.015976;0.000587;0.000455;-0.000680
b69,,,,0.000111;-0.067935;0.015786;0.000596;0.000535;-0.000664
b70,,,,0.000163;-0.070358;0.015278;0.000579;0.000605;-0.000647
b71,,,,0.000143;-0.072567;0.014489;0.000544;0.000677;-0.000629
b72,,,,0.000058;-0.074558;0.013578;0.000504;0.000754;-0.000610
b73,,,,-0.000093;-0.076368;0.012791;0.000470;0.000840;-0.000590
b74,,,,-0.000311;-0.078065;0.012196;0.000449;0.000940;-0.000569
b75,,,,-0.000595;-0.079722;0.011777;0.000447;0.001056;-0.000547
b76,,,,-0.000925;-0.081407;0.011541;0.000464;0.001189;-0.000524
b77,,,,-0.001269;-0.083198;0.011557;0.000499;0.001341;-0.000501
b78,,,,-0.001587;-0.085161;0.011768;0.000543;0.001511;-0.000476
b79,,,,-0.001832;-0.087336;0.012134;0.000587;0.001696;-0.000451
b80,,,,-0.001962;-0.089723;0.012500;0.000619;0.001891;-0.000425
b81,,,,-0.001935;-0.092266;0.012703;0.000629;0.002089;-0.000398
b82,,,,-0.001750;-0.094913;0.012663;0.000609;0.002285;-0.000369
b83,,,,-0.001407;-0.097576;0.012361;0.000558;0.002472;-0.000339
b84,,,,-0.000930;-0.100135;0.011929;0.000476;0.002640;-0.000307
b85,,,,-0.000337;-0.102516;0.011613;0.000370;0.002787;-0.000274
b86,,,,0.000364;-0.104674;0.011595;0.000243;0.002912;-0.000238
b87,,,,0.001167;-0.106579;0.012036;0.000102;0.003013;-0.000201
b88,,,,0.002071;-0.108224;0.012948;-0.000046;0.003090;-0.000161
b89,,,,0.003060;-0.109600;0.014174;-0.000196;0.003137;-0.000119
b90,,,,0.004103;-0.110741;0.015626;-0.000341;0.003150;-0.000075
b91,,,,0.005147;-0.111692;0.017205;-0.000481;0.003127;-0.000029
b92,,,,0.006165;-0.112509;0.018775;-0.000621;0.003068;0.000019
b93,,,,0.007090;-0.113225;0.020250;-0.000762;0.002976;0.000069
b94,,,,0.007854;-0.113852;0.021556;-0.000905;0.002859;0.000121
b95,,,,0.008436;-0.114358;0.022619;-0.001047;0.002725;0.000175
b96,,,,0.008810;-0.114732;0.023469;-0.001184;0.002587;0.000231
b97,,,,0.009003;-0.114936;0.024230;-0.001307;0.002452;0.000289
b98,,,,0.009129;-0.114923;0.025017;-0.001405;0.002325;0.000348
b99,,,,0.009297;-0.114692;0.025829;-0.001465;0.002204;0.000408
b100,,,,0.009583;-0.114250;0.026614;-0.001475;0.002084;0.000470
b101,,,,0.010075;-0.113727;0.027442;-0.001432;0.001941;0.000533
b102,,,,0.010709;-0.113237;0.028273;-0.001338;0.001758;0.000597
b103,,,,0.011274;-0.112832;0.029014;-0.001204;0.001525;0.000662
b104,,,,0.011480;-0.112572;0.029420;-0.001029;0.001259;0.000728
b105,,,,0.010914;-0.112581;0.029411;-0.000822;0.000997;0.000794
b106,,,,0.009298;-0.113034;0.029072;-0.000584;0.000779;0.000863
b107,,,,0.008225;-0.113697;0.028719;-0.000415;0.000674;0.000912
b108,,,,0.008083;-0.113807;0.028666;-0.000391;0.000662;0.000919
b109,,,,0.007477;-0.114318;0.028456;-0.000292;0.000614;0.000949
b110,,,,0.006751;-0.114985;0.028253;-0.000190;0.000576;0.000985
b111,,,,0.006628;-0.115109;0.028221;-0.000173;0.000571;0.000991
b112,,,,0.006115;-0.115642;0.028103;-0.000109;0.000558;0.001018
b113,,,,0.006001;-0.115761;0.028085;-0.000096;0.000557;0.001024
b114,,,,0.005605;-0.116148;0.028058;-0.000060;0.000558;0.001043
b115,,,,0.005115;-0.116582;0.028097;-0.000024;0.000570;0.001064
b116,,,,0.005019;-0.116682;0.028120;-0.000017;0.000574;0.001069
b117,,,,0.004760;-0.117057;0.028259;0.000004;0.000597;0.001087
b118,,,,0.004682;-0.117304;0.028394;0.000013;0.000616;0.001098
b119,,,,0.004671;-0.117384;0.028445;0.000015;0.000622;0.001101
b120,,,,0.004671;-0.117613;0.028608;0.000018;0.000641;0.001110
b121,,,,0.004709;-0.117810;0.028774;0.000016;0.000658;0.001117
b122,,,,0.004753;-0.117926;0.028887;0.000012;0.000668;0.001121
b123,,,,0.004842;-0.118077;0.029056;0.000003;0.000681;0.001125
b124,,,,0.004945;-0.118194;0.029222;-0.000008;0.000691;0.001127
b125,,,,0.005048;-0.118290;0.029398;-0.000022;0.000697;0.001127
b126,,,,0.005138;-0.118352;0.029564;-0.000038;0.000700;0.001126
b127,,,,0.005227;-0.118387;0.029737;-0.000055;0.000700;0.001123
b128,,,,0.005299;-0.118398;0.029901;-0.000074;0.000697;0.001119
b129,,,,0.005321;-0.118396;0.029954;-0.000080;0.000696;0.001117
b130,,,,0.005376;-0.118379;0.030106;-0.000098;0.000690;0.001111
b131,,,,0.005418;-0.118340;0.030259;-0.000117;0.000681;0.001104
b132,,,,0.005441;-0.118283;0.030402;-0.000134;0.000671;0.001096
b133,,,,0.005450;-0.118215;0.030533;-0.000149;0.000660;0.001088
b134,,,,0.005448;-0.118105;0.030709;-0.000167;0.000642;0.001075
b135,,,,0.005444;-0.118019;0.030834;-0.000179;0.000628;0.001064
b136,,,,0.005445;-0.117935;0.030954;-0.000189;0.000614;0.001054
b137,,,,0.005457;-0.117855;0.031080;-0.000198;0.000598;0.001043
b138,,,,0.005473;-0.117790;0.031199;-0.000206;0.000582;0.001032
b139,,,,0.005494;-0.117732;0.031323;-0.000214;0.000563;0.001020
b140,,,,0.005519;-0.117687;0.031443;-0.000220;0.000545;0.001009
b141,,,,0.005543;-0.117654;0.031559;-0.000227;0.000525;0.000998
b142,,,,0.005557;-0.117636;0.031641;-0.000231;0.000510;0.000990
b143,,,,0.005557;-0.117625;0.031754;-0.000236;0.000489;0.000979
b144,,,,0.005528;-0.117634;0.031872;-0.000242;0.000466;0.000967
b145,,,,0.005477;-0.117659;0.031985;-0.000248;0.000444;0.000956
b146,,,,0.005407;-0.117692;0.032094;-0.000254;0.000423;0.000945
b147,,,,0.005309;-0.117724;0.032204;-0.000261;0.000403;0.000934
b148,,,,0.005176;-0.117747;0.032314;-0.000269;0.000384;0.000922
b149,,,,0.005002;-0.117754;0.032421;-0.000277;0.000368;0.000909
b150,,,,0.004782;-0.117744;0.032526;-0.000285;0.000356;0.000896
b151,,,,0.004464;-0.117707;0.032660;-0.000295;0.000346;0.000879
b152,,,,0.004213;-0.117669;0.032765;-0.000301;0.000345;0.000866
b153,,,,0.003888;-0.117618;0.032910;-0.000309;0.000351;0.000848
b154,,,,0.003670;-0.117591;0.033023;-0.000315;0.000360;0.000835
b155,,,,0.003478;-0.117575;0.033141;-0.000321;0.000374;0.000822
b156,,,,0.003305;-0.117568;0.033265;-0.000327;0.000392;0.000809
b157,,,,0.003163;-0.117566;0.033386;-0.000332;0.000411;0.000797
b158,,,,0.003008;-0.117563;0.033556;-0.000340;0.000442;0.000781
b159,,,,0.002952;-0.117562;0.033644;-0.000344;0.000458;0.000774
b160,,,,0.002928;-0.117562;0.033693;-0.000346;0.000468;0.000770
b161,,,,0.002880;-0.117564;0.033826;-0.000353;0.000493;0.000759
b162,,,,0.002856;-0.117572;0.033965;-0.000359;0.000519;0.000750
b163,,,,0.002858;-0.117579;0.034103;-0.000367;0.000546;0.000741
b164,,,,0.002886;-0.117579;0.034240;-0.000374;0.000572;0.000732
b165,,,,0.002940;-0.117568;0.034375;-0.000381;0.000597;0.000724
b166,,,,0.003010;-0.117546;0.034499;-0.000388;0.000620;0.000717
b167,,,,0.003097;-0.117513;0.034621;-0.000394;0.000641;0.000711
b168,,,,0.003198;-0.117473;0.034738;-0.000400;0.000661;0.000705
b169,,,,0.003308;-0.117435;0.034846;-0.000405;0.000678;0.000700
b170,,,,0.003421;-0.117400;0.034946;-0.000410;0.000693;0.000695
b171,,,,0.003526;-0.117367;0.035025;-0.000413;0.000705;0.000691
b172,,,,0.003634;-0.117331;0.035091;-0.000415;0.000714;0.000688
b173,,,,0.003735;-0.117298;0.035146;-0.000417;0.000722;0.000686
b174,,,,0.003826;-0.117270;0.035194;-0.000419;0.000727;0.000684
b175,,,,0.003904;-0.117246;0.035239;-0.000420;0.000730;0.000683
b176,,,,0.003961;-0.117229;0.035279;-0.000421;0.000731;0.000683
b177,,,,0.004024;-0.117209;0.035353;-0.000421;0.000733;0.000683
b178,,,,0.004029;-0.117207;0.035363;-0.000421;0.000733;0.000683
l0,17.546710;-10.647003;-0.023489,,,
l1,22.914581;-7.544698;-0.015845,,,
l2,23.672334;-7.544942;-0.016142,,,
l3,25.906009;-7.580092;-0.017128,,,
l4,26.598082;-7.497556;-0.017140,,,
l5,29.716316;-7.359117;-0.017927,,,
l6,2.041393;5.538956;0.057355,,,
l7,20.532243;13.268301;0.050487,,,
l8,26.733973;13.964065;0.050243,,,
l9,34.024673;14.012714;0.047539,,,
l10,25.780757;14.185615;0.051312,,,
l11,28.324513;14.087612;0.050008,,,
l12,32.226006;14.355045;0.049319,,,
l13,17.290003;-7.096220;0.358449,,,
l14,22.285657;-7.061661;0.457429,,,
l15,24.103866;-7.007650;0.494146,,,
l16,25.050105;-6.954413;0.513314,,,
l17,25.895055;-6.918800;0.530547,,,
l18,19.404467;13.027370;0.525629,,,
l19,18.015325;13.341431;0.507476,,,
l20,24.031946;13.869946;0.620377,,,
l21,16.794178;14.591882;0.510240,,,
l22,16.329614;15.072952;0.512232,,,
l23,16.475650;-8.215287;0.717032,,,
l24,31.011111;-7.272716;0.637203,,,
l26,35.195856;-6.181919;0.723110,,,
l27,25.982578;13.942063;0.657165,,,
l28,27.567019;13.960694;0.686991,,,
l29,29.511321;13.933126;0.723489,,,
l30,32.849701;14.017356;0.789025,,,
l31,34.725761;13.988584;0.825460,,,
l32,20.923556;-7.372640;0.877846,,,
l33,20.073378;-6.720064;0.835389,,,
l34,21.235624;-6.756600;0.883062,,,
l35,38.673514;13.640844;0.900132,,,
l36,36.016821;13.976905;0.850833,,,
l37,15.595975;14.919565;0.940092,,,
l38,15.343278;-9.253111;1.054600,,,
l39,15.878576;-7.774187;1.037421,,,
l40,21.365524;13.093057;1.072707,,,
l41,46.830178;13.784305;1.067129,,,
l42,24.634606;13.936654;1.214227,,,
l43,30.026047;-6.859388;1.248752,,,
l44,30.887607;-6.728909;1.284069,,,
l45,32.348727;-6.535084;1.344475,,,
l46,22.047148;-6.604182;1.379236,,,
l47,33.246790;-6.272734;1.380977,,,
l48,32.480727;-5.851466;1.346222,,,
l49,29.963826;13.864700;1.414569,,,
l50,27.583269;13.920884;1.324383,,,
l51,15.735832;-8.422970;1.405290,,,
l52,18.230169;-6.907895;1.542509,,,
l53,25.177172;-6.713036;1.575709,,,
l54,22.368414;13.149563;1.642361,,,
l55,18.153813;13.915807;1.453741,,,
l56,25.824770;-6.684630;1.615833,,,
l57,36.178964;13.651064;1.655994,,,
l58,25.420866;13.746341;1.834279,,,
l59,16.861201;-7.208631;1.810677,,,
l60,29.789551;-6.555647;1.864133,,,
l61,29.388456;13.012364;2.038532,,,
l62,27.665131;13.183143;1.943209,,,
l63,18.424330;13.366271;1.908396,,,
l64,19.895246;13.659694;2.026053,,,
l65,27.253124;13.695258;1.936608,,,
l66,18.787104;14.011243;1.970548,,,
l67,15.751994;15.775457;1.893481,,,
l68,15.997762;16.698071;1.971412,,,
l69,15.995076;-7.713665;2.107136,,,
l70,20.428931;-6.330618;2.136898,,,
l71,33.077939;-5.833714;2.066098,,,
l72,46.407539;13.584060;2.072792,,,
l73,21.800474;13.460872;2.150361,,,
l74,22.872797;13.552463;2.233027,,,
l75,16.267792;-8.613845;2.194526,,,
l76,27.039434;-7.181003;2.273623,,,
l77,27.945421;-7.049694;2.346892,,,
l78,35.676625;-5.304799;2.228615,,,
l79,27.992235;-5.289454;2.320621,,,
l80,34.724990;13.125727;2.360806,,,
l81,36.109560;13.016458;2.441936,,,
l82,24.774676;13.540425;2.373437,,,
l83,25.749111;13.492902;2.444723,,,
l84,18.382876;14.107310;2.426622,,,
l85,16.400310;15.182005;2.353335,,,
l86,16.181844;16.169797;2.419812,,,
l87,29.499250;-6.733460;2.471910,,,
l88,19.110809;-6.640984;2.421637,,,
l89,27.866730;13.010736;2.586359,,,
l90,26.986638;13.101767;2.521972,,,
l91,20.980438;-6.552241;2.648169,,,
l92,25.223642;-6.307677;2.636317,,,
l93,25.595060;-5.249110;2.651038,,,
l94,29.541291;12.987852;2.716715,,,
l95,30.716171;12.952689;2.808355,,,
l96,23.035795;13.241782;2.778511,,,
l97,17.609362;13.947480;2.815323,,,
l98,15.761061;15.346901;2.776544,,,
l99,16.370038;-7.661001;2.880274,,,
l100,19.081238;-7.360178;2.868534,,,
l101,22.284983;-6.782045;2.819231,,,
l102,22.848353;-6.550557;2.880824,,,
l103,22.633168;-5.882286;2.830537,,,
l104,25.178100;-5.259759;3.135623,,,
l105,34.192644;13.120978;3.093219,,,
l106,46.584608;13.362295;3.097138,,,
l107,16.652631;-8.052952;3.335998,,,
l108,36.359259;12.998332;3.264728,,,
l109,17.713838;-7.302532;3.458799,,,
l110,20.108474;-7.208688;3.445226,,,
l111,20.679757;-6.745989;3.511575,,,
l112,28.383719;-5.373508;3.549607,,,
l113,24.050137;-5.395474;3.503315,,,
l114,30.222132;13.015522;3.458018,,,
l115,31.621177;13.056976;3.599345,,,
l116,16.622797;13.633132;3.585766,,,
l117,22.467873;-5.931182;3.768699,,,
l118,26.803604;13.046685;3.746464,,,
l119,17.607041;13.442337;3.692443,,,
l120,16.939159;-9.518444;3.935100,,,
l121,18.651030;-6.118762;3.950738,,,
l122,20.093111;-6.191423;3.818115,,,
l123,28.783679;12.721213;3.959252,,,
l124,28.004955;12.984382;3.883112,,,
l125,34.392371;13.410779;3.893967,,,
l126,15.732964;-9.937804;4.157752,,,
l127,18.885985;-7.027509;4.069864,,,
l128,17.686827;-6.142795;4.143478,,,
l129,24.378167;-6.081348;4.098801,,,
l130,30.421832;12.247215;4.128372,,,
l131,29.802975;12.446731;4.065021,,,
l132,47.109530;12.830553;4.149853,,,
l133,20.759516;13.062450;4.090912,,,
l134,24.850645;13.066159;4.110179,,,
l135,16.778942;14.402916;4.168437,,,
l136,16.380095;-9.980389;4.292608,,,
l137,18.301475;-6.919534;4.351862,,,
l138,22.509933;-5.510022;4.239406,,,
l139,26.377431;12.692582;4.287812,,,
l140,22.216108;13.043234;4.302480,,,
l141,19.609271;13.127169;4.430465,,,
l142,25.987984;13.225114;4.275135,,,
l143,26.344281;-5.962923;4.428683,,,
l144,21.853855;-5.393808;4.579439,,,
l145,28.582245;11.725379;4.526496,,,
l146,21.020556;12.619678;4.601103,,,
l147,40.875912;13.095693;4.544294,,,
l148,24.195719;12.983033;4.594287,,,
l149,16.092457;-10.565502;4.729538,,,
l150,16.885241;-9.252868;4.710575,,,
l151,15.353767;-9.050062;4.720197,,,
l152,16.131918;-7.719093;4.715960,,,
l153,16.478937;-6.266323;4.625432,,,
l154,43.680322;-5.451420;4.599119,,,
l155,29.963220;11.680239;4.718706,,,
l156,22.799749;11.824743;4.818166,,,
l157,18.240209;13.133430;4.692893,,,
l158,16.502279;-8.542085;4.925340,,,
l159,17.042621;-6.738641;4.829496,,,
l160,17.279997;-5.985151;4.810504,,,
l161,23.466251;-5.128420;4.911229,,,
l162,33.884114;-5.028492;4.974089,,,
l163,24.197480;11.290589;5.011421,,,
l164,27.092451;11.409789;4.916406,,,
l165,27.842188;11.400159;5.036246,,,
l166,31.546471;11.565931;4.937394,,,
l167,21.004569;11.673721;5.004669,,,
l168,45.598516;11.940868;4.997364,,,
l169,18.489112;11.874713;5.033584,,,
l170,17.678825;12.468086;4.963985,,,
l171,17.411756;13.011945;4.998837,,,
l172,15.989537;-9.829047;4.998730,,,
l173,22.254264;-5.169988;5.136613,,,
l174,30.095239;-4.831479;5.037498,,,
l175,47.169220;10.952630;5.133429,,,
l176,19.441797;11.475943;5.169816,,,
l177,16.266617;-9.122945;5.359651,,,
l178,16.840972;-7.364450;5.249781,,,
l179,16.526678;-6.096021;5.380705,,,
l180,30.808927;-5.791656;5.189096,,,
l181,27.700571;-5.389002;5.236229,,,
l182,41.214245;-4.737772;5.201397,,,
l183,27.842472;-4.666177;5.238445,,,
l184,31.259835;-4.612394;5.233953,,,
l185,48.290509;10.538997;5.240993,,,
l186,23.642955;10.669444;5.407532,,,
l187,26.085033;11.528516;5.369617,,,
l188,17.631386;11.973526;5.338619,,,
l189,40.267387;12.414632;5.348337,,,
l190,16.608430;12.945448;5.294019,,,
l191,15.290717;-9.424723;5.553095,,,
l192,18.661287;-5.444506;5.557511,,,
l193,19.897167;-5.324746;5.470274,,,
l194,29.544860;-4.420182;5.563963,,,
l195,18.999364;11.119109;5.504408,,,
l196,17.281228;11.439189;5.626672,,,
l197,27.242067;11.517504;5.577096,,,
l198,42.197504;12.171200;5.579937,,,
l199,41.088754;12.317366;5.446910,,,
l200,17.448207;-9.336323;5.710345,,,
l201,33.476523;-4.154845;5.609604,,,
l203,28.848108;9.913925;5.746750,,,
l204,22.992663;10.205333;5.770534,,,
l205,20.049665;10.678461;5.680508,,,
l206,32.375956;11.494934;5.782153,,,
l207,37.445660;11.723886;5.799035,,,
l208,17.234395;12.395550;5.789292,,,
l209,31.256454;-4.027069;5.889549,,,
l210,25.988549;-3.949902;5.972077,,,
l211,35.391801;-3.462054;5.931934,,,
l212,29.845388;9.401907;5.898352,,,
l213,27.128855;9.685817;6.025992,,,
l214,34.060138;10.264617;5.987396,,,
l215,29.039850;11.294032;5.886275,,,
l216,33.450294;11.397447;5.953338,,,
l217,16.678831;13.374592;5.854335,,,
l218,17.998725;15.442109;6.028260,,,
l219,29.483699;-3.624750;6.165489,,,
l220,30.839299;8.975556;6.058939,,,
l221,28.240110;9.027930;6.205733,,,
l222,47.504106;9.425127;6.158688,,,
l223,34.946313;9.888810;6.115757,,,
l224,18.457574;10.121677;6.154793,,,
l225,17.392863;11.961074;6.211909,,,
l226,25.308791;-4.615616;6.390978,,,
l227,24.608881;-4.409664;6.197266,,,
l228,30.168483;-2.755835;6.296516,,,
l229,48.638916;8.844274;6.288251,,,
l230,29.050497;8.672989;6.350397,,,
l231,21.176427;9.933927;6.356650,,,
l232,17.112306;10.261797;6.264837,,,
l233,28.071098;10.592888;6.296426,,,
l234,23.889344;-4.846721;6.561551,,,
l235,26.113479;-3.937787;6.572413,,,
l236,28.526061;-3.120580;6.559825,,,
l237,34.286926;-2.617687;6.461286,,,
l238,31.191786;-2.198325;6.513009,,,
l240,27.476796;8.369655;6.616306,,,
l241,30.335790;8.342439;6.600143,,,
l242,33.141328;8.595334;6.475509,,,
l243,26.893181;8.724108;6.509897,,,
l244,43.437148;9.682106;6.594705,,,
l245,22.108031;9.916399;6.596884,,,
l246,20.110975;10.171803;6.613181,,,
l247,25.996118;10.269210;6.446015,,,
l248,17.826794;10.357398;6.485365,,,
l249,22.287217;-4.850382;6.607225,,,
l250,24.834671;-3.694947;6.771873,,,
l251,45.602037;-2.813701;6.732578,,,
l252,28.913184;-2.556156;6.640834,,,
l253,21.669052;-4.761108;6.903302,,,
l254,23.233118;-4.732896;6.889287,,,
l255,24.831580;-4.755380;6.824229,,,
l256,25.600031;-3.278538;6.975200,,,
l257,27.279076;-3.189031;6.854353,,,
l258,46.225441;-2.357792;6.825345,,,
l259,28.618202;8.003104;6.854771,,,
l260,31.861001;8.153928;6.913224,,,
l261,22.439746;8.189896;7.003276,,,
l262,24.046231;8.188620;6.913339,,,
l263,46.049860;8.482883;6.945275,,,
l264,20.462921;8.572436;6.972939,,,
l265,40.320262;9.298075;7.000183,,,
l266,22.389154;-4.514569;7.122803,,,
l267,24.197948;-3.464336;7.116922,,,
l268,28.148935;-2.188039;7.060590,,,
l269,30.500729;-1.665238;7.013328,,,
l270,48.151095;-1.363091;7.117360,,,
l271,37.770709;-1.197088;7.139791,,,
l272,47.383037;7.557285;7.118916,,,
l273,21.526982;7.891097;7.211301,,,
l274,41.150821;9.034825;7.131004,,,
l275,26.471429;-2.947736;7.215152,,,
l276,26.850655;-2.148480;7.303143,,,
l277,49.001479;-0.665464;7.247611,,,
l278,48.521427;7.077338;7.278518,,,
l279,23.994185;7.303052;7.365840,,,
l280,42.041805;8.767503;7.272901,,,
l281,25.819782;-2.733967;7.594000,,,
l282,29.836602;-1.274720;7.497875,,,
l283,32.485488;1.764126;7.508208,,,
l284,50.832402;2.040555;7.542607,,,
l285,50.609428;5.453648;7.558896,,,
l286,29.021353;8.079351;7.612739,,,
l287,28.229178;-1.457528;7.690941,,,
l288,36.515381;-0.768124;7.678569,,,
l289,33.287604;0.535406;7.689428,,,
l290,30.435229;1.448659;7.667443,,,
l291,28.394470;1.533604;7.748125,,,
l292,26.092429;1.777948;7.662799,,,
l293,26.156614;3.013844;7.724393,,,
l294,33.118367;4.308682;7.729873,,,
l295,32.519232;5.410110;7.630175,,,
l296,25.889500;5.680467;7.797429,,,
l297,30.082138;7.081550;7.813138,,,
l298,29.306606;7.542856;7.645105,,,
l299,32.625269;7.579743;7.771482,,,
l300,35.628085;7.867980;7.705620,,,
l301,26.927353;7.956186;7.684652,,,
l302,39.447592;8.038153;7.664659,,,
l303,25.112440;-2.521444;7.930101,,,
l304,29.015773;-0.933642;7.914184,,,
l306,33.938433;-0.887189;7.846330,,,
l307,33.986935;0.052712;7.857821,,,
l308,31.220776;0.420700;7.865785,,,
l309,37.857432;1.208743;7.983809,,,
l310,24.855780;1.495689;7.823248,,,
l311,24.882281;2.272705;7.855680,,,
l312,31.367905;4.026911;7.987576,,,
l313,26.304927;5.133821;7.886161,,,
l314,28.409904;5.187349;7.895877,,,
l315,24.340733;5.250579;7.847035,,,
l316,24.229969;6.829598;7.954257,,,
l317,33.691999;7.044787;7.993997,,,
l318,36.918508;7.141979;7.948277,,,
l320,27.708200;7.768136;7.885233,,,
l321,29.942651;-0.615189;8.182059,,,
l322,48.179929;-0.009513;8.160132,,,
l323,25.464232;-0.114278;8.009100,,,
l324,29.749863;0.323133;8.127065,,,
l325,38.113482;0.508395;8.034753,,,
l326,42.594659;1.020378;8.102377,,,
l327,42.182538;1.912024;8.029644,,,
l328,25.548060;3.949613;8.158771,,,
l329,29.335913;4.143041;8.106863,,,
