key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l42,23.343513;13.888318;1.230656,,,
l43,28.739288;-6.906550;1.287432,,,
l44,29.600772;-6.775863;1.323794,,,
l45,31.061770;-6.581686;1.385991,,,
l46,20.760170;-6.652940;1.407179,,,
l47,31.959730;-6.319119;1.423490,,,
l48,31.193625;-5.898039;1.387416,,,
l49,28.672479;13.817639;1.438098,,,
l50,26.292032;13.873253;1.344723,,,
l51,14.449208;-8.473045;1.426209,,,
l52,16.943042;-6.957342;1.565625,,,
l53,23.889955;-6.760989;1.607870,,,
l54,21.076923;13.101058;1.656365,,,
l55,16.862413;13.866272;1.461615,,,
l56,24.537491;-6.732415;1.648830,,,
l57,34.887336;13.605494;1.687897,,,
l58,24.128992;13.698623;1.851886,,,
l59,15.573784;-7.258174;1.832201,,,
l60,28.501913;-6.602413;1.902279,,,
l61,28.096462;12.965634;2.061919,,,
l62,26.373229;13.135980;1.964193,,,
l63,17.132445;13.317125;1.917026,,,
l64,18.603140;13.610945;2.036415,,,
l65,25.961123;13.648002;1.956674,,,
l66,17.495000;13.962218;1.979190,,,
l67,14.459623;15.725733;1.896825,,,
l68,14.705092;16.648456;1.974411,,,
l69,14.707374;-7.763175;2.127882,,,
l70,19.140895;-6.379168;2.162502,,,
l71,31.789880;-5.879638;2.108067,,,
l72,45.115366;13.540960;2.118269,,,
l73,20.508244;13.412617;2.163387,,,
l74,21.580438;13.504494;2.247405,,,
l75,14.980163;-8.663234;2.216286,,,
l76,25.751389;-7.228054;2.308586,,,
l77,26.657251;-7.096499;2.382957,,,
l78,34.388234;-5.350053;2.273636,,,
l79,26.703729;-5.336269;2.355469,,,
l80,33.432544;13.080361;2.391167,,,
l81,34.817026;12.971445;2.474208,,,
l82,23.482134;13.492962;2.390338,,,
l83,24.456482;13.445697;2.462947,,,
l84,17.090148;14.058531;2.434658,,,
l85,15.107455;15.132752;2.357968,,,
l86,14.888693;16.120546;2.423438,,,
l87,28.210849;-6.779845;2.509800,,,
l88,17.822462;-6.689606;2.445722,,,
l89,26.574014;12.964082;2.607735,,,
l90,25.693989;13.054880;2.542117,,,
l91,19.691772;-6.600303;2.674662,,,
l92,23.934936;-6.354848;2.668244,,,
l93,24.306111;-5.296192;2.682686,,,
l94,28.248406;12.941647;2.740321,,,
l95,29.423172;12.906800;2.833540,,,
l96,21.742781;13.194244;2.793329,,,
l97,16.316156;13.898820;2.822452,,,
l98,14.467612;15.297820;2.780212,,,
l99,15.081303;-7.709870;2.901476,,,
l100,17.792452;-7.408481;2.893103,,,
l101,20.996137;-6.829705;2.847616,,,
l102,21.559375;-6.598054;2.909786,,,
l103,21.344118;-5.929865;2.858728,,,
l104,23.888512;-5.306577;3.166727,,,
l105,32.899228;13.076033;3.122879,,,
l106,45.291124;13.319977;3.143010,,,
l107,15.363375;-8.101430;3.357858,,,
l108,35.065640;12.953970;3.297343,,,
l109,16.424260;-7.350697;3.481516,,,
l110,18.818893;-7.256355;3.471043,,,
l111,19.389989;-6.793487;3.537810,,,
l112,27.093604;-5.419346;3.585032,,,
l113,22.760094;-5.442265;3.533025,,,
l114,28.928259;12.970000;3.482504,,,
l115,30.327109;13.011854;3.625651,,,
l116,15.328638;13.584823;3.591818,,,
l117,21.177593;-5.978115;3.796706,,,
l118,25.509348;13.000649;3.766406,,,
l119,16.312781;13.394314;3.699935,,,
l120,15.649419;-9.566426;3.958404,,,
l121,17.360551;-6.166370;3.973834,,,
l122,18.802820;-6.238823;3.843171,,,
l123,27.489207;12.675751;3.982048,,,
l124,26.710529;12.938700;3.904687,,,
l125,33.097835;13.366458;3.923679,,,
l126,14.443018;-9.985879;4.179765,,,
l127,17.595540;-7.074981;4.093931,,,
l128,16.396099;-6.190468;4.165316,,,
l129,23.087478;-6.127635;4.129443,,,
l130,29.127237;12.202223;4.153679,,,
l131,28.508422;12.401562;4.089366,,,
l132,45.814765;12.789111;4.196805,,,
l133,19.464806;13.015385;4.102849,,,
l134,23.555905;13.019973;4.127523,,,
l135,15.483850;14.355063;4.174136,,,
l136,15.089980;-10.028229;4.315508,,,
l137,17.010634;-6.966925;4.375078,,,
l138,21.218940;-5.556604;4.267162,,,
l139,25.082533;12.646850;4.307447,,,
l140,20.921121;12.996631;4.316357,,,
l141,18.314099;13.080107;4.440833,,,
l142,24.692992;13.179289;4.293868,,,
l143,25.053128;-6.008555;4.461838,,,
l144,20.562390;-5.440282;4.606243,,,
l145,27.287235;11.680287;4.549750,,,
l146,19.725264;12.573039;4.613707,,,
l147,39.580578;13.053218;4.582809,,,
l148,22.900359;12.937061;4.610826,,,
l149,14.801887;-10.613085;4.752482,,,
l150,15.594419;-9.300297;4.733614,,,
l151,14.062892;-9.097810;4.741063,,,
l152,14.840767;-7.766679;4.736887,,,
l153,15.187598;-6.313901;4.645762,,,
l154,42.388825;-5.493256;4.654828,,,
l155,28.667964;11.635579;4.743819,,,
l156,21.504335;11.778639;4.833700,,,
l157,16.944690;13.086269;4.701446,,,
l158,15.211024;-8.589440;4.947355,,,
l159,15.751112;-6.785952;4.850915,,,
l160,15.988354;-6.032424;4.831688,,,
l161,22.174287;-5.174310;4.939971,,,
l162,32.592035;-5.072131;5.016535,,,
l163,22.901923;11.244922;5.029192,,,
l164,25.796992;11.364664;4.937918,,,
l165,26.546572;11.355281;5.058758,,,
l166,30.250947;11.521766;4.964683,,,
l167,19.708943;11.627372;5.017939,,,
l168,44.302822;11.899723;5.042963,,,
l169,17.193407;11.827853;5.043381,,,
l170,16.383089;12.421003;4.972279,,,
l171,16.115859;12.964830;5.006382,,,
l172,14.698456;-9.876457;5.021002,,,
l173,20.962013;-5.215972;5.163783,,,
l174,28.803041;-4.875874;5.074791,,,
l175,45.873552;10.911916;5.181824,,,
l176,18.145997;11.429384;5.181163,,,
l177,14.974910;-9.170033;5.381776,,,
l178,15.549039;-7.411497;5.271387,,,
l179,15.234306;-6.143040;5.400974,,,
l180,29.516729;-5.835790;5.228030,,,
l181,26.408229;-5.433760;5.270760,,,
l182,39.921799;-4.779694;5.253325,,,
l183,26.549975;-4.710903;5.272638,,,
l184,29.967331;-4.656399;5.272626,,,
l185,46.994784;10.498599;5.291171,,,
l186,22.347005;10.623947;5.425021,,,
l187,24.788950;11.483509;5.389711,,,
l188,16.335258;11.926705;5.347210,,,
l189,38.971132;12.372612;5.386542,,,
l190,15.312156;12.898377;5.300551,,,
l191,13.998818;-9.471876;5.574149,,,
l192,17.368540;-5.490944;5.580128,,,
l193,18.604510;-5.370987;5.494439,,,
l194,28.251879;-4.464311;5.600228,,,
l195,17.703196;11.072699;5.515429,,,
l196,15.984832;11.392503;5.635188,,,
l197,25.945710;11.472892;5.598728,,,
l198,40.900994;12.129757;5.620871,,,
l199,39.792387;12.275591;5.486272,,,
l200,16.156080;-9.382906;5.734188,,,
l201,32.183422;-4.198109;5.650876,,,
l203,27.551864;9.869778;5.771671,,,
l204,21.696332;10.159962;5.787500,,,
l205,18.753355;10.632401;5.693238,,,
l206,31.079328;11.451558;5.810590,,,
l207,36.148961;11.681596;5.834010,,,
l208,15.937582;12.348973;5.797050,,,
l209,29.962957;-4.070599;5.927792,,,
l210,24.694932;-3.994487;6.003296,,,
l211,34.098126;-3.504677;5.975234,,,
l212,28.549050;9.358079;5.924964,,,
l213,25.832292;9.641508;6.048805,,,
l214,32.763496;10.221747;6.018954,,,
l215,27.743131;11.250026;5.910446,,,
l216,32.153460;11.354423;5.983266,,,
l217,15.381726;13.327944;5.860647,,,
l218,16.700953;15.395865;6.034814,,,
l219,28.189756;-3.668455;6.201094,,,
l220,29.542839;8.932057;6.087175,,,
l221,26.943447;8.983988;6.230493,,,
l222,46.207403;9.385230;6.208636,,,
l223,33.649580;9.846221;6.148761,,,
l224,17.160757;10.075625;6.165822,,,
l225,16.095583;11.914837;6.220192,,,
l226,24.014762;-4.660041;6.421782,,,
l227,23.315064;-4.454378;6.226996,,,
l228,28.874181;-2.799300;6.332395,,,
l229,47.342164;8.804712;6.340121,,,
l230,27.753716;8.629323;6.376487,,,
l231,19.879380;9.888597;6.371410,,,
l232,15.815315;10.215540;6.273984,,,
l233,26.773985;10.548974;6.319826,,,
l234,22.595140;-4.891323;6.590646,,,
l235,24.819065;-3.981910;6.603789,,,
l236,27.231490;-3.164202;6.593796,,,
l237,32.992372;-2.660160;6.502511,,,
l238,29.897081;-2.241416;6.549836,,,
l240,26.179730;8.325849;6.640535,,,
l241,29.038747;8.299228;6.628173,,,
l242,31.844394;8.552626;6.507065,,,
l243,25.596180;8.680101;6.533097,,,
l244,42.139817;9.641664;6.639086,,,
l245,20.810668;9.871442;6.612889,,,
l246,18.813540;10.126434;6.626359,,,
l247,24.698877;10.224966;6.466906,,,
l248,16.529488;10.311453;6.495388,,,
l249,20.992955;-4.895290;6.634204,,,
l250,23.539944;-3.739196;6.801381,,,
l251,44.307159;-2.853580;6.788908,,,
l252,27.618387;-2.599637;6.674907,,,
l253,20.374380;-4.805932;6.929398,,,
l254,21.938456;-4.777399;6.917432,,,
l255,23.537008;-4.799591;6.854503,,,
l256,24.304948;-3.322477;7.005417,,,
l257,25.984131;-3.232703;6.886725,,,
l258,44.930344;-2.397472;6.882168,,,
l259,27.320896;7.959714;6.880776,,,
l260,30.563582;8.111267;6.943408,,,
l261,21.142211;8.145304;7.020974,,,
l262,22.748812;8.144304;6.933164,,,
l263,44.752316;8.443250;6.993983,,,
l264,19.165346;8.527404;6.987745,,,
l265,39.022477;9.257268;7.040721,,,
l266,21.094139;-4.559080;7.149672,,,
l267,22.902718;-3.508469;7.145420,,,
l268,26.853508;-2.231376;7.093384,,,
l269,29.205249;-1.708112;7.048852,,,
l270,46.855400;-1.402151;7.176006,,,
l271,36.474955;-1.238331;7.184589,,,
l272,46.085458;7.518061;7.170060,,,
l273,20.229235;7.846463;7.228010,,,
l274,39.852921;8.994289;7.172832,,,
l275,25.175959;-2.991317;7.246281,,,
l276,25.554899;-2.191916;7.334192,,,
l277,47.705463;-0.704250;7.306875,,,
l278,47.223735;7.038471;7.331517,,,
l279,22.696356;7.259054;7.386239,,,
l280,40.743772;8.727258;7.316102,,,
l281,24.523765;-2.777410;7.624111,,,
l283,31.188629;1.722031;7.543862,,,
l284,49.535422;2.002370;7.602324,,,
l285,49.311710;5.415427;7.615836,,,
l286,27.723028;8.036596;7.639221,,,
l287,26.932761;-1.500391;7.723309,,,
l288,35.218828;-0.809241;7.721395,,,
l289,31.990765;0.493613;7.727037,,,
l290,29.138228;1.406245;7.700616,,,
l291,27.097347;1.490817;7.778538,,,
l292,24.795368;1.734611;7.689989,,,
l293,24.859213;2.970566;7.750770,,,
l294,31.820680;4.266881;7.764515,,,
l295,31.221444;5.368110;7.663224,,,
l296,24.591440;5.637184;7.821513,,,
l297,28.783757;7.039166;7.841749,,,
l298,28.008350;7.500186;7.672355,,,
l299,31.326838;7.537867;7.803093,,,
l300,34.329676;7.826692;7.740993,,,
l301,25.628962;7.913041;7.708454,,,
l302,38.149198;7.997644;7.704959,,,
l303,23.815933;-2.564793;7.959121,,,
l304,27.718948;-0.976176;7.947212,,,
l306,32.641684;-0.928729;7.885835,,,
l307,32.689972;0.011190;7.896706,,,
l308,29.923729;0.378597;7.900745,,,
l309,36.560056;1.168131;8.026971,,,
l310,23.558569;1.452207;7.849008,,,
l311,23.584865;2.229252;7.880910,,,
l312,30.069936;3.984927;8.020107,,,
l313,25.006865;5.090691;7.911192,,,
l314,27.111814;5.144671;7.923653,,,
l315,23.042698;5.207005;7.869383,,,
l316,22.931461;6.786078;7.975312,,,
l317,32.393384;7.003300;8.027407,,,
l318,35.619930;7.101141;7.985884,,,
l320,26.409581;7.725301;7.910205,,,
l322,46.882567;-0.047810;8.217831,,,
l323,24.167114;-0.157496;8.036836,,,
l324,28.452491;0.280909;8.160150,,,
l325,36.816186;0.467875;8.078763,,,
l326,41.297163;0.980856;8.151941,,,
l327,40.884950;1.872362;8.078015,,,
l328,24.249887;3.906521;8.183663,,,
l329,28.037765;4.100713;8.136622,,,
