key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l3,23.989674;-7.626174;-0.024887,,,
l4,24.681731;-7.543484;-0.024680,,,
l5,27.799932;-7.404348;-0.024007,,,
l6,0.122100;5.487658;0.009642,,,
l7,18.611230;13.221111;-0.002594,,,
l8,24.812805;13.918260;-0.000789,,,
l9,32.103492;13.968534;0.000478,,,
l10,23.859539;14.139598;-0.000701,,,
l11,26.403314;14.042162;-0.000387,,,
l12,30.304749;14.310465;0.000560,,,
l13,15.373353;-7.143469;0.344897,,,
l14,20.368941;-7.107591;0.446595,,,
l15,22.187120;-7.053099;0.484218,,,
l16,23.133334;-6.999612;0.503806,,,
l17,23.978267;-6.963774;0.521438,,,
l18,17.483242;12.980892;0.472407,,,
l19,16.094041;13.294605;0.452841,,,
l20,22.110478;13.824694;0.568027,,,
l21,14.872614;14.544785;0.452385,,,
l22,14.407942;15.025754;0.453141,,,
l23,14.559048;-8.261988;0.705296,,,
l26,33.278797;-6.224422;0.717696,,,
l27,24.061075;13.897322;0.605757,,,
l29,27.589783;13.889309;0.674070,,,
l30,30.928107;13.974418;0.741298,,,
l31,32.804153;13.946140;0.778838,,,
l32,19.006675;-7.418021;0.866883,,,
l33,18.156377;-6.765723;0.822626,,,
l35,36.751938;13.599436;0.856420,,,
l36,34.095201;13.934802;0.804956,,,
l37,13.674099;14.873071;0.880902,,,
l38,13.426718;-9.299378;1.044338,,,
l39,13.961698;-7.820372;1.024456,,,
l40,19.443980;13.048128;1.020445,,,
l42,22.712793;13.892742;1.162076,,,
l48,30.563246;-5.893314;1.338622,,,
l49,28.041916;13.822387;1.365539,,,
l51,13.818892;-8.468439;1.393562,,,
l52,16.312815;-6.952531;1.529097,,,
l54,20.446539;13.106014;1.590542,,,
l55,16.231872;13.870930;1.398015,,,
l56,23.907323;-6.727417;1.606207,,,
l57,34.256963;13.610632;1.610867,,,
l58,23.498749;13.703864;1.782953,,,
l59,14.943765;-7.253028;1.797111,,,
l62,25.743078;13.141391;1.894278,,,
l63,16.502258;13.322379;1.853935,,,
l64,17.973043;13.616370;1.971818,,,
l65,25.330960;13.653398;1.886407,,,
l66,16.864853;13.967557;1.914981,,,
l67,13.829394;15.730932;1.832637,,,
l68,14.074912;16.653757;1.908833,,,
l69,14.077586;-7.757652;2.094111,,,
l70,18.511116;-6.373556;2.123541,,,
l73,19.878244;13.418226;2.097593,,,
l74,20.950501;13.510225;2.180671,,,
l75,14.350453;-8.657593;2.183480,,,
l76,25.121730;-7.222183;2.265681,,,
l77,26.027647;-7.090522;2.339189,,,
l78,33.758527;-5.344141;2.221687,,,
l79,26.074083;-5.330329;2.309371,,,
l80,32.802716;13.086402;2.315932,,,
l82,22.852304;13.498899;2.322167,,,
l83,23.826710;13.451738;2.394093,,,
l84,16.460349;14.064459;2.370633,,,
l85,14.477584;15.138559;2.294057,,,
l86,14.258862;16.126437;2.358408,,,
l87,27.581336;-6.773687;2.464432,,,
l88,17.192905;-6.683638;2.408173,,,
l89,25.944357;12.970334;2.537890,,,
l91,19.062387;-6.594017;2.635568,,,
l92,23.305543;-6.348528;2.625589,,,
l96,21.113264;13.200688;2.726875,,,
l97,15.686654;13.905246;2.759225,,,
l98,13.838063;15.304171;2.716574,,,
l100,17.163245;-7.401931;2.856512,,,
l101,20.366886;-6.823181;2.807824,,,
l102,20.930170;-6.591443;2.869262,,,
l103,20.714865;-5.923324;2.817498,,,
l104,23.259486;-5.299609;3.122741,,,
l107,14.734531;-8.094298;3.324026,,,
l109,15.795502;-7.343393;3.445895,,,
l110,18.190124;-7.249040;3.433469,,,
l113,22.131350;-5.434831;3.490077,,,
l114,28.299269;12.977416;3.410852,,,
l115,29.698227;13.019470;3.552876,,,
l116,14.699728;13.592242;3.529754,,,
l118,24.880575;13.008400;3.697326,,,
l119,15.683955;13.401884;3.637368,,,
l120,15.021050;-9.558507;3.926261,,,
l122,18.174325;-6.231025;3.804283,,,
l123,26.860603;12.683804;3.911879,,,
l124,26.081861;12.946644;3.834770,,,
l126,13.814823;-9.977683;4.149090,,,
l128,15.767849;-6.182274;4.128204,,,
l129,22.459199;-6.119420;4.087137,,,
l130,28.498767;12.210517;4.082875,,,
l131,27.879900;12.409765;4.018775,,,
l133,18.836291;13.023512;4.038367,,,
l134,22.927406;13.028174;4.059909,,,
l135,14.855376;14.363241;4.110949,,,
l136,14.461889;-10.019850;4.284394,,,
l137,16.382554;-6.958451;4.338508,,,
l139,24.454177;12.655302;4.239153,,,
l140,20.292770;13.005051;4.250786,,,
l141,17.685843;13.088663;4.377145,,,
l142,24.064621;13.187719;4.225178,,,
l143,24.425102;-5.999886;4.417875,,,
l144,19.934466;-5.431471;4.564970,,,
l145,26.659075;11.689078;4.481031,,,
l146,19.097145;12.581834;4.549602,,,
l147,38.952422;13.062177;4.502910,,,
l148,22.272231;12.945886;4.543821,,,
l149,14.174137;-10.604140;4.722350,,,
l150,14.966639;-9.291369;4.701166,,,
l151,13.435116;-9.088888;4.709521,,,
l152,14.212972;-7.757755;4.703016,,,
l153,14.559718;-6.305094;4.609733,,,
l154,41.760932;-5.484159;4.596950,,,
l155,28.039950;11.644637;4.674104,,,
l156,20.876393;11.787741;4.769271,,,
l157,16.316633;13.095149;4.638796,,,
l158,14.583400;-8.580237;4.914274,,,
l159,15.123392;-6.776871;4.815070,,,
l160,15.360612;-6.023367;4.794681,,,
l161,21.546616;-5.165049;4.897120,,,
l162,31.964421;-5.062662;4.965592,,,
l163,22.274135;11.254293;4.964390,,,
l166,29.623105;11.531127;4.893906,,,
l167,19.081143;11.636695;4.955078,,,
l168,43.675033;11.909331;4.960959,,,
l169,16.565624;11.837183;4.982180,,,
l170,15.755246;12.430232;4.910924,,,
l171,15.488037;12.974101;4.944523,,,
l172,14.070902;-9.867162;4.989989,,,
l173,20.334515;-5.206431;5.121912,,,
l176,17.518323;11.438904;5.119753,,,
l177,14.347624;-9.160267;5.349631,,,
l178,14.921649;-7.401870;5.236512,,,
l179,14.607000;-6.133249;5.364686,,,
l180,28.889285;-5.826077;5.180432,,,
l181,25.780813;-5.424024;5.225012,,,
l182,39.294357;-4.769842;5.196402,,,
l186,21.719526;10.633828;5.361452,,,
l187,24.161433;11.493368;5.323156,,,
l188,15.707707;11.936422;5.286536,,,
l189,38.343598;12.382613;5.307994,,,
l190,14.684560;12.908023;5.239392,,,
l191,13.371682;-9.461869;5.543143,,,
l192,16.741364;-5.480897;5.541360,,,
l193,17.977266;-5.361039;5.454570,,,
l194,27.624703;-4.454128;5.551808,,,
l195,17.075783;11.082650;5.454823,,,
l196,15.357508;11.402593;5.575477,,,
l198,40.273642;12.140084;5.541165,,,
l199,39.164933;12.285731;5.407223,,,
l200,15.529065;-9.372668;5.701417,,,
l201,31.556281;-4.187819;5.599106,,,
l202,32.217097;-3.909743;5.708923,,,
l203,26.924657;9.880165;5.705108,,,
l205,18.126084;10.642595;5.632403,,,
l206,30.452133;11.462031;5.739271,,,
l207,35.521779;11.692151;5.758518,,,
l208,15.310371;12.359272;5.736129,,,
l211,33.471227;-3.493946;5.921098,,,
l212,27.921966;9.368677;5.858306,,,
l213,25.205300;9.652239;5.983852,,,
l214,32.136476;10.232510;5.947951,,,
l215,27.116015;11.260595;5.841938,,,
l216,31.526397;11.365133;5.911253,,,
l217,14.754552;13.338319;5.798874,,,
l218,16.073889;15.406480;5.969339,,,
l219,27.563028;-3.657490;6.151684,,,
l220,28.915884;8.942877;6.020313,,,
l221,26.316601;8.994967;6.165548,,,
l223,33.022663;9.857162;6.077569,,,
l224,16.533853;10.086419;6.106928,,,
l225,15.468699;11.925690;6.159715,,,
l226,23.388217;-4.648830;6.376853,,,
l227,22.688368;-4.443428;6.182333,,,
l228,28.247545;-2.788157;6.281329,,,
l230,27.126986;8.640502;6.311386,,,
l232,15.188491;10.226461;6.215936,,,
l233,26.147190;10.560067;6.252971,,,
l236,26.605057;-3.152735;6.544461,,,
l237,32.365862;-2.648754;6.448118,,,
l238,29.270605;-2.229981;6.497262,,,
l240,25.553206;8.337356;6.577031,,,
l241,28.412213;8.310747;6.562519,,,
l242,31.217762;8.564017;6.438938,,,
l243,24.969569;8.691461;6.469577,,,
l244,41.513272;9.653331;6.561675,,,
l245,20.184106;9.882857;6.551472,,,
l246,18.186985;10.137846;6.566136,,,
l247,24.072198;10.236230;6.402058,,,
l248,15.902834;10.322670;6.436669,,,
l250,22.913678;-3.727497;6.755614,,,
l251,43.680868;-2.841685;6.726123,,,
l252,26.992010;-2.588061;6.624540,,,
l253,19.748225;-4.794097;6.887440,,,
l254,21.312292;-4.765564;6.874241,,,
l255,22.910795;-4.787821;6.810121,,,
l256,23.678834;-3.310504;6.958523,,,
l257,25.357924;-3.220867;6.838431,,,
l259,26.694558;7.971546;6.816877,,,
l260,29.937290;8.123213;6.876834,,,
l261,20.515980;8.157256;6.961553,,,
l262,22.122514;8.156156;6.872517,,,
l263,44.126055;8.455407;6.916137,,,
l264,18.539086;8.539291;6.929337,,,
l265,38.396245;9.269427;6.966193,,,
l267,22.276712;-3.496328;7.099839,,,
l268,26.227447;-2.219263;7.043121,,,
l269,28.579149;-1.696034;6.996111,,,
l270,46.229387;-1.389726;7.109382,,,
l271,35.848951;-1.226001;7.125682,,,
l273,19.603166;7.858675;7.169675,,,
l274,39.226789;9.006629;7.098011,,,
l275,24.550023;-2.979021;7.198289,,,
l276,24.929021;-2.179503;7.284869,,,
l277,47.079542;-0.691646;7.238692,,,
l279,22.070413;7.271497;7.326785,,,
l280,40.117755;8.739795;7.240948,,,
l281,23.898117;-2.764629;7.576339,,,
l282,27.914664;-1.304682;7.479494,,,
l283,30.562867;1.734772;7.485136,,,
l284,48.909695;2.015375;7.529216,,,
l286,27.097267;8.049420;7.574913,,,
l287,26.307174;-1.487457;7.672032,,,
l288,34.593229;-0.796225;7.662888,,,
l289,31.365156;0.506602;7.669298,,,
l290,28.512591;1.419170;7.643867,,,
l291,26.471768;1.503822;7.723237,,,
l292,24.169720;1.747477;7.636130,,,
l293,24.233597;2.983510;7.695251,,,
l294,31.195058;4.279914;7.701989,,,
l295,30.595733;5.381004;7.599720,,,
l296,23.965847;5.650216;7.762724,,,
l297,28.158164;7.052266;7.777930,,,
l298,27.382622;7.513057;7.608528,,,
l299,30.701208;7.550942;7.736682,,,
l300,33.703994;7.839717;7.671911,,,
l301,25.003259;7.925934;7.645907,,,
l302,37.523486;8.010661;7.632737,,,
l303,23.190539;-2.551583;7.911611,,,
l305,29.358034;-0.838814;7.862010,,,
l306,32.016214;-0.915526;7.829451,,,
l307,32.064501;0.024408;7.839061,,,
l308,29.298254;0.391791;7.844735,,,
l310,22.933045;1.465268;7.796461,,,
l311,22.959357;2.242354;7.827331,,,
l312,29.444512;3.998275;7.959286,,,
l313,24.381347;5.103844;7.852798,,,
l314,26.486305;5.157863;7.863580,,,
l315,22.417148;5.220083;7.812338,,,
l316,22.305973;6.799292;7.916294,,,
l317,31.767931;7.016678;7.960878,,,
l318,34.994445;7.114499;7.916762,,,
l320,25.784032;7.738465;7.847305,,,
l321,28.020185;-0.643740;8.162396,,,
l322,46.257335;-0.034028;8.149421,,,
l323,23.541752;-0.144183;7.985922,,,
l324,27.827218;0.294426;8.105390,,,
l325,36.190843;0.481371;8.017371,,,
l326,40.671870;0.994494;8.086457,,,
l327,40.259589;1.885898;8.011685,,,
l328,23.624591;3.920023;8.127389,,,
l329,27.412429;4.114192;8.077202,,,
l330,25.156534;4.608151;8.062268,,,
l331,36.362148;5.452672;8.149978,,,
l332,40.335221;5.759131;8.103405,,,
l334,35.589108;6.718593;8.028969,,,
l335,26.750557;6.740028;8.040837,,,
l337,24.500513;-0.904827;8.316318,,,
l338,26.425899;-0.606804;8.327916,,,
l339,37.450095;3.490460;8.335198,,,
l340,28.209883;3.550199;8.284621,,,
l341,24.384028;3.695743;8.370061,,,
l342,26.207704;3.896209;8.352133,,,
l343,36.928356;4.329144;8.240376,,,
l344,41.855931;4.786372;8.378044,,,
l345,46.185469;6.460632;8.222966,,,
l346,34.217147;3.190107;8.405780,,,
l347,47.986724;5.621286;8.518575,,,
l348,48.980696;1.194948;8.633982,,,
l349,48.679908;4.327434;8.615536,,,
l664,15.928684;-10.388613;-0.075974,,,
l665,22.618174;-7.907066;-0.076517,,,
l666,14.440008;-8.165119;-0.071812,,,
l668,16.463016;-7.165762;-0.071614,,,
l669,28.488704;13.990391;-0.048283,,,
l670,13.947234;-9.085753;0.273945,,,
l672,35.847228;13.616593;0.763265,,,
l674,14.831858;-8.460106;2.071541,,,
l675,26.891699;-5.472824;2.244461,,,
l676,17.969669;-6.853492;2.345775,,,
l677,24.397293;-7.035973;2.605912,,,
l679,14.887367;-7.942453;3.124207,,,
l680,15.627201;13.246427;2.993717,,,
l681,14.685973;-9.074188;3.207224,,,
l682,21.608168;-5.566928;3.221906,,,
l684,18.990365;-6.805062;3.765553,,,
l686,18.327558;-7.001209;4.084412,,,
l687,18.891540;-5.976457;4.123647,,,
l688,15.274061;-6.518614;4.151928,,,
l689,27.604491;11.539657;4.413830,,,
l690,20.533034;12.191000;4.533985,,,
l692,14.637906;-9.953844;4.867248,,,
l693,18.388490;-5.834922;4.859378,,,
l694,27.942728;11.064034;5.085705,,,
l695,14.036043;-12.310188;5.169764,,,
l696,13.306883;-9.355520;5.198772,,,
l697,22.623800;10.638804;5.294814,,,
l698,14.774429;-9.703296;5.668585,,,
l699,37.696973;-5.139517;5.628866,,,
l700,27.932759;10.276265;5.683488,,,
l701,22.220497;10.112290;5.704110,,,
l702,15.138934;11.438301;5.687603,,,
