key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l183,26.666318;-4.673438;5.116707,,,
l184,30.083609;-4.618769;5.096331,,,
l185,47.110056;10.537077;4.999837,,,
l186,22.463499;10.661357;5.280095,,,
l187,24.905144;11.521004;5.229484,,,
l188,16.451324;11.963753;5.236835,,,
l189,39.087010;12.410792;5.141196,,,
l190,15.427909;12.935334;5.195372,,,
l191,14.117430;-9.434741;5.497163,,,
l192,17.486914;-5.453641;5.479483,,,
l193,18.722346;-5.333702;5.386338,,,
l194,28.370125;-4.426465;5.433949,,,
l195,17.820283;11.109967;5.397698,,,
l196,16.102645;11.429797;5.527377,,,
l197,26.063128;11.510635;5.431631,,,
l198,41.018246;12.168243;5.364269,,,
l199,39.908852;12.313901;5.236130,,,
l200,16.275600;-9.345521;5.644294,,,
l201,32.301888;-4.160026;5.460981,,,
l202,32.963254;-3.881967;5.567483,,,
l203,27.670367;9.907755;5.596485,,,
l204,21.815017;10.197671;5.646858,,,
l205,18.871506;10.669882;5.569662,,,
l206,31.197918;11.489743;5.612991,,,
l207,36.267586;11.720047;5.606063,,,
l208,16.056304;12.386413;5.688646,,,
l209,30.083101;-4.032372;5.750976,,,
l210,24.815613;-3.956445;5.857727,,,
l211,34.218449;-3.466206;5.773320,,,
l212,28.668476;9.396245;5.744314,,,
l213,25.952487;9.679655;5.884044,,,
l214,32.883361;10.260202;5.812460,,,
l215,27.862383;11.288140;5.732862,,,
l216,32.273061;11.392816;5.779367,,,
l217,15.500783;13.365414;5.754653,,,
l218,16.820911;15.433559;5.919088,,,
l219,28.311532;-3.630064;6.034448,,,
l220,29.663235;8.970418;5.901002,,,
l221,27.064739;9.022353;6.059723,,,
l222,46.328201;9.424506;5.922981,,,
l223,33.770222;9.884837;5.937339,,,
l224,17.281775;10.113460;6.052212,,,
l225,16.216842;11.952670;6.111237,,,
l226,24.137978;-4.621650;6.280855,,,
l227,23.437123;-4.416198;6.090044,,,
l228,28.996680;-2.760755;6.160886,,,
l229,47.463760;8.844163;6.048247,,,
l230,27.875880;8.667861;6.201221,,,
l231,20.001583;9.926750;6.241806,,,
l232,15.936992;10.253408;6.168244,,,
l233,26.895725;10.587414;6.148634,,,
l234,22.719396;-4.852847;6.458366,,,
l235,24.943313;-3.943314;6.457459,,,
l236,27.355591;-3.125498;6.432380,,,
l237,33.115802;-2.621261;6.306390,,,
l238,30.020824;-2.202624;6.371733,,,
l239,48.651445;8.376279;6.184385,,,
l240,26.303507;8.364552;6.474898,,,
l241,29.162402;8.338057;6.445563,,,
l242,31.967265;8.591480;6.307548,,,
l243,25.719309;8.718678;6.370607,,,
l244,42.263236;9.681136;6.377370,,,
l245,20.934293;9.909861;6.477760,,,
l246,18.937263;10.164770;6.502870,,,
l247,24.821544;10.263440;6.308343,,,
l248,16.652463;10.349558;6.385311,,,
l249,21.117498;-4.856851;6.511451,,,
l250,23.665375;-3.700482;6.662430,,,
l251,44.432102;-2.813874;6.525696,,,
l252,27.742933;-2.560840;6.510675,,,
l253,20.500685;-4.767254;6.810236,,,
l254,22.064663;-4.738656;6.788945,,,
l255,23.662811;-4.760829;6.716536,,,
l256,24.431556;-3.283539;6.861535,,,
l257,26.109999;-3.193792;6.732781,,,
l258,45.055805;-2.357650;6.614834,,,
l259,27.446101;7.998691;6.708684,,,
l260,30.689095;8.150457;6.751900,,,
l261,21.268348;8.184110;6.885441,,,
l262,22.874399;8.183108;6.788082,,,
l263,44.877863;8.483172;6.717823,,,
l264,19.291299;8.566084;6.863616,,,
l265,39.148359;9.296956;6.797881,,,
l266,21.221728;-4.520167;7.026001,,,
l267,23.030193;-3.469471;7.010041,,,
l268,26.980535;-2.192235;6.933356,,,
l269,29.331943;-1.668898;6.874368,,,
l270,46.982519;-1.361968;6.896315,,,
l271,36.602304;-1.198641;6.966457,,,
l272,46.212078;7.558207;6.886815,,,
l273,20.356636;7.885414;7.098173,,,
l274,39.979587;9.034138;6.925292,,,
l275,25.303966;-2.952117;7.096915,,,
l276,25.683379;-2.152617;7.181843,,,
l277,47.833308;-0.663906;7.021492,,,
l278,47.351322;7.078818;7.041939,,,
l279,22.824686;7.298267;7.242268,,,
l280,40.871288;8.767280;7.063507,,,
l281,24.654018;-2.737897;7.478420,,,
l282,28.669959;-1.277759;7.361340,,,
l283,31.318046;1.761795;7.354452,,,
l284,49.664849;2.043073;7.303589,,,
l285,49.441036;5.456134;7.315320,,,
l286,27.852730;8.076284;7.464655,,,
l287,27.063493;-1.460671;7.562132,,,
l288,35.349364;-0.769122;7.510330,,,
l289,32.121323;0.533582;7.533974,,,
l290,29.268630;1.446053;7.523679,,,
l291,27.228244;1.530598;7.613655,,,
l292,24.925766;1.774200;7.538571,,,
l293,24.989904;3.010214;7.597843,,,
l294,31.951260;4.306879;7.569023,,,
l295,31.351372;5.407987;7.470292,,,
l296,24.722411;5.676885;7.667747,,,
l297,28.914699;7.079089;7.661782,,,
l298,28.138275;7.539918;7.496581,,,
l299,31.457477;7.577878;7.607554,,,
l300,34.459880;7.866792;7.527341,,,
l301,25.759120;7.952690;7.546447,,,
l302,38.279110;8.037895;7.468446,,,
l303,23.948180;-2.525009;7.817438,,,
l304,27.850970;-0.936214;7.780879,,,
l305,30.115275;-0.811986;7.736555,,,
l306,32.773250;-0.888585;7.690195,,,
l307,32.821553;0.051347;7.699922,,,
l308,30.055362;0.418625;7.720071,,,
l309,36.692281;1.208595;7.806124,,,
l310,23.689948;1.491881;7.705196,,,
l311,23.716392;2.268956;7.736233,,,
l312,30.202082;4.025073;7.835275,,,
l313,25.138392;5.130493;7.755453,,,
l314,27.243376;5.184587;7.755351,,,
l315,23.174006;5.246675;7.725215,,,
l316,23.063315;6.825840;7.830364,,,
l317,32.525369;7.043566;7.826011,,,
l318,35.751606;7.141526;7.765218,,,
l319,39.365828;7.258949;7.643262,,,
