key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l10783,140.784679;5.391728;7.874506,,,
l10786,136.148407;-1.932334;8.088073,,,
l10787,136.438668;-1.345341;8.134524,,,
l10788,141.826587;0.887672;7.990138,,,
l10789,135.438926;1.098643;7.956377,,,
l10790,135.553675;1.866492;7.980676,,,
l10791,135.828011;3.302601;8.043082,,,
l10792,141.383189;7.226009;8.001428,,,
l10793,136.921724;-0.755380;8.216203,,,
l10794,124.027249;8.453392;8.313641,,,
l10796,118.580246;-0.607683;8.500932,,,
l10797,132.944803;4.654287;8.460077,,,
l10798,132.415819;6.035299;8.392066,,,
l10799,138.844238;4.029040;8.580277,,,
l10800,115.809243;7.720378;8.579803,,,
l10801,122.971563;7.861832;8.737381,,,
l10805,130.557572;6.717669;8.909594,,,
l10807,120.110800;2.325555;9.003203,,,
l10809,118.552973;3.446517;9.164284,,,
l10812,133.252845;1.054664;9.380477,,,
l10813,125.925387;7.041584;9.455099,,,
l10814,127.391763;-0.010938;9.656771,,,
l10815,125.001910;3.726495;9.818146,,,
l10817,127.658810;5.771035;9.847803,,,
l11342,141.152354;-6.124679;1.454772,,,
l11348,122.074597;-4.963945;2.033875,,,
l11353,119.690034;-4.962933;3.202099,,,
l11356,129.639318;13.571011;3.384343,,,
l11358,117.796336;13.019185;3.905108,,,
l11360,139.633430;-4.327681;4.009174,,,
l11361,133.281394;-5.271643;4.209798,,,
l11362,131.524663;13.498269;4.274794,,,
l11365,133.057374;13.511147;4.428667,,,
l11368,138.452939;-4.945101;4.759137,,,
l11373,137.202622;12.570775;4.813878,,,
l11376,125.022574;13.516374;4.880234,,,
l11377,117.810299;13.367891;4.918325,,,
l11380,131.946163;-4.867366;5.476012,,,
l11384,132.829451;11.001392;5.823539,,,
l11387,129.446801;11.198447;6.041211,,,
l11389,142.970236;9.952963;6.302831,,,
l11391,122.122120;-4.277298;6.506119,,,
l11392,137.877226;11.358746;6.576028,,,
l11393,135.395010;9.933933;6.962758,,,
l11394,134.939504;10.328071;6.905243,,,
l11408,139.540946;-1.351804;7.456772,,,
l11415,137.510166;2.614476;7.948916,,,
l11416,141.726218;2.654091;7.848460,,,
l11418,141.252424;8.604884;7.905553,,,
l11422,143.301141;1.008802;8.112432,,,
l11423,143.034300;4.946439;8.112111,,,
l11425,148.157290;8.503998;8.006440,,,
l11427,143.871210;0.412843;8.210888,,,
l11429,139.250135;5.241568;8.343191,,,
l11435,137.932816;8.360690;8.193257,,,
l11436,123.277129;-3.072361;8.402343,,,
l11441,139.755342;4.805571;8.431619,,,
l12851,156.789200;9.990292;7.011759,,,
l12931,137.626466;13.477862;0.583007,,,
l13107,126.740461;-7.989100;0.585220,,,
l13108,133.716247;-8.008464;0.577098,,,
l13109,141.298292;-7.651251;0.568455,,,
l13110,129.888767;12.675088;0.591615,,,
l13111,136.662466;13.714591;0.584243,,,
l13112,139.484938;13.600121;0.580905,,,
l13113,142.382903;13.806533;0.577636,,,
l13114,126.114906;-7.992170;0.933981,,,
l13115,125.837998;-7.108594;0.919964,,,
l13116,136.051786;-7.418726;1.116508,,,
l13117,136.263454;13.534760;1.181519,,,
l13118,142.118892;-7.739762;1.238353,,,
l13119,143.768470;-7.339529;1.269395,,,
l13120,145.525318;-6.884433;1.302783,,,
l13121,139.221353;13.468574;1.234461,,,
l13122,143.731335;13.479715;1.318749,,,
l13123,145.707396;13.449643;1.356053,,,
l13124,123.922497;-6.732896;1.468808,,,
l13125,121.987743;-6.848815;1.629851,,,
l13126,117.508917;-6.809454;1.733414,,,
l13127,133.334967;12.672856;1.652443,,,
l13128,160.027251;13.095007;1.633597,,,
l13129,125.109476;-6.922174;1.860053,,,
l13130,143.319309;-6.415717;1.946649,,,
l13131,140.969760;13.354811;1.952984,,,
l13133,138.678732;13.427842;1.867005,,,
l13134,127.128357;-6.899271;2.013725,,,
l13135,143.881445;-6.719168;1.972630,,,
l13138,135.982858;-7.179560;2.193333,,,
l13140,147.362962;12.548778;2.190647,,,
l13141,147.200946;13.151626;2.193484,,,
l13142,136.246494;13.262587;2.367790,,,
l13143,139.215072;-7.694843;2.401883,,,
l13144,127.776785;-6.080671;2.401716,,,
l13145,143.949092;-6.319874;2.676646,,,
l13146,125.031095;-6.200912;2.763749,,,
l13147,141.064641;12.533718;2.624753,,,
l13148,159.389020;12.920752;2.683176,,,
l13149,127.314932;13.504781;2.786831,,,
l13150,137.506749;-7.692026;2.873757,,,
l13151,122.512792;-5.813342;2.926039,,,
l13153,146.881667;12.485926;2.971665,,,
l13155,140.199093;-6.733618;3.075386,,,
l13156,136.898291;12.959622;3.001652,,,
l13159,136.055971;-5.847257;3.247678,,,
l13162,140.522972;12.485915;3.265298,,,
l13163,133.908669;12.770614;3.317370,,,
l13164,123.818375;-6.976810;3.572517,,,
l13165,133.096231;-6.472338;3.438834,,,
l13167,119.288674;12.674662;3.445923,,,
l13168,123.287713;13.086297;3.579644,,,
l13169,131.623174;-6.178617;3.694696,,,
l13171,127.483123;13.390746;3.682767,,,
l13172,121.553816;-6.413922;3.874416,,,
l13173,141.237344;-5.889560;3.795546,,,
l13174,142.011025;-5.879349;3.877391,,,
l13175,136.379785;-5.787227;3.826753,,,
l13177,159.579850;12.830386;3.758778,,,
l13178,125.504649;-6.324847;4.163217,,,
l13179,128.098577;13.172868;4.189154,,,
l13180,132.823167;-6.574135;4.369231,,,
l13181,139.184763;-5.850875;4.184757,,,
l13183,145.576028;12.860268;4.463496,,,
l13184,123.700201;13.127377;4.412268,,,
l13185,132.580894;-5.998283;4.774623,,,
l13186,140.671756;11.942797;4.610546,,,
l13187,133.618414;-5.864147;4.963890,,,
l13188,149.047836;12.456698;4.802193,,,
l13190,135.088691;12.458459;5.135395,,,
l13191,151.779613;12.522787;5.085804,,,
l13192,127.503476;-5.871890;5.322872,,,
l13193,154.377831;-5.983629;5.199409,,,
l13194,142.563603;11.034257;5.510355,,,
l13196,144.504369;-5.505552;5.582043,,,
l13197,137.879303;-5.260401;5.753246,,,
l13198,142.373573;-5.000728;5.929713,,,
l13199,160.073623;9.868760;5.882660,,,
l13200,158.821908;11.108478;5.779989,,,
l13201,145.619906;11.304663;5.964824,,,
l13202,150.321561;11.947891;5.794817,,,
l13203,139.702722;-4.934736;6.094253,,,
l13204,152.807700;11.615881;6.093019,,,
l13205,130.782596;-5.675173;6.200057,,,
l13206,129.817693;-5.476320;6.351609,,,
l13207,144.022842;-4.650264;6.205107,,,
l13208,144.747558;-4.391463;6.324208,,,
l13210,145.671737;-4.048678;6.476806,,,
l13211,140.804445;8.812923;6.482040,,,
l13212,144.633843;9.784419;6.503498,,,
l13213,139.934114;10.741143;6.445167,,,
l13214,149.206774;11.039392;6.474701,,,
l13215,136.719871;-5.085186;6.660267,,,
l13216,143.268989;-3.745268;6.755163,,,
l13217,145.758478;9.314096;6.669706,,,
l13219,132.351098;-5.384781;7.105284,,,
l13220,144.468908;-3.261720;6.979917,,,
l13221,154.296038;8.873044;7.146504,,,
l13222,150.363881;-3.140796;7.277518,,,
l13223,145.516525;-2.533938;7.172973,,,
l13224,133.879565;-5.104739;7.547485,,,
l13225,151.020943;8.811698;7.542349,,,
l13226,158.081155;-3.810559;7.606599,,,
l13227,148.345105;-1.755621;7.720998,,,
l13228,135.616189;7.300496;7.659780,,,
l13229,152.275699;8.393976;7.741423,,,
l13230,151.639069;8.605718;7.640162,,,
l13232,152.975278;8.184773;7.854074,,,
l13233,146.368709;-1.555766;8.103256,,,
l13234,161.345295;-1.077326;8.082409,,,
l13235,146.066549;0.904485;8.030204,,,
l13237,160.229892;6.329477;7.974436,,,
l13238,136.564176;-3.138958;8.261901,,,
l13239,147.117501;-1.302122;8.265705,,,
l13241,138.936738;0.893174;8.309840,,,
l13242,140.696719;6.620109;8.350771,,,
l13243,146.307089;7.307709;8.250059,,,
l13245,144.571399;-1.375498;8.446045,,,
l13247,134.869689;6.287659;8.485631,,,
l13248,144.295572;6.465540;8.525290,,,
l13249,147.624142;6.615113;8.504887,,,
l13250,151.233441;6.607287;8.392040,,,
l13252,158.270370;-1.256652;8.641757,,,
l13253,148.736491;-0.151972;8.616745,,,
l13254,153.109828;0.379694;8.654101,,,
l13255,152.761164;1.279479;8.588614,,,
l13257,137.689297;4.065359;8.643290,,,
l13258,148.966506;4.304238;8.721455,,,
l13259,148.802843;5.059636;8.706647,,,
l13260,152.991916;5.278835;8.697200,,,
l13261,152.413155;5.774256;8.597058,,,
l13262,139.887146;5.992214;8.763979,,,
l13263,137.480218;6.887861;8.764387,,,
l13264,137.088344;-1.296735;8.967305,,,
l13265,138.961896;-1.034999;8.953866,,,
l13267,153.706282;-0.078293;8.771799,,,
l13268,149.918925;2.932872;8.901490,,,
l13269,146.328325;3.047844;8.897283,,,
l13271,149.334090;3.772523;8.789380,,,
l13272,154.079485;4.120379;8.885000,,,
l13273,161.399039;3.028266;9.202825,,,
l13274,157.509033;3.305452;9.547044,,,
l13497,137.462967;-3.353674;7.927451,,,
l13529,128.818485;-7.349699;0.590315,,,
l13530,159.803810;12.816707;0.566705,,,
l13532,148.074994;-6.838333;1.285737,,,
l13533,148.070281;-5.907662;1.281899,,,
l13537,132.825102;-7.141787;1.781528,,,
l13538,130.738783;-6.283904;1.636027,,,
l13540,142.600453;13.021970;1.870203,,,
l13542,132.030365;-6.928877;2.495000,,,
l13543,123.814103;-5.569931;2.502422,,,
l13544,143.253800;12.781251;2.546207,,,
l13546,165.045842;-6.306927;2.710622,,,
l13548,129.312315;-6.468885;3.193108,,,
l13549,143.729803;12.628909;3.235312,,,
l13552,148.488467;12.447479;3.609052,,,
l13553,131.071422;12.697853;3.603334,,,
l13554,135.389584;12.721649;3.623087,,,
l13556,146.769747;12.484476;4.200199,,,
l13561,162.052700;11.813211;4.712107,,,
l13564,160.614756;12.378557;4.604746,,,
l13567,136.420067;-6.495101;4.833042,,,
l13568,134.831678;-6.093496;4.959116,,,
l13570,163.826576;11.276013;4.849829,,,
l13571,135.596825;-6.166734;5.124573,,,
l13576,136.465687;-5.948455;5.781994,,,
l13577,162.393602;9.855564;5.743327,,,
l13581,133.646492;-5.429374;6.386857,,,
l13582,147.750462;11.064378;6.481563,,,
l13583,162.141612;8.467207;6.722290,,,
l13584,161.299719;8.837123;6.623246,,,
l13586,156.857634;-4.884909;6.883030,,,
l13587,163.588097;7.910049;6.895867,,,
l13589,164.286591;7.610649;6.979671,,,
l13590,144.628854;8.061296;7.143250,,,
l13591,143.857583;8.181754;6.986905,,,
l13592,134.958207;-5.327400;7.245867,,,
l13593,154.136526;-4.496719;7.321340,,,
l13594,159.414490;-4.097515;7.258672,,,
l13596,133.217433;9.479745;7.211229,,,
l13597,150.293704;-2.055621;7.384858,,,
l13599,159.685101;7.770479;7.374836,,,
l13600,142.222279;-2.201564;7.603810,,,
l13602,161.419906;6.905849;7.615046,,,
l13603,162.806979;6.315356;7.812178,,,
l13605,164.666985;1.100691;8.033512,,,
l13606,164.362595;3.932078;8.009475,,,
l13607,164.372687;4.747731;8.022205,,,
l13609,160.014433;7.701432;8.421033,,,
l13610,149.126149;0.925770;8.654797,,,
l13611,149.849623;-0.705891;8.830639,,,
l13614,162.762771;5.647349;8.845212,,,
l13615,164.666906;2.593874;9.131665,,,
l13616,141.160530;2.805451;9.133823,,,
l13617,164.451100;3.735004;9.106893,,,
l13618,163.634460;5.212911;8.988351,,,
l13619,164.904952;1.514123;9.165465,,,
l13620,160.959509;0.712279;9.483522,,,
l13621,161.190288;1.660039;9.533937,,,
l13624,160.567839;4.884215;9.457165,,,
l13839,156.326953;-6.769885;0.579974,,,
l13841,154.588835;14.094441;0.582503,,,
l13844,149.152916;-6.851287;1.246816,,,
l13845,148.726626;-6.110677;1.234530,,,
l13846,149.383607;-5.946937;1.247428,,,
l13847,162.666627;12.744383;1.556512,,,
l13853,142.067286;12.837791;2.282999,,,
l13854,122.790522;-7.090943;2.524056,,,
l13855,148.341212;-5.819004;2.507870,,,
l13858,145.202483;13.096558;2.470090,,,
l13860,125.686349;13.377196;2.524255,,,
l13861,160.138270;13.617619;2.444433,,,
l13862,167.439317;-6.311620;2.679884,,,
l13865,147.827274;-5.713222;3.106029,,,
l13866,128.519807;13.055575;3.372799,,,
l13870,134.496674;12.537554;4.454924,,,
l13871,164.022744;12.071047;4.600832,,,
l13872,167.332513;11.262830;4.862218,,,
l13873,158.970270;12.498195;5.099309,,,
l13874,161.829619;10.723866;5.345793,,,
l13875,163.458998;10.226970;5.505404,,,
l13876,147.469341;-5.964543;5.612813,,,
l13877,148.459455;-5.843122;5.778543,,,
l13878,135.660362;10.778059;5.760939,,,
l13880,168.358541;-4.778595;5.937805,,,
l13883,148.103039;11.681806;6.010218,,,
l13885,151.331720;11.371505;6.520741,,,
l13886,165.289239;8.718437;6.695274,,,
l13887,144.918246;11.093167;6.706155,,,
l13888,157.200402;11.137026;6.610804,,,
l13889,167.329549;7.798737;6.937598,,,
l13890,149.682412;9.294190;6.840695,,,
l13891,137.084710;10.366371;6.984655,,,
l13892,158.731385;10.878167;6.825517,,,
l13894,160.382568;10.601592;7.059016,,,
l13895,146.979247;-2.603637;7.315604,,,
l13896,162.968025;7.218611;7.339473,,,
l13897,162.283444;7.473774;7.242569,,,
l13898,143.112192;7.971160;7.230989,,,
l13900,154.007188;-4.904700;7.495197,,,
l13901,163.883282;6.862043;7.469385,,,
l13902,143.578546;-2.370046;7.611021,,,
l13904,166.871324;-2.770216;7.860819,,,
l13905,166.685665;0.925363;7.820419,,,
l13906,166.749718;1.914555;7.834593,,,
l13907,166.698132;5.685240;7.872456,,,
l13908,153.163122;-4.304636;8.083964,,,
l13910,163.278092;1.109021;8.277706,,,
l13911,163.140279;5.077772;8.301854,,,
l13912,142.677532;7.362280;8.214968,,,
l13913,147.474206;7.607000;8.319096,,,
l13915,165.970775;3.117623;8.766155,,,
l13916,150.435152;-0.739672;8.846178,,,
l13917,156.515460;7.918646;8.944078,,,
l13918,163.113220;4.890025;9.281745,,,
l13919,160.110859;0.526117;9.556831,,,
l13920,164.022155;1.126249;9.411618,,,
l14114,157.448210;-6.394439;0.591541,,,
l14115,123.276065;14.057492;0.600597,,,
l14116,153.494415;14.163783;0.590631,,,
l14117,158.543181;14.185342;0.588965,,,
l14118,147.180005;13.488754;1.190250,,,
l14119,132.202802;-7.803545;1.377522,,,
l14121,137.459827;-7.431082;1.296875,,,
l14125,128.436016;13.426125;1.223944,,,
l14126,153.755265;14.182254;1.322694,,,
l14127,129.938106;12.598316;1.527990,,,
l14129,158.553875;13.961676;1.415508,,,
l14131,170.582004;12.982634;1.654276,,,
l14132,150.608141;-5.775284;1.812104,,,
l14133,150.105376;13.038205;1.891464,,,
l14134,151.243347;13.111416;1.937318,,,
l14135,152.118564;13.227698;1.973832,,,
l14136,146.924925;-5.891447;2.190528,,,
l14138,154.461865;13.260747;2.067275,,,
l14140,150.737935;12.781938;2.572879,,,
l14141,171.055570;-7.115026;2.694737,,,
l14142,154.132871;13.121248;2.784154,,,
l14143,155.720306;13.158242;2.880685,,,
l14145,162.839163;-6.162740;3.211882,,,
l14146,150.339998;12.597238;3.197969,,,
l14147,152.060507;12.718918;3.338930,,,
l14148,135.598374;-7.095763;3.425478,,,
l14149,170.487161;-5.554211;3.700475,,,
l14150,137.799967;-5.554339;3.686984,,,
l14151,155.958371;13.254477;3.670000,,,
l14152,149.334812;-5.807308;4.105045,,,
l14156,147.722551;-5.802943;4.457399,,,
l14157,169.107910;11.350917;4.711742,,,
l14161,155.857349;-5.858091;4.945840,,,
l14162,142.093828;11.686693;4.987307,,,
l14166,139.795580;-5.751985;5.278289,,,
l14169,156.411239;12.584987;5.248059,,,
l14174,142.251534;-6.322170;5.949436,,,
l14175,170.794398;9.401992;5.884431,,,
l14176,146.930020;11.580758;5.818761,,,
l14177,155.321531;11.866909;5.840359,,,
l14178,150.570538;-5.607522;6.129995,,,
l14179,166.745602;-4.862838;6.341909,,,
l14182,141.009508;10.080145;6.521031,,,
l14184,154.356347;11.559876;6.426769,,,
l14185,170.045159;-3.393756;6.755214,,,
l14186,168.057446;9.253286;6.599182,,,
l14196,170.882296;1.066807;7.908317,,,
l14197,170.813793;4.861218;7.933031,,,
l14198,170.003523;7.097292;7.852279,,,
l14199,160.555522;-1.857374;8.006193,,,
l14200,165.695276;0.187523;8.059851,,,
l14201,171.658719;0.408216;8.026179,,,
l14202,165.685633;2.259823;8.067966,,,
l14206,167.024442;-1.456543;8.298530,,,
l14208,168.009456;-0.991066;8.469372,,,
l14209,146.634553;0.162041;8.508238,,,
l14212,147.345856;-0.170223;8.749762,,,
l14215,165.336852;0.597238;8.946250,,,
l14428,149.887600;-7.021085;0.604042,,,
l14429,160.808307;12.690046;0.599358,,,
l14432,148.801106;13.860642;0.597798,,,
l14435,134.051181;14.094449;0.596236,,,
l14436,129.645509;-7.580694;1.133623,,,
l14437,151.552228;-6.781160;1.163561,,,
l14444,148.246995;13.428672;1.700829,,,
l14445,153.007175;13.456108;1.882760,,,
l14446,156.796123;13.544163;2.033866,,,
l14449,170.510294;-6.015727;2.530933,,,
l14454,149.994032;-5.523955;3.211846,,,
l14459,154.451560;13.237224;3.951436,,,
l14460,156.776372;13.135433;4.178580,,,
l14461,150.091149;-5.684472;4.289620,,,
l14463,168.104220;12.836787;4.380695,,,
l14464,151.809741;-5.884961;4.554244,,,
l14465,169.718565;11.906881;4.493737,,,
l14477,162.055188;-5.750969;5.303844,,,
l14485,169.214678;9.007826;6.304764,,,
l14486,169.248012;10.511238;6.352881,,,
l14495,147.049077;-4.047724;6.613609,,,
l14501,164.979001;-3.952128;7.367224,,,
l14508,151.401671;-4.639661;7.892483,,,
l14509,167.607384;-2.620482;7.809207,,,
l14510,163.496141;-1.891170;7.906535,,,
l14513,164.675381;-3.067482;8.156715,,,
l14514,169.651665;-1.434503;8.158793,,,
l14515,169.426468;4.898753;8.161772,,,
l14518,155.521073;-4.022539;8.366751,,,
l14521,164.854922;5.834987;8.252444,,,
l14523,160.113577;9.047249;8.244572,,,
l14530,161.770615;0.054861;9.152254,,,
l14534,160.642449;6.259823;9.013647,,,
l14807,152.440764;-7.211770;0.610445,,,
l14809,159.940779;13.878380;0.603970,,,
l14810,134.783164;13.920760;0.590539,,,
l14811,151.963408;14.076980;1.160611,,,
l14812,159.812444;14.120167;1.314685,,,
l14815,171.813561;13.573101;1.560314,,,
l14819,158.503174;-6.247123;1.867778,,,
l14822,151.392621;-5.657543;2.030587,,,
l14823,167.645053;13.366374;2.333914,,,
l14824,174.183616;-6.450399;2.551553,,,
l14827,133.831166;-7.074985;2.883864,,,
l14832,160.299662;12.846086;3.447695,,,
l14833,161.967588;12.840168;3.582981,,,
l14834,132.412886;12.676716;3.435037,,,
l14836,150.201281;-6.052130;3.787447,,,
l14837,145.630435;12.628724;3.636490,,,
l14840,144.602790;12.706411;3.950392,,,
l14841,155.651690;-6.168412;4.026858,,,
l14842,145.104020;-6.015459;4.116592,,,
l14843,156.216141;-5.548909;4.081019,,,
l14844,169.241605;12.730353;4.181314,,,
l14845,153.828096;13.153192;4.132590,,,
l14847,171.415211;12.188154;4.350081,,,
l14848,170.008352;12.494452;4.239363,,,
l14849,161.730190;12.743908;4.304567,,,
l14852,157.160597;13.030663;4.515564,,,
l14853,152.580319;-5.844755;4.645078,,,
l14854,168.395665;-6.030346;4.825851,,,
l14855,167.802366;11.683128;4.895340,,,
l14857,155.007330;12.884520;4.870266,,,
l14859,153.792430;12.708184;5.287692,,,
l14861,154.793156;12.642857;5.438638,,,
l14866,173.915874;-3.824519;6.364408,,,
l14867,171.788682;10.806949;6.236969,,,
l14869,170.613566;-3.082456;6.817720,,,
l14870,168.574905;9.512968;6.658559,,,
l14872,166.626140;-3.999720;7.033755,,,
l14873,167.511537;-3.574446;7.181618,,,
l14874,155.712357;-4.232612;7.473557,,,
l14875,161.037649;-3.945470;7.450302,,,
l14876,169.031296;-2.690153;7.436209,,,
l14877,153.034581;-1.798311;7.751041,,,
l14878,171.189244;-1.641999;7.806710,,,
l14879,172.173458;1.174197;7.976532,,,
l14880,171.155333;7.773694;7.920096,,,
l14881,152.230460;-1.550814;8.019275,,,
l14882,173.386498;0.069253;8.188710,,,
l14883,168.110917;5.086270;8.171858,,,
l14885,179.106959;6.849472;8.180493,,,
l14886,173.904373;-0.597213;8.281351,,,
l14887,174.111370;3.553103;8.340697,,,
l14888,155.981578;-3.692900;8.744077,,,
l14890,154.307775;6.450473;8.994227,,,
l14891,158.436535;7.988452;9.089393,,,
l14893,155.691881;5.149306;9.351124,,,
l14894,156.935638;-0.845917;9.604844,,,
l14898,157.562680;-0.638453;9.815940,,,
l14900,159.895290;1.528562;9.906702,,,
l15114,167.440975;13.885485;0.615328,,,
l15119,158.732927;-6.054079;1.172140,,,
l15128,169.541651;13.731863;1.445656,,,
l15129,159.349517;-6.316708;1.754046,,,
l15132,152.563715;-5.731378;1.875639,,,
l15136,134.473939;13.226347;2.035419,,,
l15140,169.509754;13.493581;2.269651,,,
l15141,154.469184;-5.492211;2.454238,,,
l15142,161.099635;13.044647;2.571460,,,
l15145,169.693291;-7.073356;3.005517,,,
l15146,168.782407;-5.794497;2.929924,,,
l15148,165.994137;13.282380;2.875142,,,
l15150,169.440809;12.794776;3.077799,,,
l15153,142.924502;-6.320513;3.240603,,,
l15154,157.902295;-5.919905;3.296806,,,
l15168,180.307722;12.493783;4.811763,,,
l15169,181.296344;12.058484;4.886978,,,
l15170,143.518913;12.600600;4.803254,,,
l15174,164.140717;-5.452026;5.312769,,,
l15175,162.570540;11.573413;5.333930,,,
l15179,151.564880;-5.957559;5.968531,,,
l15180,163.412798;-5.404532;5.866864,,,
l15182,182.051153;-4.869316;5.913516,,,
l15184,174.559666;11.908923;6.168679,,,
l15185,159.206233;12.128943;6.144498,,,
l15187,176.576724;10.094506;6.366999,,,
l15188,169.964914;10.877265;6.379388,,,
l15189,175.806730;11.522919;6.314052,,,
l15194,155.701398;11.410427;6.571571,,,
l15195,174.116014;-2.943584;6.798231,,,
l15198,174.768155;-2.649317;6.895740,,,
l15199,181.590816;8.527259;6.977250,,,
l15200,180.618222;9.022957;6.862099,,,
l15204,162.413440;-3.684598;7.591031,,,
l15207,176.029851;0.430004;8.014898,,,
l15208,181.599605;6.762618;8.009300,,,
l15209,180.900082;7.062311;7.908589,,,
l15211,182.534868;-0.443397;8.084969,,,
l15213,167.717052;1.557056;8.069777,,,
l15214,167.868705;2.698298;8.118910,,,
l15218,172.796387;3.968222;8.352113,,,
l15220,177.607530;7.060023;8.391096,,,
l15221,157.308875;8.276502;8.360901,,,
l15224,178.921469;5.235411;8.578467,,,
l15226,180.256346;3.379275;8.784289,,,
l15227,179.471133;4.149019;8.656190,,,
l15451,155.920349;-8.234160;0.622760,,,
l15456,156.993028;14.206490;0.601713,,,
l15458,140.101260;13.572021;0.880735,,,
l15461,153.907404;-7.007608;1.388580,,,
l15462,173.374606;-6.245071;1.435354,,,
l15473,165.834532;13.423818;1.977255,,,
l15477,142.204093;-6.989143;2.059131,,,
l15478,168.065771;13.565902;2.071240,,,
l15484,176.529972;13.346663;2.423769,,,
l15493,165.202183;13.311197;2.618765,,,
l15496,166.019248;-7.076390;3.188592,,,
l15499,163.832867;12.918146;3.165770,,,
l15501,160.629973;-6.219935;3.227974,,,
l15503,151.985115;-5.624492;3.318310,,,
l15504,164.440539;12.941861;3.215233,,,
l15506,175.717324;12.948567;3.263226,,,
l15511,160.832036;-5.997594;3.772061,,,
l15512,185.683856;-5.435210;3.826792,,,
l15516,157.371138;13.375474;3.739891,,,
l15519,163.981706;12.810653;3.818425,,,
l15525,142.203735;12.442423;4.144304,,,
l15526,161.270830;-6.426483;4.387137,,,
l15529,181.195803;12.883331;4.607898,,,
l15534,183.147835;12.298084;4.761487,,,
l15535,182.381031;12.492477;4.700076,,,
l15538,162.630367;12.761047;4.926840,,,
l15544,156.548333;-5.634277;5.432275,,,
l15546,182.684982;-5.097902;5.615484,,,
l15554,167.187853;-5.212244;5.915175,,,
l15556,159.635641;-5.298903;6.145535,,,
l15557,169.039473;-4.726954;6.226037,,,
l15558,175.008610;-3.921421;6.419575,,,
l15560,172.941573;10.162329;6.277163,,,
l15563,159.205660;-5.132504;6.547087,,,
l15564,175.633819;-3.665052;6.512079,,,
l15565,174.326085;9.354493;6.452734,,,
l15570,184.588999;8.422736;6.920736,,,
l15572,167.225480;10.325165;6.847295,,,
l15573,152.634203;11.222693;6.954415,,,
l15576,171.738061;-2.145985;7.424135,,,
l15580,161.033197;10.733353;7.501694,,,
l15590,185.502668;5.992051;8.067911,,,
l15591,176.765861;-0.813617;8.418975,,,
l15595,168.559506;7.508799;8.402279,,,
l15597,182.736798;0.832380;8.596120,,,
l15598,182.803277;1.716394;8.611647,,,
l15608,157.115548;-8.292459;0.624830,,,
l15614,172.403372;14.020670;0.624847,,,
l15621,179.676248;13.720040;1.526534,,,
l15755,179.644832;13.346065;0.639486,,,
l15756,170.855089;13.915524;0.622042,,,
l15757,153.483618;-7.324508;0.923562,,,
l15758,149.866824;13.727961;0.935790,,,
l15759,166.259687;13.751153;1.233984,,,
l15761,153.056152;-6.914279;1.499445,,,
l15762,160.490351;-5.960867;1.499378,,,
l15763,177.630946;13.787453;1.481243,,,
l15764,147.041326;-7.039219;1.780808,,,
l15766,155.646465;-6.878797;1.999355,,,
l15770,161.817421;-6.934733;2.042224,,,
l15773,160.386652;-6.219533;2.372340,,,
l15775,162.146933;-6.533510;2.531231,,,
l15776,163.242875;-6.409081;2.621876,,,
l15778,188.647921;-5.311615;2.755546,,,
l15779,188.454512;13.265297;2.791157,,,
l15788,177.252480;-5.424221;3.829227,,,
l15790,171.752458;-5.038870;4.014801,,,
l15791,163.893027;-6.122545;4.217097,,,
l15793,158.801091;-6.493942;4.311349,,,
l15794,159.480191;-6.430818;4.435465,,,
l15795,158.529478;-5.670605;4.615263,,,
l15796,174.683946;12.664192;4.532963,,,
l15797,173.708941;12.810281;4.437294,,,
l15798,187.035614;12.317188;4.791117,,,
l15799,186.219676;12.634373;4.727795,,,
l15803,183.469612;11.096944;5.415667,,,
l15806,184.554726;10.743042;5.523574,,,
l15809,169.824961;-5.705758;5.752623,,,
l15810,165.251019;10.533697;5.806770,,,
l15816,181.536953;10.225190;6.101325,,,
l15818,177.097861;11.462877;6.410195,,,
l15820,173.848648;9.125546;6.579693,,,
l15821,173.146282;9.358330;6.470567,,,
l15824,187.444556;-3.941354;6.758557,,,
l15825,188.107814;-3.603150;6.842914,,,
l15826,172.167523;-3.441308;6.801456,,,
l15827,170.579283;8.817216;6.694306,,,
l15828,187.207894;9.258797;6.812720,,,
l15830,168.872061;8.464779;7.001694,,,
l15833,189.953042;-2.788937;7.080831,,,
l15836,173.207523;8.181691;7.169126,,,
l15837,185.121712;-3.623038;7.422012,,,
l15838,179.538981;-2.742582;7.399871,,,
l15839,178.978214;-2.387498;7.295543,,,
l15840,165.394950;8.012439;7.402495,,,
l15844,187.828873;-2.409654;7.829313,,,
l15845,187.942669;1.680831;7.837899,,,
l15846,188.100355;2.536248;7.867510,,,
l15849,189.040600;5.403814;8.047505,,,
l15850,182.562501;6.885936;8.013361,,,
l15856,174.827442;1.230987;8.060760,,,
l15857,189.916589;4.956545;8.176319,,,
l15858,175.139951;4.953385;8.202967,,,
l15859,189.801873;7.003818;8.195039,,,
l15864,172.016059;7.012864;8.321676,,,
l15866,175.525644;7.575937;8.391188,,,
l15867,164.403551;-1.814657;8.458608,,,
l15868,181.587844;0.598960;8.653417,,,
l15871,170.498011;6.533335;8.624876,,,
l15873,171.747583;-0.796115;8.774998,,,
l15874,169.357478;-0.115326;8.784417,,,
