key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l2774,53.995294;-3.094161;6.829133,,,
l2775,54.842592;-2.566925;6.972275,,,
l2779,57.395335;0.618229;7.414313,,,
l2780,57.431183;4.885075;7.477892,,,
l2781,43.958857;-2.224108;7.650285,,,
l2782,53.033752;-2.327517;7.496052,,,
l2783,58.530422;-0.332029;7.612363,,,
l2784,58.414526;3.608629;7.625827,,,
l2785,57.727094;6.645114;7.575312,,,
l2786,64.056997;6.763748;7.592851,,,
l2788,59.245892;3.182672;7.765532,,,
l2790,58.852747;6.198291;7.759455,,,
l2791,55.758380;-0.510808;8.027195,,,
l2793,52.305018;2.939344;8.202328,,,
l2796,44.254402;5.570599;9.222241,,,
l2797,43.342119;2.385029;9.467108,,,
l2808,56.048366;-7.727245;0.849851,,,
l2892,56.495899;-7.933391;0.025904,,,
l2893,39.550956;-6.966405;0.516166,,,
l2895,38.796448;14.147771;0.631336,,,
l2896,44.399617;12.876004;0.713638,,,
l2897,58.326658;-6.642011;0.895204,,,
l2898,54.405855;13.335237;0.910909,,,
l2902,39.923369;14.090021;1.191224,,,
l2903,48.374928;12.625091;1.475932,,,
l2905,28.059432;-6.852379;1.562294,,,
l2907,41.311711;-5.506698;1.545916,,,
l2908,50.863540;13.149470;1.584522,,,
l2910,55.500872;-7.501911;1.649215,,,
l2911,56.301223;-7.136398;1.680501,,,
l2913,61.130846;12.429707;1.987397,,,
l2914,30.851513;13.257380;2.009579,,,
l2916,53.183498;-5.910609;2.299018,,,
l2917,54.543093;12.382227;2.533692,,,
l2922,54.174298;12.363626;3.320983,,,
l2923,41.416471;13.225616;3.476339,,,
l2924,41.104296;-6.249996;3.564976,,,
l2925,34.879776;-5.697211;3.777740,,,
l2927,47.532528;-6.179542;3.865430,,,
l2928,55.643819;11.292956;4.247342,,,
l2929,52.393392;11.133973;4.675941,,,
l2930,39.514744;-6.329675;4.785404,,,
l2932,40.334883;-6.277552;4.954079,,,
l2934,48.093063;-5.637940;5.240338,,,
l2935,60.645796;-4.590961;5.524250,,,
l2937,61.899400;9.472361;5.816594,,,
l2938,61.041251;10.394728;5.736679,,,
l2939,60.628206;11.032337;5.706388,,,
l2941,63.085781;9.085536;5.957123,,,
l2943,54.315285;-3.925838;6.273202,,,
l2944,59.494913;-3.429966;6.262007,,,
l2945,60.053607;-3.138852;6.343938,,,
l2947,67.614607;8.581871;6.526051,,,
l2948,48.815970;-5.278379;6.719540,,,
l2950,53.253346;-3.603152;6.855958,,,
l2951,47.770693;-3.929170;7.109264,,,
l2953,42.330839;-3.597583;7.443185,,,
l2955,66.648566;7.601172;7.445407,,,
l2956,56.764547;6.532885;7.633594,,,
l2957,61.477882;7.058933;7.607495,,,
l2958,43.848869;7.538536;7.553198,,,
l2959,43.782273;8.305987;7.602358,,,
l2960,54.086664;-1.790586;7.788689,,,
l2961,58.101748;-1.174329;7.782627,,,
l2963,62.986246;6.297077;7.847582,,,
l2965,48.809063;0.692890;7.983778,,,
l2967,64.199464;4.931910;8.026688,,,
l2969,63.625971;5.878664;7.948166,,,
l2970,42.552806;-3.437150;8.074599,,,
l2972,55.543318;-1.222928;8.104693,,,
l2973,65.395197;2.782254;8.200611,,,
l2974,55.907946;2.964122;8.209484,,,
l2975,64.627408;3.570246;8.076974,,,
l2977,44.194717;6.185147;8.157293,,,
l2979,42.704642;8.137918;8.474366,,,
l2980,46.141198;-0.310522;8.544754,,,
l2984,46.430671;0.742622;9.293248,,,
l3166,55.613521;13.452535;0.866625,,,
l3167,40.841910;-6.905720;0.921057,,,
l3172,27.601037;-7.548059;1.118232,,,
l3184,38.045569;-5.734613;3.011856,,,
l3185,47.975580;-5.811055;2.919566,,,
l3188,51.996586;-6.153218;4.016960,,,
l3190,57.344099;11.815511;4.093405,,,
l3193,54.230592;-5.916638;5.014327,,,
l3194,59.571969;-6.026077;4.979129,,,
l3195,67.154587;-5.946859;4.953107,,,
l3197,34.094969;12.516153;4.994769,,,
l3199,67.525971;11.732729;5.145265,,,
l3200,51.597813;-5.303942;5.268496,,,
l3201,44.111349;-5.218048;5.515826,,,
l3206,58.958993;9.689896;5.857732,,,
l3208,46.048460;-5.239276;5.973089,,,
l3212,65.765147;10.649335;5.912745,,,
l3213,47.052106;-5.337957;6.215438,,,
l3214,70.570557;-4.398219;6.370644,,,
l3217,71.206524;-3.777105;6.447001,,,
l3219,70.713585;9.009244;6.494103,,,
l3220,49.670982;-4.220996;6.787387,,,
l3221,56.254066;-2.385488;6.774776,,,
l3226,52.013737;-3.195443;7.316611,,,
l3227,60.015274;0.129331;7.499954,,,
l3229,46.456180;-3.156343;7.684427,,,
l3232,57.552537;3.677469;7.854479,,,
l3233,56.765261;4.184404;7.694916,,,
l3236,50.908573;6.636846;7.859213,,,
l3237,65.971886;6.545691;7.786670,,,
l3241,68.689447;-0.202955;8.167717,,,
l3243,63.553430;3.538980;8.229971,,,
l3244,67.789380;5.133120;8.067514,,,
l3246,63.941168;2.755379;8.293835,,,
l3247,69.183655;3.964122;8.288291,,,
l3411,59.936185;13.549501;0.092186,,,
l3412,55.068968;13.775489;0.104298,,,
l3415,59.414279;-6.939592;0.789394,,,
l3419,61.571183;13.497166;0.914222,,,
l3421,39.466794;-5.634491;1.385374,,,
l3422,55.288371;12.894801;1.489590,,,
l3425,55.686019;13.456371;1.515674,,,
l3428,61.916969;13.168186;1.748715,,,
l3430,57.993867;-6.908401;2.196845,,,
l3431,49.409016;-6.250410;2.197040,,,
l3432,71.614701;12.960006;2.126739,,,
l3433,53.928420;-7.214207;2.587299,,,
l3434,47.708422;-6.356444;2.561652,,,
l3436,56.566550;12.535797;2.970365,,,
l3437,39.222617;13.087014;2.949968,,,
l3438,40.249649;13.220066;3.077771,,,
l3439,55.401502;-5.709916;3.342756,,,
l3440,56.387002;12.658888;3.681036,,,
l3442,45.929890;-5.799161;4.227476,,,
l3443,72.104670;12.124559;4.217665,,,
l3445,68.699139;-5.804738;4.746693,,,
l3448,73.526778;9.695113;5.349023,,,
l3450,57.763898;-4.653087;5.719468,,,
l3451,57.291624;9.780507;5.840115,,,
l3453,55.648123;-4.312504;6.024747,,,
l3454,69.227319;11.135033;5.921456,,,
l3455,50.379193;-5.157837;6.182210,,,
l3457,59.607655;8.757427;6.178705,,,
l3459,53.086332;9.775108;6.441323,,,
l3460,73.209365;10.178412;6.393122,,,
l3461,49.799317;-5.164735;6.613237,,,
l3464,74.236818;7.750333;6.461725,,,
l3466,46.883296;-4.969245;6.869437,,,
l3467,63.742053;-3.263043;6.722453,,,
l3468,63.642656;-2.195425;6.691973,,,
l3469,70.778409;-3.077055;6.933230,,,
l3470,56.911686;-2.154094;6.929734,,,
l3471,55.987804;7.683548;6.917150,,,
l3473,62.566172;-1.608737;7.325981,,,
l3474,73.194898;-1.682480;7.288717,,,
l3475,74.081956;-1.051292;7.420815,,,
l3476,73.457084;6.280717;7.395293,,,
l3478,75.230974;4.692396;7.633313,,,
l3484,66.959034;-0.428866;8.182122,,,
l3485,66.774565;0.200958;8.145675,,,
l3486,53.216314;4.412087;8.089957,,,
l3487,66.230396;5.733693;8.120768,,,
l3489,73.218118;-0.762631;8.346737,,,
l3491,74.981590;2.540715;8.666537,,,
l3492,71.208615;2.948096;9.036978,,,
l3727,53.382373;-7.705533;0.088256,,,
l3728,54.150514;-7.660691;0.086206,,,
l3730,71.500410;13.070090;0.079535,,,
l3731,46.691126;13.408810;0.149362,,,
l3732,48.772790;13.899329;0.144546,,,
l3735,52.579274;-7.143880;0.623605,,,
l3739,71.698689;12.998157;1.040880,,,
l3742,52.549680;13.710299;1.296888,,,
l3744,49.531195;-6.992180;1.506338,,,
l3745,51.885953;-6.916690;1.643946,,,
l3746,41.597809;-6.208877;1.952532,,,
l3747,78.152584;-5.803568;2.168084,,,
l3749,41.234900;-5.881544;2.490535,,,
l3753,59.416614;-5.802988;3.430561,,,
l3754,69.667936;-5.513793;3.606387,,,
l3756,58.142468;12.884904;3.542018,,,
l3758,75.016649;12.054494;4.182513,,,
l3759,73.977344;12.321909;4.103847,,,
l3760,64.642500;12.966330;4.190117,,,
l3761,65.469632;12.920625;4.271548,,,
l3762,61.781817;12.358515;4.642309,,,
l3763,69.083917;12.697112;4.629650,,,
l3765,71.407275;11.385748;4.826080,,,
l3766,60.736497;-5.717433;4.982938,,,
l3767,56.095581;-5.304188;4.895780,,,
l3768,65.462879;12.467117;5.094334,,,
l3773,48.950532;10.472413;5.502952,,,
l3776,78.497004;-4.603597;5.426286,,,
l3777,55.149037;11.371798;5.676923,,,
l3779,65.519979;-5.105843;5.679431,,,
l3780,64.540204;11.615987;5.764770,,,
l3783,54.389189;10.802603;6.109854,,,
l3786,68.066204;10.628509;6.231844,,,
l3791,76.379362;8.151693;6.318210,,,
l3793,48.919801;10.078520;6.467904,,,
l3801,58.740492;-1.820434;7.276624,,,
l3802,61.076511;-1.913746;7.111922,,,
l3803,75.297127;6.663263;7.178226,,,
l3804,52.361090;7.780580;7.134800,,,
l3805,77.170148;-2.590408;7.393539,,,
l3806,77.350104;1.282115;7.414515,,,
l3807,77.162509;4.889522;7.423812,,,
l3808,64.720740;8.907914;7.305714,,,
l3810,71.127865;7.050549;7.510033,,,
l3811,71.142991;8.011255;7.542832,,,
l3812,62.589575;8.104198;7.635619,,,
l3815,55.850159;1.284887;7.800397,,,
l3818,73.657005;5.124730;7.896942,,,
l3820,62.681843;-0.640021;8.214484,,,
l3821,53.030360;0.274525;8.112389,,,
l3823,66.286458;1.555668;8.242424,,,
l3827,71.104476;0.883092;8.343425,,,
l3829,66.742532;4.342536;8.388742,,,
l3830,62.647232;5.329936;8.300268,,,
l3831,71.092212;6.744930;8.445962,,,
l3832,77.496051;1.483634;8.514303,,,
l3834,77.141501;3.010288;8.465919,,,
l3835,67.566581;3.675982;8.553062,,,
l3836,73.963772;4.339050;8.943871,,,
l3837,73.550987;5.049032;8.878167,,,
l3932,45.430430;-7.558288;0.151785,,,
l4021,49.076132;-7.723440;0.140433,,,
l4022,46.654763;-7.134799;0.190859,,,
l4024,61.735398;-6.800283;0.103350,,,
l4026,62.130606;13.959757;0.134597,,,
l4027,63.680331;14.047390;0.130017,,,
l4028,56.462602;14.132939;0.152116,,,
l4029,50.459525;-7.328680;0.559549,,,
l4032,62.576863;-5.739682;0.767674,,,
l4038,59.086480;13.646141;1.429626,,,
l4040,47.083166;-6.748479;1.553678,,,
l4043,43.899684;13.083437;2.032924,,,
l4044,79.555077;13.048290;2.196745,,,
l4046,45.457254;-6.221707;2.366669,,,
l4048,55.186427;-6.443002;2.696597,,,
l4049,52.656870;-6.967641;2.930260,,,
l4050,70.306031;13.434059;2.713655,,,
l4052,60.763761;-5.732577;3.251635,,,
l4054,70.561179;13.283828;3.601455,,,
l4057,78.738132;12.001485;4.229632,,,
l4059,74.212367;11.112475;4.782085,,,
l4060,75.558985;10.696271;4.909501,,,
l4067,81.306917;9.375545;5.476088,,,
l4069,62.022706;-4.738543;6.020482,,,
l4073,51.503357;-4.070192;6.223274,,,
l4074,78.630225;9.015711;6.221084,,,
l4075,81.342992;-2.936486;6.463032,,,
l4080,76.269201;-3.805188;6.794390,,,
l4081,66.581220;-1.712220;6.840089,,,
l4083,69.346878;9.587748;6.756220,,,
l4084,67.599236;-4.236311;7.084323,,,
l4085,65.989515;9.245456;6.953831,,,
l4086,79.294199;1.630793;7.229061,,,
l4089,80.998712;4.850703;7.519463,,,
l4090,59.492373;7.889387;7.569053,,,
l4091,75.820517;3.835073;7.694406,,,
l4095,63.218526;0.249341;8.273057,,,
l4096,63.180558;1.312015;8.267587,,,
l4097,60.644894;4.065008;8.320453,,,
l4099,70.137017;-0.792507;8.379456,,,
l4101,61.875106;2.988872;8.637765,,,
l4103,72.807075;0.235587;8.959926,,,
l4183,46.860291;-7.969267;0.192637,,,
l4270,70.640819;-6.445976;0.120531,,,
l4271,65.439628;14.223074;0.161484,,,
l4272,69.758526;14.453493;0.148333,,,
l4274,58.058150;14.008281;0.746260,,,
l4276,49.869032;-7.118128;0.869161,,,
l4278,64.031694;-5.608772;0.764944,,,
l4279,65.138279;13.784533;0.858099,,,
l4280,68.247318;14.458575;0.917173,,,
l4282,47.884811;-6.236634;1.374588,,,
l4283,84.912210;-6.087210;1.150327,,,
l4284,57.016458;13.728390;1.266707,,,
l4285,43.948686;-6.531535;1.583866,,,
l4286,64.143006;-5.469754;1.391605,,,
l4287,64.823642;13.348493;1.534973,,,
l4289,66.552314;13.516815;1.601860,,,
l4290,39.607823;-6.723824;1.986731,,,
l4291,61.505274;-5.580112;1.858834,,,
l4292,58.226755;13.436606;1.861350,,,
l4296,64.479654;13.002654;2.193652,,,
l4297,59.604738;12.995414;2.504700,,,
l4298,75.013379;-5.643963;2.686628,,,
l4299,63.010940;12.802861;2.753431,,,
l4300,60.797837;-5.339104;2.925968,,,
l4301,65.400427;12.922623;2.941550,,,
l4302,62.069741;12.810331;3.314360,,,
l4304,58.054143;-5.016982;3.636807,,,
l4306,80.021592;-5.681342;3.967947,,,
l4307,63.060646;13.004645;4.075657,,,
l4308,79.346499;13.001338;4.051712,,,
l4317,57.409729;-5.683923;5.067995,,,
l4319,74.257676;10.434235;5.314579,,,
l4320,56.869659;-5.969116;5.471473,,,
l4322,84.260162;10.148777;5.472004,,,
l4323,63.024498;11.726698;5.960605,,,
l4324,80.253358;9.726274;6.041965,,,
l4326,77.867978;-3.727017;6.553216,,,
l4327,80.074817;-2.775190;6.873043,,,
l4328,74.925988;-3.760029;6.986242,,,
l4330,82.000302;-1.696947;7.154038,,,
l4331,82.278497;7.620316;7.284220,,,
l4332,59.525650;8.317941;7.357162,,,
l4333,83.300133;1.270869;7.346753,,,
l4334,83.241662;5.429405;7.382042,,,
l4335,68.500326;8.490911;7.531789,,,
l4336,66.055918;-4.152896;7.539116,,,
l4337,84.935507;-0.744756;7.592083,,,
l4338,60.664426;1.088111;7.888163,,,
l4342,80.710035;-0.889444;7.954208,,,
l4343,81.037762;3.806156;8.034878,,,
l4344,67.904552;8.153893;8.138065,,,
l4345,76.703852;-0.144973;8.173926,,,
l4348,64.886508;2.159189;8.534703,,,
l4350,73.979889;6.006359;8.597875,,,
l4554,63.598853;-6.643689;0.191553,,,
l4558,66.802854;14.482011;0.198775,,,
l4563,71.399045;-6.035625;0.875448,,,
l4567,57.793265;-5.420936;1.877897,,,
l4570,59.005768;-5.457660;2.421835,,,
l4573,63.051485;-5.150544;2.828559,,,
l4576,68.244664;13.539760;3.636052,,,
l4577,80.278478;12.684894;3.867375,,,
l4582,81.432071;12.398662;3.953430,,,
l4585,75.989180;12.960592;4.376869,,,
l4587,58.480546;12.301557;4.644316,,,
l4590,81.997504;-5.164503;4.813645,,,
l4592,70.149398;12.496737;5.231206,,,
l4595,63.058130;12.618314;5.452265,,,
l4596,59.133234;11.672074;5.716456,,,
l4597,67.665521;-4.543191;5.837423,,,
l4598,83.229421;-3.603651;5.894029,,,
l4599,82.764641;8.953720;5.928716,,,
l4600,82.019682;9.176119;5.840821,,,
l4601,80.969204;11.148291;5.769607,,,
l4606,62.594388;-4.468934;6.478159,,,
l4609,64.036581;9.843991;6.592453,,,
l4610,73.876774;10.027997;6.436661,,,
l4613,60.938684;-2.975832;6.993702,,,
l4614,82.765643;-1.866904;6.779499,,,
l4617,65.634311;-2.698079;7.195344,,,
l4618,86.034933;1.454632;7.267289,,,
l4621,80.833465;7.975222;7.528474,,,
l4625,77.491880;0.319380;7.677081,,,
l4626,77.485517;2.962594;7.694432,,,
l4627,77.147618;6.171743;7.700557,,,
l4630,64.952480;-0.695920;8.169386,,,
l4631,75.050323;1.958536;8.012836,,,
l4638,64.469627;-0.258319;8.612573,,,
l4640,70.117559;8.288637;8.605558,,,
l4642,75.882914;0.829525;9.019485,,,
l4643,73.535618;1.940301;9.248329,,,
l4961,65.662957;-6.745631;0.231096,,,
l4962,71.642146;-6.062152;0.213779,,,
l4963,72.098420;13.118323;0.220333,,,
l4969,83.076580;-6.446402;1.067485,,,
l4970,83.147469;13.932456;1.112491,,,
l4973,58.530775;-5.606352;1.345580,,,
l4976,74.234423;13.325331;1.689607,,,
l4977,72.987276;13.602639;1.648028,,,
l4982,85.808629;-5.446689;2.059318,,,
l4984,73.247382;13.314492;2.371944,,,
l4985,71.448771;13.886178;2.285254,,,
l4986,78.605914;-5.167053;2.556545,,,
l4987,63.137776;-5.147736;2.528668,,,
l4989,55.962856;-5.991852;2.812598,,,
l4991,49.244766;-6.494602;3.223450,,,
l4994,69.890949;-5.663724;3.239514,,,
l4996,60.778282;-5.276761;3.961201,,,
l4997,74.035808;13.138581;3.887171,,,
l4998,68.563908;13.495253;4.009904,,,
l5002,63.618226;-5.529130;4.507382,,,
l5003,57.377675;12.890997;4.479723,,,
l5005,64.553620;-5.539870;4.684109,,,
l5006,65.547013;13.170784;4.804870,,,
l5007,69.216687;-5.433243;4.958321,,,
l5008,86.155145;-5.003964;4.935098,,,
l5009,53.202432;11.678970;5.060362,,,
l5010,66.570778;13.104894;4.954293,,,
l5012,66.739465;-4.808264;5.618097,,,
l5015,83.810620;11.411912;5.748209,,,
l5017,79.114741;-4.423071;5.800666,,,
l5018,79.863077;-3.792151;5.900950,,,
l5019,85.764561;-3.625009;5.828158,,,
l5021,65.440853;-4.520814;6.389483,,,
l5022,67.326215;-4.441305;6.297200,,,
l5023,82.122099;-2.893116;6.226759,,,
l5024,57.587548;11.289636;6.431601,,,
l5026,77.253923;10.163190;6.481352,,,
l5027,70.006078;11.441638;6.689151,,,
l5028,70.729580;11.332155;6.826797,,,
l5031,68.716252;-2.985568;7.782715,,,
l5033,85.505854;0.564995;7.669002,,,
l5034,80.332858;1.749058;7.620098,,,
l5035,84.723375;5.834435;7.596722,,,
l5036,84.864912;7.645969;7.669290,,,
l5037,90.889759;7.859337;7.620285,,,
l5038,67.171327;-3.365227;7.939986,,,
l5039,86.569483;-0.040215;7.853510,,,
l5040,81.004236;5.299482;7.809993,,,
l5042,75.171700;1.837918;8.083828,,,
l5043,83.008992;3.692130;8.166690,,,
l5046,83.702337;3.405475;8.297583,,,
l5047,89.093597;3.410328;8.308713,,,
l5051,66.096203;7.343365;8.414579,,,
l5054,69.808445;7.603925;8.969970,,,
l5274,83.259811;-6.933891;0.226089,,,
l5275,68.330570;3.653366;0.269964,,,
l5276,70.424273;14.539734;0.265158,,,
l5277,50.836320;-7.817250;0.522790,,,
l5282,77.921179;14.067357;0.992518,,,
l5283,79.308358;14.126162;1.016914,,,
l5284,63.827139;-6.328793;1.096665,,,
l5285,89.487720;13.738263;1.193938,,,
l5289,72.257569;-6.099490;1.420795,,,
l5292,70.115481;14.579376;1.470731,,,
l5298,72.773947;-5.762004;2.029833,,,
l5301,47.815877;-6.926883;2.223686,,,
l5303,52.922573;13.722072;2.262938,,,
l5305,81.784543;-6.535359;2.591941,,,
l5306,80.323843;-4.881168;2.483153,,,
l5307,79.507135;13.241337;2.563854,,,
l5308,80.726943;13.166069;2.633346,,,
l5310,86.940023;13.321631;3.003949,,,
l5311,75.094222;13.318409;3.001088,,,
l5315,59.177963;12.999727;3.857782,,,
l5326,79.539428;-5.136778;5.402760,,,
l5327,74.917587;-4.934251;5.359626,,,
l5328,61.880970;-5.519101;5.504089,,,
l5331,88.606583;-3.664224;5.788293,,,
l5333,89.145270;10.425443;5.985120,,,
l5334,88.343838;11.293067;5.912455,,,
l5335,81.782328;11.459762;5.930583,,,
l5337,84.211306;-3.450776;6.067439,,,
l5343,78.462517;-3.766838;6.663344,,,
l5344,94.258801;9.805958;6.611306,,,
l5345,71.280758;9.691801;6.748656,,,
l5346,79.042042;8.299409;6.910180,,,
l5347,72.436222;8.900713;6.948248,,,
l5348,67.446094;10.478472;7.059401,,,
l5350,76.789006;7.889800;7.173617,,,
l5354,75.478135;7.266808;7.548319,,,
l5355,69.727351;-3.486606;7.708292,,,
l5356,74.343296;-1.534739;7.745296,,,
l5360,71.469855;7.515562;7.841723,,,
l5362,83.049023;8.138542;7.668721,,,
l5365,81.333584;1.241478;7.968510,,,
l5366,89.861876;1.683364;7.866401,,,
l5368,77.205219;7.176635;7.950287,,,
l5373,81.858809;4.334708;8.129241,,,
l5374,90.879459;6.716903;8.118259,,,
l5375,75.170406;6.645917;8.125062,,,
l5376,81.323625;6.964669;8.099459,,,
l5379,92.780576;4.169035;8.396109,,,
l5380,79.059420;4.394844;8.277916,,,
l5381,92.187081;4.829124;8.303936,,,
l5382,91.762271;5.555832;8.244107,,,
l5383,87.675028;3.582845;8.438864,,,
l6041,80.552679;-7.226434;0.315343,,,
l6045,53.870110;6.249653;0.517198,,,
l6046,75.377966;14.183057;0.322204,,,
l6049,68.620060;-6.448336;1.077457,,,
l6052,86.788927;14.240520;1.076399,,,
l6056,63.272082;-6.344846;1.409090,,,
l6057,75.853175;13.961534;1.464938,,,
l6058,68.530437;14.129228;1.680128,,,
l6061,69.530232;14.553485;1.744366,,,
l6062,76.932688;-6.562934;1.931713,,,
l6069,80.899411;-6.662994;2.794382,,,
l6074,83.101696;-5.141807;3.611097,,,
l6077,83.519715;13.276403;3.881718,,,
l6078,78.710377;-5.500446;4.313068,,,
l6080,86.964674;13.440860;4.227450,,,
l6082,101.025324;12.458469;4.541310,,,
l6083,71.031251;-5.323631;4.867151,,,
l6085,84.929935;12.245191;4.723463,,,
l6088,73.163176;12.593056;4.941150,,,
l6092,85.687132;-5.343564;5.339269,,,
l6094,73.396828;11.536809;5.394690,,,
l6097,86.836840;12.117742;5.735441,,,
l6098,93.654017;12.523749;5.797344,,,
l6100,79.331178;11.651769;5.925444,,,
l6103,85.332039;10.500344;6.191308,,,
l6105,90.033638;11.878545;6.181227,,,
l6106,99.422221;9.754520;6.429035,,,
l6107,86.386513;10.080289;6.344462,,,
l6109,85.490159;-2.482510;6.697061,,,
l6110,101.291364;8.889045;6.644172,,,
l6111,87.430139;9.720624;6.501097,,,
l6112,79.968946;10.758353;6.621589,,,
l6114,78.814027;8.785720;6.850793,,,
l6116,75.992912;10.049249;6.892253,,,
l6117,97.477144;-2.568823;7.054520,,,
l6118,91.672840;-2.178223;7.034676,,,
l6119,98.595275;-1.695392;7.215006,,,
l6121,74.100556;-3.998060;7.498086,,,
l6124,93.051565;9.382672;7.431323,,,
l6125,92.170487;9.638614;7.292828,,,
l6126,89.686778;-0.826964;7.496732,,,
l6127,100.684733;7.292330;7.596380,,,
l6128,73.595840;7.816006;7.616096,,,
l6129,74.872916;-4.037232;7.754896,,,
l6130,87.465067;-0.751929;7.836139,,,
l6131,86.973028;1.699123;7.728985,,,
l6132,84.135649;2.232885;7.821651,,,
l6133,102.659856;2.585343;7.826663,,,
l6134,84.104986;5.396467;7.898691,,,
l6137,88.229385;-0.486041;8.001297,,,
l6139,79.916417;1.535476;8.033163,,,
l6141,85.607204;-0.599287;8.168526,,,
l6142,98.242162;-0.364067;8.158163,,,
l6146,77.896297;5.122443;8.166784,,,
l6148,79.995466;7.163472;8.294026,,,
l6149,89.722283;0.691752;8.324969,,,
l6150,94.054601;1.294271;8.349168,,,
l6151,93.861977;2.250235;8.317561,,,
l6153,89.883969;5.144559;8.426622,,,
l6154,89.747558;5.901975;8.420233,,,
l6155,93.878423;6.010309;8.388014,,,
l6156,80.844447;6.691719;8.499611,,,
l6157,89.244176;6.955795;8.349882,,,
l6158,85.472169;7.099879;8.298988,,,
l6159,94.737251;0.848226;8.481546,,,
l6160,90.893108;3.794574;8.613553,,,
l6161,90.445769;4.536583;8.532553,,,
l6162,94.583664;5.349169;8.508316,,,
l6164,82.378145;3.143363;8.772946,,,
l6166,102.259944;3.661447;8.870877,,,
l6167,98.494895;4.105009;9.245987,,,
l6622,77.591072;-7.687009;0.377208,,,
l6623,72.176921;-7.493304;0.393084,,,
l6626,74.725789;-6.291974;0.778214,,,
l6627,77.587049;-7.082733;0.834696,,,
l6629,89.885738;-6.090597;1.050356,,,
l6632,84.322706;14.049146;0.991563,,,
l6633,65.180801;-6.571169;1.288644,,,
l6634,99.425467;-5.754443;1.225800,,,
l6635,82.185915;-6.941724;1.467440,,,
l6636,64.968121;-5.787892;1.433927,,,
l6639,85.591186;13.837062;1.681606,,,
l6645,83.175972;-6.819430;2.077790,,,
l6646,66.161821;-5.251646;2.160532,,,
l6648,79.360935;-7.111308;2.353724,,,
l6649,74.227728;-6.038685;2.299351,,,
l6650,84.136918;13.399846;2.260235,,,
l6652,106.149879;-5.650499;2.411208,,,
l6657,75.986908;-6.327706;2.910708,,,
l6658,79.945169;-5.763968;2.866905,,,
l6661,77.311391;-6.575291;3.081856,,,
l6663,77.520958;-5.203805;3.503536,,,
l6668,82.341580;13.104472;3.968913,,,
l6670,72.747068;-6.055162;4.330876,,,
l6671,74.504328;-6.037778;4.314128,,,
l6673,103.635140;12.429911;4.418723,,,
l6674,102.283563;12.870605;4.318550,,,
l6677,83.497460;12.202097;4.675875,,,
l6681,74.568575;12.740893;4.959901,,,
l6682,89.374170;12.950000;4.781515,,,
l6685,78.017816;-6.045662;5.038568,,,
l6686,77.928703;12.146433;4.970708,,,
l6690,82.601161;-5.257966;5.383707,,,
l6694,94.702763;12.412930;5.401250,,,
l6695,68.103907;12.954777;5.483020,,,
l6697,106.611281;-4.056365;5.636547,,,
l6699,93.269188;-4.437890;5.809584,,,
l6701,97.905960;12.118209;5.783028,,,
l6703,91.203072;-4.723907;6.260391,,,
l6706,94.940068;11.921590;6.272404,,,
l6707,104.447776;-3.727789;6.435628,,,
l6708,104.063217;9.025317;6.460387,,,
l6709,103.292451;9.734913;6.380773,,,
l6711,78.383478;11.178754;6.547336,,,
l6712,86.144686;11.382300;6.353519,,,
l6713,77.528481;-4.644682;6.736051,,,
l6715,97.797420;11.484553;6.666756,,,
l6717,89.552335;9.468921;6.864759,,,
l6718,92.960883;10.345478;6.732698,,,
l6723,87.635070;-2.744472;6.952810,,,
l6727,88.020328;-1.939331;7.019997,,,
l6731,102.749404;7.491131;7.268896,,,
l6733,87.049879;-1.537953;7.471277,,,
l6734,94.945542;-3.617126;7.716568,,,
l6735,105.747796;-2.032240;7.650097,,,
l6736,105.294811;1.757565;7.573159,,,
l6737,105.413161;2.556727;7.595130,,,
l6738,104.991553;5.708437;7.568241,,,
l6739,105.169955;6.330038;7.605966,,,
l6741,89.857526;9.076717;7.653549,,,
l6742,106.153701;-1.311627;7.706104,,,
l6744,100.927334;-0.168799;7.874660,,,
l6747,82.672187;1.061797;8.140838,,,
l6753,92.194729;8.091570;8.097022,,,
l6754,88.402063;8.224618;8.020225,,,
l6755,83.297542;-0.723326;8.341579,,,
l6762,92.994153;7.352440;8.234365,,,
l6765,104.006544;0.563560;8.407237,,,
l6767,90.996578;1.986015;8.416721,,,
l6769,87.903418;6.773064;8.532994,,,
l6770,82.176848;-0.606869;8.574624,,,
l6774,104.886494;3.913007;8.581056,,,
l6776,88.466856;5.263931;8.606294,,,
l6778,88.508173;5.884374;8.644608,,,
l6780,99.515709;6.620988;8.655349,,,
l6781,99.543439;7.816974;8.698612,,,
l6782,98.914107;8.414037;8.599041,,,
l6786,96.043241;5.016386;8.812215,,,
l6924,97.728499;8.169392;7.894816,,,
l7098,85.982236;-6.787063;0.385582,,,
l7100,96.155026;15.054525;0.340715,,,
l7101,97.920706;15.087114;0.335361,,,
l7102,67.938332;-7.517101;0.885601,,,
l7104,88.145507;-6.138621;0.977843,,,
l7105,90.205879;-5.126856;1.010232,,,
l7106,97.028697;15.073974;1.177941,,,
l7112,82.460686;13.557374;2.008581,,,
l7116,107.776133;-5.032984;2.354177,,,
l7118,98.228797;13.795778;2.900652,,,
l7119,97.606748;14.143367;2.872089,,,
l7122,101.371123;-4.966098;2.976431,,,
