key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
x43,,153.955170;2.341636;-3.615353;0.073836;-0.040187;0.012208;6.117900;1.060101;23.956332;0.000535;-0.216006;0.007784;1.060101;32.921256;15.834839;0.079063;-0.116075;0.191559;23.956332;15.834839;388.020327;0.009935;-3.452704;0.115539;0.000535;0.079063;0.009935;0.043935;-0.000038;-0.001530;-0.216006;-0.116075;-3.452704;-0.000038;0.043939;-0.000814;0.007784;0.191559;0.115539;-0.001530;-0.000814;0.001556,,
x44,,157.272239;2.300523;-3.392900;0.044760;-0.030346;0.018433;5.732130;0.489573;20.285959;-0.000311;-0.175720;0.002619;0.489573;33.648818;5.575011;0.067519;-0.019744;0.193548;20.285959;5.575011;413.043203;-0.012223;-3.604650;0.020054;-0.000311;0.067519;-0.012223;0.044961;0.000002;-0.001099;-0.175720;-0.019744;-3.604650;0.000002;0.044951;0.000418;0.002619;0.193548;0.020054;-0.001099;0.000418;0.001528,,
x45,,161.007060;2.281786;-3.550274;0.065929;-0.040002;0.022713;6.389422;1.270014;26.059305;-0.001239;-0.223261;0.008539;1.270014;35.666269;14.213537;0.076449;-0.093691;0.200613;26.059305;14.213537;440.165798;-0.035903;-3.767736;0.094930;-0.001239;0.076449;-0.035903;0.045937;-0.000026;-0.001508;-0.223261;-0.093691;-3.767736;-0.000026;0.045949;-0.000502;0.008539;0.200613;0.094930;-0.001508;-0.000502;0.001564,,
x46,,163.920583;2.432928;-3.116269;0.064171;-0.026676;0.018319;5.757294;0.851364;19.469815;-0.000236;-0.157663;0.005576;0.851364;36.871412;14.108096;0.055596;-0.088777;0.206089;19.469815;14.108096;463.781831;-0.011590;-3.905275;0.089013;-0.000236;0.055596;-0.011590;0.046968;-0.000018;-0.000927;-0.157663;-0.088777;-3.905275;-0.000018;0.046951;-0.000424;0.005576;0.206089;0.089013;-0.000927;-0.000424;0.001541,,
x47,,167.335152;2.286205;-3.054782;0.066905;-0.018711;0.027957;5.573308;1.136041;16.063147;-0.000957;-0.124468;0.007419;1.136041;38.468915;15.889525;0.050388;-0.100786;0.212280;16.063147;15.889525;491.702646;-0.059381;-4.065735;0.101744;-0.000957;0.050388;-0.059381;0.047981;-0.000016;-0.000542;-0.124468;-0.100786;-4.065735;-0.000016;0.047948;-0.000551;0.007419;0.212280;0.101744;-0.000542;-0.000551;0.001541,,
x48,,170.561310;2.409647;-3.380270;0.075337;-0.040765;0.024458;6.828775;1.742585;29.431091;-0.001706;-0.236546;0.011500;1.742585;40.311643;20.516788;0.071830;-0.136111;0.217506;29.431091;20.516788;517.530482;-0.048741;-4.214092;0.137817;-0.001706;0.071830;-0.048741;0.048934;-0.000041;-0.001572;-0.236546;-0.136111;-4.214092;-0.000041;0.048936;-0.000939;0.011500;0.217506;0.137817;-0.001572;-0.000939;0.001610,,
x49,,174.390570;2.394098;-3.082773;0.075775;-0.027021;0.028736;6.145576;1.613690;22.126518;-0.001615;-0.168021;0.010334;1.613690;42.100115;21.819766;0.054871;-0.141683;0.224844;22.126518;21.819766;551.798778;-0.069649;-4.404262;0.143298;-0.001615;0.054871;-0.069649;0.049968;-0.000029;-0.000911;-0.168021;-0.141683;-4.404262;-0.000029;0.049935;-0.000963;0.010334;0.224844;0.143298;-0.000911;-0.000963;0.001587,,
x50,,177.786245;2.676231;-3.136885;0.080809;-0.033651;0.016398;6.645546;1.492981;27.469929;-0.000092;-0.208588;0.009587;1.492981;44.027250;25.594911;0.063163;-0.166738;0.231200;27.469929;25.594911;582.188623;-0.006159;-4.571512;0.166830;-0.000092;0.063163;-0.006159;0.050953;-0.000042;-0.001264;-0.208588;-0.166738;-4.571512;-0.000042;0.050924;-0.001201;0.009587;0.231200;0.166830;-0.001264;-0.001201;0.001623,,
x51,,181.759641;2.828035;-3.436644;0.077125;-0.056324;0.010412;8.648109;1.883434;44.377222;0.001286;-0.340322;0.011653;1.883434;45.856262;24.789299;0.086598;-0.154430;0.233910;44.377222;24.789299;618.201037;0.020600;-4.767987;0.153144;0.001286;0.086598;0.020600;0.051869;-0.000060;-0.002397;-0.340322;-0.154430;-4.767987;-0.000060;0.051932;-0.001012;0.011653;0.233910;0.153144;-0.002397;-0.001012;0.001709,,
x52,,185.491457;2.720346;-3.078439;0.084323;-0.037309;0.022066;7.150491;2.077105;32.274510;-0.001223;-0.235152;0.012863;2.077105;48.103410;30.297609;0.062713;-0.192580;0.244597;32.274510;30.297609;656.233931;-0.040165;-4.965245;0.193803;-0.001223;0.062713;-0.040165;0.052943;-0.000051;-0.001409;-0.235152;-0.192580;-4.965245;-0.000051;0.052915;-0.001383;0.012863;0.244597;0.193803;-0.001409;-0.001383;0.001662,,
x53,,188.988401;2.610591;-2.488682;0.083783;0.001146;0.033156;5.706552;1.164805;3.992645;0.000343;-0.009563;0.006618;1.164805;49.853143;31.395713;0.021336;-0.195105;0.251955;3.992645;31.395713;693.671713;-0.095867;-5.155027;0.194762;0.000343;0.021336;-0.095867;0.053975;0.000003;0.000595;-0.009563;-0.195105;-5.155027;0.000003;0.053916;-0.001364;0.006618;0.251955;0.194762;0.000595;-0.001364;0.001639,,
x54,,192.449486;2.538468;-2.881967;0.077379;-0.030488;0.038924;6.940196;2.531083;28.803933;-0.003669;-0.197442;0.014680;2.531083;51.322126;28.222897;0.050730;-0.167134;0.253959;28.803933;28.222897;729.806808;-0.145901;-5.339174;0.170803;-0.003669;0.050730;-0.145901;0.054961;-0.000033;-0.001041;-0.197442;-0.167134;-5.339174;-0.000033;0.054932;-0.001031;0.014680;0.253959;0.170803;-0.001041;-0.001031;0.001648,,
x55,,196.011942;2.887861;-2.569058;0.081083;-0.009593;0.026607;6.088675;1.298103;12.856289;-0.000403;-0.074463;0.007274;1.298103;53.513341;32.281805;0.033702;-0.190392;0.262158;12.856289;32.281805;769.796360;-0.060018;-5.538591;0.190795;-0.000403;0.033702;-0.060018;0.055981;-0.000012;0.000034;-0.074463;-0.190392;-5.538591;-0.000012;0.055923;-0.001223;0.007274;0.262158;0.190795;0.000034;-0.001223;0.001646,,
x56,,199.286547;2.803362;-2.450815;0.052848;-0.014713;0.028749;6.327939;1.168134;16.627803;-0.000872;-0.097958;0.006307;1.168134;54.041514;12.264228;0.031336;-0.040185;0.260737;16.627803;12.264228;808.310467;-0.081927;-5.727614;0.041057;-0.000872;0.031336;-0.081927;0.056980;-0.000012;-0.000238;-0.097958;-0.040185;-5.727614;-0.000012;0.056949;0.000310;0.006307;0.260737;0.041057;-0.000238;0.000310;0.001631,,
x57,,202.895989;2.785937;-2.287532;0.062618;-0.001986;0.025180;6.123608;0.903708;5.660433;0.000116;-0.016784;0.005065;0.903708;56.368640;20.357681;0.020045;-0.094388;0.268254;5.660433;20.357681;850.873047;-0.064011;-5.932867;0.094272;0.000116;0.020045;-0.064011;0.057978;-0.000011;0.000454;-0.016784;-0.094388;-5.932867;-0.000011;0.057950;-0.000229;0.005065;0.268254;0.094272;0.000454;-0.000229;0.001643,,
x58,,206.869767;2.839183;-2.584509;0.072253;-0.049556;0.066734;8.989690;4.690235;48.448865;-0.014149;-0.314334;0.025413;4.690235;58.933288;28.693835;0.044080;-0.152335;0.275105;48.448865;28.693835;896.403609;-0.337078;-6.143552;0.166485;-0.014149;0.044080;-0.337078;0.058903;-0.000043;-0.002083;-0.314334;-0.152335;-6.143552;-0.000043;0.058941;-0.000794;0.025413;0.275105;0.166485;-0.002083;-0.000794;0.001736,,
x59,,210.641346;3.129122;-2.394171;0.072417;-0.049316;0.063413;9.056576;4.602588;49.532630;-0.013147;-0.313831;0.024411;4.602588;61.173199;30.078956;0.036665;-0.156264;0.281764;49.532630;30.078956;944.258566;-0.313506;-6.367857;0.169412;-0.013147;0.036665;-0.313506;0.059903;-0.000044;-0.002080;-0.313831;-0.156264;-6.367857;-0.000044;0.059940;-0.000801;0.024411;0.281764;0.169412;-0.002080;-0.000801;0.001746,,
