key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b38,,,,0.001701;-0.029909;0.010325;-0.000131;0.000165;-0.000956
b39,,,,0.001763;-0.030605;0.010352;-0.000147;0.000158;-0.000952
b40,,,,0.001808;-0.031309;0.010392;-0.000163;0.000149;-0.000948
b41,,,,0.001834;-0.031960;0.010444;-0.000178;0.000142;-0.000944
b42,,,,0.001847;-0.032844;0.010542;-0.000196;0.000132;-0.000938
b43,,,,0.001847;-0.033479;0.010635;-0.000208;0.000125;-0.000933
b44,,,,0.001841;-0.034083;0.010742;-0.000218;0.000119;-0.000928
b45,,,,0.001831;-0.034711;0.010872;-0.000226;0.000113;-0.000923
b46,,,,0.001816;-0.035296;0.011009;-0.000231;0.000110;-0.000917
b47,,,,0.001797;-0.035906;0.011166;-0.000235;0.000107;-0.000911
b48,,,,0.001774;-0.036492;0.011330;-0.000235;0.000105;-0.000905
b49,,,,0.001746;-0.037056;0.011498;-0.000232;0.000106;-0.000898
b50,,,,0.001710;-0.037648;0.011684;-0.000227;0.000107;-0.000891
b51,,,,0.001654;-0.038391;0.011932;-0.000214;0.000112;-0.000882
b52,,,,0.001590;-0.039145;0.012195;-0.000196;0.000121;-0.000873
b53,,,,0.001544;-0.039712;0.012399;-0.000178;0.000129;-0.000865
b54,,,,0.001490;-0.040473;0.012675;-0.000150;0.000143;-0.000855
b55,,,,0.001456;-0.041047;0.012882;-0.000125;0.000155;-0.000847
b56,,,,0.001428;-0.041618;0.013090;-0.000098;0.000168;-0.000839
b57,,,,0.001403;-0.042377;0.013363;-0.000056;0.000187;-0.000828
b58,,,,0.001396;-0.042951;0.013564;-0.000021;0.000202;-0.000819
b59,,,,0.001395;-0.043532;0.013760;0.000018;0.000218;-0.000810
b60,,,,0.001409;-0.044346;0.014016;0.000074;0.000240;-0.000798
b61,,,,0.001499;-0.046191;0.014502;0.000205;0.000286;-0.000770
b62,,,,0.001505;-0.046305;0.014528;0.000212;0.000289;-0.000768
b63,,,,0.001510;-0.046381;0.014545;0.000218;0.000291;-0.000767
b64,,,,0.001599;-0.048212;0.014891;0.000339;0.000330;-0.000740
b65,,,,0.001638;-0.050239;0.015176;0.000455;0.000368;-0.000711
b66,,,,0.001626;-0.052468;0.015429;0.000553;0.000408;-0.000683
b67,,,,0.001583;-0.054862;0.015590;0.000626;0.000445;-0.000654
b68,,,,0.001491;-0.057338;0.015569;0.000665;0.000481;-0.000624
b69,,,,0.001311;-0.059800;0.015409;0.000670;0.000514;-0.000595
b70,,,,0.001020;-0.062128;0.014945;0.000645;0.000553;-0.000565
b71,,,,0.000680;-0.064247;0.014203;0.000602;0.000607;-0.000534
b72,,,,0.000322;-0.066154;0.013336;0.000555;0.000681;-0.000504
b73,,,,-0.000043;-0.067889;0.012584;0.000515;0.000774;-0.000473
b74,,,,-0.000415;-0.069519;0.012018;0.000489;0.000888;-0.000442
b75,,,,-0.000802;-0.071115;0.011620;0.000482;0.001021;-0.000411
b76,,,,-0.001197;-0.072747;0.011398;0.000496;0.001174;-0.000379
b77,,,,-0.001584;-0.074492;0.011422;0.000526;0.001345;-0.000348
b78,,,,-0.001930;-0.076415;0.011637;0.000567;0.001532;-0.000316
b79,,,,-0.002198;-0.078551;0.012004;0.000606;0.001733;-0.000283
b80,,,,-0.002353;-0.080899;0.012368;0.000633;0.001943;-0.000251
b81,,,,-0.002352;-0.083401;0.012569;0.000637;0.002154;-0.000218
b82,,,,-0.002196;-0.086004;0.012526;0.000611;0.002360;-0.000184
b83,,,,-0.001881;-0.088620;0.012222;0.000553;0.002557;-0.000149
b84,,,,-0.001432;-0.091128;0.011790;0.000464;0.002734;-0.000113
b85,,,,-0.000863;-0.093454;0.011474;0.000350;0.002887;-0.000077
b86,,,,-0.000186;-0.095555;0.011459;0.000215;0.003018;-0.000038
b87,,,,0.000595;-0.097401;0.011906;0.000066;0.003123;0.000001
b88,,,,0.001474;-0.098980;0.012826;-0.000092;0.003202;0.000042
b89,,,,0.002437;-0.100276;0.014063;-0.000252;0.003251;0.000085
b90,,,,0.003457;-0.101315;0.015526;-0.000409;0.003267;0.000129
b91,,,,0.004487;-0.102135;0.017118;-0.000558;0.003245;0.000174
b92,,,,0.005511;-0.102796;0.018701;-0.000704;0.003184;0.000221
b93,,,,0.006472;-0.103340;0.020186;-0.000850;0.003086;0.000270
b94,,,,0.007299;-0.103791;0.021498;-0.000995;0.002956;0.000320
b95,,,,0.007957;-0.104133;0.022563;-0.001140;0.002802;0.000371
b96,,,,0.008401;-0.104365;0.023411;-0.001280;0.002635;0.000423
b97,,,,0.008622;-0.104468;0.024167;-0.001409;0.002466;0.000477
b98,,,,0.008691;-0.104383;0.024945;-0.001519;0.002302;0.000531
b99,,,,0.008682;-0.104101;0.025743;-0.001599;0.002149;0.000586
b100,,,,0.008643;-0.103624;0.026507;-0.001637;0.002008;0.000642
b101,,,,0.008675;-0.103010;0.027307;-0.001625;0.001864;0.000698
b102,,,,0.008771;-0.102346;0.028092;-0.001556;0.001706;0.000754
b103,,,,0.008837;-0.101712;0.028764;-0.001435;0.001524;0.000811
b104,,,,0.008730;-0.101195;0.029064;-0.001263;0.001332;0.000867
b105,,,,0.008275;-0.100910;0.028900;-0.001047;0.001151;0.000923
b106,,,,0.007303;-0.100968;0.028341;-0.000789;0.001000;0.000981
b107,,,,0.006661;-0.101201;0.027897;-0.000625;0.000935;0.001016
b108,,,,0.006424;-0.101325;0.027728;-0.000563;0.000916;0.001029
b109,,,,0.005959;-0.101679;0.027412;-0.000437;0.000886;0.001057
b110,,,,0.005465;-0.102238;0.027109;-0.000297;0.000864;0.001089
b111,,,,0.005217;-0.102611;0.026974;-0.000223;0.000857;0.001108
b112,,,,0.005153;-0.102875;0.026910;-0.000178;0.000855;0.001119
b113,,,,0.005091;-0.102989;0.026889;-0.000159;0.000854;0.001124
b114,,,,0.004957;-0.103249;0.026864;-0.000117;0.000854;0.001136
b115,,,,0.004687;-0.103867;0.026927;-0.000033;0.000860;0.001162
b116,,,,0.004650;-0.103985;0.026961;-0.000019;0.000861;0.001166
b117,,,,0.004580;-0.104312;0.027095;0.000017;0.000867;0.001179
b118,,,,0.004561;-0.104637;0.027281;0.000049;0.000873;0.001190
b119,,,,0.004564;-0.104730;0.027342;0.000057;0.000874;0.001194
b120,,,,0.004583;-0.104938;0.027489;0.000073;0.000878;0.001200
b121,,,,0.004636;-0.105218;0.027711;0.000091;0.000880;0.001209
b122,,,,0.004687;-0.105412;0.027880;0.000099;0.000881;0.001214
b123,,,,0.004745;-0.105593;0.028049;0.000105;0.000881;0.001219
b124,,,,0.004846;-0.105849;0.028312;0.000109;0.000878;0.001224
b125,,,,0.004955;-0.106079;0.028578;0.000108;0.000871;0.001228
b126,,,,0.005076;-0.106303;0.028866;0.000102;0.000861;0.001231
b127,,,,0.005194;-0.106498;0.029142;0.000091;0.000849;0.001233
b128,,,,0.005322;-0.106686;0.029435;0.000076;0.000832;0.001234
b129,,,,0.005401;-0.106795;0.029616;0.000065;0.000819;0.001234
b130,,,,0.005446;-0.106854;0.029718;0.000058;0.000812;0.001234
b131,,,,0.005559;-0.107002;0.029991;0.000036;0.000790;0.001233
b132,,,,0.005666;-0.107136;0.030273;0.000011;0.000765;0.001233
b133,,,,0.005755;-0.107240;0.030534;-0.000016;0.000739;0.001232
b134,,,,0.005834;-0.107326;0.030801;-0.000044;0.000710;0.001230
b135,,,,0.005898;-0.107386;0.031051;-0.000072;0.000680;0.001228
b136,,,,0.005944;-0.107424;0.031285;-0.000099;0.000650;0.001226
b137,,,,0.005968;-0.107443;0.031522;-0.000129;0.000618;0.001223
b138,,,,0.005961;-0.107441;0.031736;-0.000157;0.000587;0.001220
b139,,,,0.005925;-0.107415;0.031951;-0.000187;0.000555;0.001216
b140,,,,0.005864;-0.107372;0.032149;-0.000215;0.000524;0.001212
b141,,,,0.005781;-0.107314;0.032331;-0.000240;0.000497;0.001208
b142,,,,0.005665;-0.107235;0.032513;-0.000266;0.000471;0.001204
b143,,,,0.005529;-0.107147;0.032675;-0.000288;0.000449;0.001199
b144,,,,0.005358;-0.107042;0.032838;-0.000309;0.000429;0.001194
b145,,,,0.005024;-0.106852;0.033082;-0.000336;0.000408;0.001185
b146,,,,0.004730;-0.106693;0.033257;-0.000352;0.000401;0.001179
b147,,,,0.004486;-0.106567;0.033385;-0.000360;0.000403;0.001174
b148,,,,0.004173;-0.106413;0.033534;-0.000366;0.000413;0.001168
b149,,,,0.003935;-0.106304;0.033641;-0.000368;0.000427;0.001163
b150,,,,0.003627;-0.106175;0.033773;-0.000367;0.000454;0.001158
b151,,,,0.003408;-0.106092;0.033871;-0.000364;0.000480;0.001154
b152,,,,0.003203;-0.106023;0.033968;-0.000361;0.000510;0.001150
b153,,,,0.002951;-0.105947;0.034097;-0.000353;0.000557;0.001146
b154,,,,0.002787;-0.105901;0.034194;-0.000347;0.000597;0.001142
b155,,,,0.002648;-0.105863;0.034290;-0.000339;0.000640;0.001140
b156,,,,0.002528;-0.105832;0.034389;-0.000331;0.000688;0.001137
b157,,,,0.002437;-0.105809;0.034481;-0.000323;0.000735;0.001134
b158,,,,0.002338;-0.105782;0.034638;-0.000309;0.000820;0.001130
b159,,,,0.002323;-0.105773;0.034733;-0.000300;0.000873;0.001128
b160,,,,0.002343;-0.105768;0.034829;-0.000292;0.000925;0.001126
b161,,,,0.002398;-0.105768;0.034924;-0.000283;0.000978;0.001124
b162,,,,0.002489;-0.105770;0.035022;-0.000275;0.001030;0.001122
b163,,,,0.002608;-0.105775;0.035113;-0.000268;0.001078;0.001121
b164,,,,0.002754;-0.105785;0.035204;-0.000260;0.001125;0.001119
b165,,,,0.002921;-0.105798;0.035295;-0.000254;0.001168;0.001118
b166,,,,0.003107;-0.105815;0.035384;-0.000248;0.001208;0.001117
b167,,,,0.003314;-0.105836;0.035474;-0.000242;0.001245;0.001116
b168,,,,0.003523;-0.105858;0.035556;-0.000238;0.001277;0.001116
b169,,,,0.003745;-0.105881;0.035638;-0.000234;0.001305;0.001115
b170,,,,0.003970;-0.105904;0.035713;-0.000231;0.001329;0.001115
b171,,,,0.004191;-0.105924;0.035783;-0.000228;0.001349;0.001114
b172,,,,0.004403;-0.105942;0.035846;-0.000227;0.001364;0.001114
b173,,,,0.004582;-0.105956;0.035896;-0.000226;0.001374;0.001114
b174,,,,0.004736;-0.105967;0.035939;-0.000225;0.001382;0.001114
b175,,,,0.004819;-0.105972;0.035961;-0.000225;0.001385;0.001114
b176,,,,0.005018;-0.105985;0.036014;-0.000225;0.001391;0.001114
l0,16.279288;-10.697865;0.006011,,,
l1,21.646040;-7.593627;0.013780,,,
l2,22.403794;-7.593600;0.014187,,,
l3,24.637481;-7.627950;0.015333,,,
l4,25.329526;-7.545166;0.015835,,,
l5,28.447708;-7.405609;0.017730,,,
l6,0.768121;5.482639;0.047051,,,
l7,19.256207;13.218595;0.045250,,,
l8,25.457685;13.916582;0.049681,,,
l9,32.748369;13.967841;0.053679,,,
l10,24.504390;14.137791;0.049517,,,
l11,27.048179;14.040698;0.050731,,,
l12,30.949577;14.309529;0.053250,,,
l13,16.020957;-7.146580;0.382140,,,
l14,21.016503;-7.110074;0.485710,,,
l15,22.834659;-7.055353;0.524033,,,
l16,23.780859;-7.001748;0.543997,,,
l17,24.625782;-6.965804;0.561960,,,
l18,18.128075;12.978006;0.519721,,,
l19,16.738838;13.291539;0.499784,,,
l20,22.755162;13.822387;0.617450,,,
l21,15.517244;14.541554;0.499452,,,
l22,15.052507;15.022460;0.500257,,,
l23,15.206670;-8.265375;0.741720,,,
l24,29.741861;-7.317717;0.673927,,,
l26,33.926138;-6.225286;0.762013,,,
l27,24.705734;13.895263;0.655938,,,
l28,26.290140;13.914508;0.687207,,,
l29,28.234418;13.887695;0.725557,,,
l30,31.572705;13.973225;0.794064,,,
l31,33.448741;13.945183;0.832288,,,
l32,19.654124;-7.420882;0.905348,,,
l33,18.803753;-6.768678;0.861077,,,
l34,19.965966;-6.804722;0.909887,,,
l35,37.396543;13.598976;0.911176,,,
l36,34.739782;13.934007;0.858880,,,
l37,14.318524;14.869481;0.927675,,,
l38,14.074356;-9.303074;1.079863,,,
l39,14.609141;-7.823987;1.060862,,,
l40,20.088599;13.045252;1.068519,,,
l41,45.552998;13.745625;1.085531,,,
l42,23.357246;13.890244;1.211754,,,
l43,28.756083;-6.903783;1.283911,,,
l44,29.617561;-6.772940;1.319824,,,
l45,31.078555;-6.578498;1.381285,,,
l46,20.776975;-6.651235;1.406576,,,
l47,31.976490;-6.315769;1.418210,,,
l48,31.210309;-5.894831;1.382082,,,
l49,28.686304;13.820515;1.417163,,,
l50,26.305813;13.875703;1.324676,,,
l51,14.466287;-8.472244;1.429615,,,
l52,16.959954;-6.956061;1.566777,,,
l53,23.906854;-6.758659;1.606130,,,
l54,21.090940;13.103011;1.639015,,,
l55,16.876242;13.867447;1.445275,,,
l56,24.554402;-6.729957;1.646811,,,
l57,34.901288;13.609487;1.664701,,,
l58,24.142997;13.701185;1.832835,,,
l59,15.590844;-7.256868;1.834143,,,
l60,28.518903;-6.599163;1.898595,,,
l61,28.110657;12.968952;2.041927,,,
l62,26.387362;13.138963;1.944734,,,
l63,17.146533;13.318723;1.901042,,,
l64,18.617232;13.612857;2.019607,,,
l65,25.975177;13.650920;1.936947,,,
l66,17.509018;13.963920;1.962521,,,
l67,14.473350;15.726923;1.879864,,,
l68,14.718716;16.649745;1.956577,,,
l69,14.724625;-7.761746;2.130589,,,
l70,19.157956;-6.377064;2.162304,,,
l71,31.806847;-5.875735;2.102484,,,
l72,45.129496;13.546806;2.091113,,,
l73,20.522414;13.414913;2.145998,,,
l74,21.594627;13.507019;2.229517,,,
l75,14.997580;-8.661690;2.219643,,,
l76,25.768631;-7.224863;2.306508,,,
l77,26.674504;-7.093114;2.380413,,,
l78,34.405189;-5.345633;2.266588,,,
l79,26.720713;-5.332900;2.351425,,,
l80,33.446850;13.084734;2.368984,,,
l81,34.831383;12.976089;2.451573,,,
l82,23.496380;13.495884;2.371714,,,
l83,24.470764;13.448820;2.443980,,,
l84,17.104330;14.060557;2.418067,,,
l85,15.121450;15.134425;2.341251,,,
l86,14.902570;16.122242;2.405976,,,
l87,28.228104;-6.776126;2.506379,,,
l88,17.839680;-6.687456;2.446303,,,
l89,26.588423;12.967638;2.588342,,,
l90,25.708360;13.058251;2.522993,,,
l91,19.709066;-6.597687;2.674434,,,
l92,23.952191;-6.351620;2.666144,,,
l93,24.323218;-5.292898;2.679549,,,
l94,28.262871;12.945558;2.720289,,,
l95,29.437678;12.910961;2.813077,,,
l96,21.757230;13.197251;2.775639,,,
l97,16.330513;13.901060;2.806299,,,
l98,14.481749;15.299755;2.763607,,,
l99,15.098849;-7.707735;2.903991,,,
l100,17.809951;-7.405959;2.894300,,,
l101,21.013533;-6.826755;2.847069,,,
l102,21.576761;-6.594968;2.908823,,,
l103,21.361386;-5.926855;2.857287,,,
l104,23.905809;-5.302936;3.163763,,,
l105,32.913822;13.080944;3.100909,,,
l106,45.305691;13.326711;3.115970,,,
l107,15.381157;-8.098870;3.360592,,,
l108,35.080319;12.959343;3.274624,,,
l109,16.441982;-7.347879;3.483202,,,
l110,18.836595;-7.253197;3.471709,,,
l111,19.407651;-6.790189;3.537862,,,
l112,27.111083;-5.414886;3.580905,,,
l113,22.777555;-5.438481;3.530618,,,
l114,28.943010;12.974634;3.462181,,,
l115,30.341910;13.016812;3.604744,,,
l116,15.343343;13.587567;3.576316,,,
l117,21.195236;-5.974339;3.795370,,,
l118,25.524207;13.005024;3.747400,,,
l119,16.327556;13.397292;3.684207,,,
l120,15.667652;-9.563318;3.962258,,,
l121,17.378291;-6.163001;3.974155,,,
l122,18.820522;-6.235354;3.842987,,,
l123,27.504198;12.680597;3.962538,,,
l124,26.725451;12.943366;3.885262,,,
l125,33.112703;13.372071;3.901386,,,
l126,14.461399;-9.982761;4.184445,,,
l127,17.613462;-7.071477;4.094924,,,
l128,16.413918;-6.187078;4.166036,,,
l129,23.105274;-6.123301;4.127483,,,
l130,29.142362;12.207451;4.133924,,,
l131,28.523495;12.406646;4.069686,,,
l132,45.829824;12.796809;4.170005,,,
l133,19.479796;13.019162;4.086202,,,
l134,23.570902;13.024367;4.109267,,,
l135,15.498672;14.358320;4.157925,,,
l136,15.108419;-10.024902;4.319970,,,
l137,17.028649;-6.963270;4.376210,,,
l138,21.236707;-5.552426;4.265455,,,
l139,25.097655;12.651618;4.288905,,,
l140,20.936196;13.000800;4.299155,,,
l141,18.329212;13.084000;4.424584,,,
l142,24.708032;13.183990;4.275032,,,
l143,25.071037;-6.003654;4.459007,,,
l144,20.580272;-5.435914;4.604696,,,
l145,27.302593;11.685581;4.531156,,,
l146,19.740519;12.577284;4.597330,,,
l147,39.595748;13.060331;4.558234,,,
l148,22.915557;12.941767;4.592897,,,
l149,14.820584;-10.609433;4.757549,,,
l150,15.612917;-9.296545;4.737265,,,
l151,14.081362;-9.094274;4.745145,,,
l152,14.859042;-7.763035;4.739544,,,
l153,15.205625;-6.310283;4.647060,,,
l154,42.406732;-5.485666;4.644758,,,
l155,28.683403;11.641238;4.724721,,,
l156,21.519792;11.783329;4.817294,,,
l157,16.959903;13.090182;4.685729,,,
l158,15.229502;-8.585563;4.950559,,,
l159,15.769288;-6.782079;4.852389,,,
l160,16.006412;-6.028534;4.832435,,,
l161,22.192263;-5.169427;4.937568,,,
l162,32.610026;-5.065664;5.009956,,,
l163,22.917533;11.249979;5.012686,,,
l164,25.812549;11.370068;4.920175,,,
l165,26.562177;11.360896;5.040728,,,
l166,30.266492;11.527841;4.945059,,,
l167,19.724495;11.631955;5.002364,,,
l168,44.318342;11.907912;5.017506,,,
l169,17.208939;11.832090;5.028625,,,
l170,16.398506;12.425063;4.957342,,,
l171,16.131210;12.968880;4.991092,,,
l172,14.717150;-9.872594;5.025490,,,
l173,20.980083;-5.211077;5.161890,,,
l174,28.821025;-4.869911;5.069534,,,
l175,45.889271;10.920453;5.156581,,,
l176,18.161640;11.433877;5.166368,,,
l177,14.993643;-9.165826;5.385561,,,
l178,15.567471;-7.407300;5.273467,,,
l179,15.252603;-6.138780;5.402109,,,
l180,29.534913;-5.829594;5.223301,,,
l181,26.426372;-5.427981;5.266913,,,
l182,39.939838;-4.771960;5.243623,,,
l183,26.568012;-4.705102;5.268127,,,
l184,29.985358;-4.650100;5.266728,,,
l185,47.010603;10.507390;5.265836,,,
l186,22.362861;10.629257;5.409255,,,
l187,24.804668;11.489145;5.372263,,,
l188,16.350895;11.931074;5.332707,,,
l189,38.986718;12.380313;5.362779,,,
l190,15.327633;12.902557;5.285633,,,
l191,14.017671;-9.467650;5.578571,,,
l192,17.386813;-5.486222;5.579878,,,
l193,18.622732;-5.366157;5.493602,,,
l194,28.270008;-4.457986;5.594841,,,
l195,17.719023;11.077409;5.501109,,,
l196,16.000660;11.397064;5.621272,,,
l197,25.961510;11.478873;5.580835,,,
l198,40.916707;12.137938;5.596555,,,
l199,39.808025;12.283496;5.462268,,,
l200,16.174982;-9.378231;5.737688,,,
l201,32.201533;-4.191169;5.643722,,,
l203,27.567967;9.876139;5.754497,,,
l204,21.712398;10.165483;5.772380,,,
l205,18.769317;10.637414;5.678876,,,
l206,31.095214;11.458467;5.790700,,,
l207,36.164823;11.689263;5.811936,,,
l208,15.953334;12.353661;5.782348,,,
l209,29.981158;-4.063750;5.921402,,,
l210,24.713152;-3.988342;5.998910,,,
l211,34.116263;-3.497185;5.966745,,,
l212,28.565288;9.364716;5.907829,,,
l213,25.848536;9.647852;6.032497,,,
l214,32.779646;10.229077;5.999438,,,
l215,27.759086;11.256531;5.892035,,,
l216,32.169428;11.361633;5.963036,,,
l217,15.397360;13.332605;5.845339,,,
l218,16.716354;15.400865;6.017249,,,
l219,28.208004;-3.661635;6.195061,,,
l220,29.559202;8.938975;6.070008,,,
l221,26.959859;8.990646;6.214303,,,
l222,46.223747;9.394679;6.184546,,,
l223,33.665834;9.853789;6.129212,,,
l224,17.176985;10.080803;6.152553,,,
l225,16.111564;11.919905;6.205793,,,
l226,24.033243;-4.653642;6.418223,,,
l227,23.333439;-4.448245;6.223538,,,
l228,28.892354;-2.792269;6.325362,,,
l229,47.358646;8.814437;6.316074,,,
l230,27.770238;8.636223;6.360277,,,
l231,19.895715;9.894345;6.357232,,,
l232,15.831564;10.220613;6.261126,,,
l233,26.790203;10.555683;6.302385,,,
l234,22.613721;-4.884990;6.587838,,,
l235,24.837518;-3.975242;6.599343,,,
l236,27.249819;-3.157190;6.587716,,,
l237,33.010590;-2.652386;6.493745,,,
l238,29.915258;-2.234054;6.541932,,,
l239,48.545600;8.346660;6.458771,,,
l240,26.196399;8.332742;6.625198,,,
l241,29.055416;8.306526;6.611736,,,
l242,31.860977;8.560233;6.489314,,,
l243,25.612756;8.686819;6.517691,,,
l244,42.156292;9.650882;6.616377,,,
l245,20.827101;9.877529;6.598359,,,
l246,18.829939;10.132242;6.612399,,,
l247,24.715201;10.231496;6.450552,,,
l248,16.545811;10.316817;6.482169,,,
l249,21.011554;-4.889153;6.632029,,,
l250,23.558438;-3.732548;6.797233,,,
l251,44.325518;-2.843916;6.775863,,,
l252,27.636666;-2.592501;6.668199,,,
l253,20.393082;-4.799637;6.927390,,,
l254,21.957149;-4.770887;6.914786,,,
l255,23.555679;-4.792898;6.851249,,,
l256,24.323463;-3.315546;7.000617,,,
l257,26.002587;-3.225627;6.881191,,,
l258,44.948673;-2.387638;6.868494,,,
l259,27.337714;7.966975;6.865299,,,
l260,30.580401;8.119054;6.926531,,,
l261,21.159056;8.151784;7.007767,,,
l262,22.765623;8.150942;6.919326,,,
l263,44.769107;8.453148;6.971257,,,
l264,19.182123;8.533567;6.974992,,,
l265,39.039169;9.266370;7.019560,,,
l266,21.112891;-4.552495;7.147173,,,
l267,22.921314;-3.501624;7.141328,,,
l268,26.871897;-2.224000;7.086667,,,
l269,29.223546;-1.700431;7.040771,,,
l270,46.873698;-1.391790;7.160739,,,
l271,36.493234;-1.229475;7.173259,,,
l272,46.102454;7.528302;7.147589,,,
l273,20.246206;7.852984;7.215412,,,
l274,39.869699;9.003623;7.151566,,,
l275,25.194520;-2.984056;7.240861,,,
l276,25.573376;-2.184526;7.327950,,,
l277,47.723712;-0.693655;7.290687,,,
l278,47.240863;7.049013;7.309002,,,
l279,22.713473;7.266067;7.373167,,,
l280,40.760647;8.736843;7.294710,,,
l281,24.542443;-2.769926;7.618767,,,
l283,31.206616;1.730417;7.532116,,,
l284,49.553391;2.013480;7.583140,,,
l285,49.329184;5.426515;7.593867,,,
l286,27.740131;8.044555;7.623521,,,
l287,26.951292;-1.492473;7.715945,,,
l288,35.237255;-0.800117;7.710196,,,
l289,32.009004;0.502270;7.716009,,,
l290,29.156325;1.414465;7.689941,,,
l291,27.115461;1.498804;7.768591,,,
l292,24.813412;1.742188;7.680742,,,
l293,24.877101;2.978203;7.740457,,,
l294,31.838383;4.275544;7.750379,,,
l295,31.238947;5.376600;7.648396,,,
l296,24.608965;5.644840;7.809061,,,
l297,28.801085;7.047450;7.826472,,,
l298,28.025546;7.508215;7.656994,,,
l299,31.344078;7.546490;7.786398,,,
l300,34.346848;7.835700;7.722876,,,
l301,25.646110;7.920752;7.693680,,,
l302,38.166330;8.007179;7.685199,,,
l303,23.834712;-2.557131;7.953876,,,
l304,27.737489;-0.967956;7.939098,,,
l306,32.660192;-0.919843;7.875748,,,
l307,32.708350;0.020092;7.885809,,,
l308,29.942054;0.387100;7.890625,,,
l309,36.578314;1.177707;8.013582,,,
l310,23.576716;1.459738;7.840484,,,
l311,23.602911;2.236813;7.871722,,,
l312,30.087781;3.993550;8.006896,,,
l313,25.024505;5.098484;7.899037,,,
l314,27.129452;5.152782;7.910626,,,
l315,23.060305;5.214476;7.857902,,,
l316,22.948879;6.793621;7.962545,,,
l317,32.410791;7.012266;8.010744,,,
l318,35.637307;7.110544;7.967871,,,
l320,26.426836;7.733297;7.895282,,,
l322,46.901077;-0.036569;8.201412,,,
l323,24.185572;-0.149718;8.029427,,,
l324,28.470932;0.289415;8.150690,,,
l325,36.834565;0.477532;8.065863,,,
l326,41.315499;0.991228;8.136850,,,
l327,40.903122;1.882611;8.062336,,,
l328,24.267807;3.914433;8.172801,,,
l329,28.055639;4.109138;8.124110,,,
l330,25.799680;4.602799;8.108567,,,
l331,37.005147;5.448793;8.200828,,,
l332,40.978197;5.755811;8.155872,,,
l334,36.231980;6.714665;8.080116,,,
l335,27.393425;6.734900;8.088711,,,
l336,46.280399;7.687241;8.217055,,,
l337,25.144312;-0.910385;8.359828,,,
l338,27.069655;-0.612107;8.372280,,,
