key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
b30,,,,0.002843;-0.023853;0.010042;0.000022;0.000433;-0.000678
b31,,,,0.002892;-0.024642;0.009951;0.000011;0.000416;-0.000676
b32,,,,0.002934;-0.025452;0.009847;-0.000003;0.000398;-0.000674
b33,,,,0.002983;-0.026477;0.009703;-0.000022;0.000375;-0.000670
b34,,,,0.003031;-0.027251;0.009589;-0.000039;0.000358;-0.000668
b35,,,,0.003093;-0.028035;0.009472;-0.000056;0.000340;-0.000665
b36,,,,0.003165;-0.028768;0.009362;-0.000073;0.000323;-0.000662
b37,,,,0.003281;-0.029756;0.009220;-0.000097;0.000299;-0.000658
b38,,,,0.003384;-0.030505;0.009120;-0.000115;0.000279;-0.000654
b39,,,,0.003487;-0.031202;0.009035;-0.000133;0.000260;-0.000651
b40,,,,0.003600;-0.031925;0.008960;-0.000151;0.000238;-0.000647
b41,,,,0.003709;-0.032598;0.008905;-0.000167;0.000217;-0.000643
b42,,,,0.003827;-0.033302;0.008868;-0.000184;0.000192;-0.000638
b43,,,,0.003945;-0.033981;0.008854;-0.000200;0.000168;-0.000633
b44,,,,0.004098;-0.034855;0.008873;-0.000218;0.000133;-0.000627
b45,,,,0.004212;-0.035530;0.008920;-0.000232;0.000104;-0.000621
b46,,,,0.004312;-0.036178;0.008996;-0.000243;0.000075;-0.000615
b47,,,,0.004395;-0.036797;0.009103;-0.000252;0.000046;-0.000608
b48,,,,0.004459;-0.037439;0.009254;-0.000260;0.000014;-0.000601
b49,,,,0.004492;-0.038034;0.009435;-0.000265;-0.000016;-0.000594
b50,,,,0.004489;-0.038649;0.009673;-0.000268;-0.000047;-0.000586
b51,,,,0.004447;-0.039213;0.009943;-0.000268;-0.000074;-0.000578
b52,,,,0.004364;-0.039795;0.010271;-0.000265;-0.000101;-0.000570
b53,,,,0.004256;-0.040334;0.010616;-0.000259;-0.000124;-0.000562
b54,,,,0.004067;-0.041061;0.011135;-0.000244;-0.000149;-0.000550
b55,,,,0.003892;-0.041616;0.011564;-0.000228;-0.000163;-0.000540
b56,,,,0.003708;-0.042137;0.011986;-0.000209;-0.000171;-0.000531
b57,,,,0.003436;-0.042849;0.012580;-0.000177;-0.000174;-0.000518
b58,,,,0.003218;-0.043400;0.013042;-0.000148;-0.000170;-0.000508
b59,,,,0.003007;-0.043928;0.013477;-0.000116;-0.000161;-0.000498
b60,,,,0.002716;-0.044671;0.014060;-0.000067;-0.000139;-0.000483
b61,,,,0.002640;-0.044878;0.014214;-0.000052;-0.000132;-0.000480
b62,,,,0.002100;-0.046647;0.015330;0.000075;-0.000048;-0.000447
b63,,,,0.002075;-0.046756;0.015387;0.000083;-0.000042;-0.000445
b64,,,,0.001785;-0.048600;0.016133;0.000209;0.000065;-0.000412
b65,,,,0.001701;-0.050630;0.016619;0.000326;0.000186;-0.000381
b66,,,,0.001804;-0.052857;0.016920;0.000424;0.000312;-0.000350
b67,,,,0.002050;-0.055202;0.017017;0.000496;0.000430;-0.000320
b68,,,,0.002352;-0.057592;0.016863;0.000537;0.000531;-0.000290
b69,,,,0.002602;-0.059949;0.016536;0.000550;0.000613;-0.000260
b70,,,,0.002727;-0.062181;0.015899;0.000538;0.000681;-0.000231
b71,,,,0.002749;-0.064209;0.014995;0.000509;0.000748;-0.000202
b72,,,,0.002679;-0.066024;0.013985;0.000472;0.000821;-0.000174
b73,,,,0.002525;-0.067663;0.013116;0.000441;0.000903;-0.000147
b74,,,,0.002292;-0.069190;0.012455;0.000422;0.001001;-0.000120
b75,,,,0.001987;-0.070680;0.011983;0.000419;0.001117;-0.000093
b76,,,,0.001637;-0.072198;0.011704;0.000435;0.001253;-0.000067
b77,,,,0.001276;-0.073823;0.011685;0.000467;0.001411;-0.000042
b78,,,,0.000951;-0.075620;0.011866;0.000508;0.001588;-0.000018
b79,,,,0.000708;-0.077629;0.012207;0.000547;0.001781;0.000006
b80,,,,0.000591;-0.079848;0.012550;0.000572;0.001986;0.000030
b81,,,,0.000645;-0.082219;0.012735;0.000575;0.002194;0.000053
b82,,,,0.000870;-0.084690;0.012680;0.000547;0.002399;0.000076
b83,,,,0.001267;-0.087173;0.012367;0.000487;0.002594;0.000099
b84,,,,0.001807;-0.089544;0.011928;0.000397;0.002769;0.000122
b85,,,,0.002470;-0.091730;0.011610;0.000282;0.002920;0.000146
b86,,,,0.003245;-0.093689;0.011595;0.000145;0.003046;0.000170
b87,,,,0.004122;-0.095389;0.012045;-0.000006;0.003147;0.000195
b88,,,,0.005092;-0.096815;0.012973;-0.000165;0.003221;0.000220
b89,,,,0.006140;-0.097951;0.014221;-0.000326;0.003263;0.000246
b90,,,,0.007240;-0.098822;0.015699;-0.000482;0.003271;0.000273
b91,,,,0.008346;-0.099466;0.017310;-0.000631;0.003242;0.000300
b92,,,,0.009447;-0.099946;0.018915;-0.000776;0.003173;0.000329
b93,,,,0.010484;-0.100305;0.020425;-0.000920;0.003066;0.000357
b94,,,,0.011385;-0.100566;0.021768;-0.001061;0.002926;0.000387
b95,,,,0.012110;-0.100718;0.022867;-0.001201;0.002761;0.000417
b96,,,,0.012610;-0.100759;0.023754;-0.001335;0.002582;0.000447
b97,,,,0.012872;-0.100669;0.024555;-0.001458;0.002402;0.000478
b98,,,,0.012962;-0.100390;0.025386;-0.001560;0.002227;0.000509
b99,,,,0.012951;-0.099910;0.026250;-0.001631;0.002064;0.000539
b100,,,,0.012885;-0.099241;0.027096;-0.001659;0.001917;0.000570
b101,,,,0.012869;-0.098440;0.028002;-0.001634;0.001771;0.000600
b102,,,,0.012901;-0.097608;0.028927;-0.001551;0.001616;0.000629
b103,,,,0.012885;-0.096839;0.029780;-0.001414;0.001441;0.000658
b104,,,,0.012710;-0.096250;0.030316;-0.001227;0.001262;0.000685
b105,,,,0.012237;-0.095967;0.030447;-0.001004;0.001097;0.000712
b106,,,,0.011348;-0.096116;0.030268;-0.000749;0.000961;0.000738
b107,,,,0.010846;-0.096451;0.030091;-0.000595;0.000901;0.000753
b108,,,,0.010685;-0.096616;0.030029;-0.000539;0.000882;0.000758
b109,,,,0.010377;-0.097024;0.029924;-0.000427;0.000848;0.000769
b110,,,,0.010064;-0.097604;0.029837;-0.000308;0.000812;0.000780
b111,,,,0.010018;-0.097714;0.029825;-0.000289;0.000806;0.000782
b112,,,,0.009853;-0.098208;0.029796;-0.000213;0.000781;0.000789
b113,,,,0.009822;-0.098318;0.029796;-0.000198;0.000775;0.000790
b114,,,,0.009759;-0.098566;0.029806;-0.000166;0.000762;0.000793
b115,,,,0.009647;-0.099135;0.029882;-0.000105;0.000731;0.000796
b116,,,,0.009636;-0.099240;0.029903;-0.000095;0.000724;0.000797
b117,,,,0.009627;-0.099432;0.029947;-0.000078;0.000711;0.000797
b118,,,,0.009628;-0.099527;0.029970;-0.000071;0.000705;0.000797
b119,,,,0.009651;-0.099800;0.030034;-0.000051;0.000686;0.000798
b120,,,,0.009663;-0.099876;0.030050;-0.000046;0.000680;0.000798
b121,,,,0.009698;-0.100039;0.030078;-0.000037;0.000668;0.000799
b122,,,,0.009763;-0.100245;0.030098;-0.000027;0.000651;0.000799
b123,,,,0.009818;-0.100376;0.030097;-0.000023;0.000638;0.000800
b124,,,,0.009877;-0.100491;0.030085;-0.000021;0.000626;0.000800
b125,,,,0.009975;-0.100643;0.030048;-0.000020;0.000607;0.000800
b126,,,,0.010078;-0.100769;0.029990;-0.000022;0.000588;0.000801
b127,,,,0.010191;-0.100883;0.029908;-0.000027;0.000566;0.000801
b128,,,,0.010300;-0.100974;0.029813;-0.000034;0.000544;0.000802
b129,,,,0.010413;-0.101053;0.029699;-0.000042;0.000520;0.000802
b130,,,,0.010521;-0.101116;0.029576;-0.000052;0.000495;0.000803
b131,,,,0.010625;-0.101165;0.029448;-0.000061;0.000470;0.000804
b132,,,,0.010730;-0.101203;0.029307;-0.000072;0.000443;0.000805
b133,,,,0.010827;-0.101230;0.029169;-0.000083;0.000417;0.000807
b134,,,,0.010925;-0.101248;0.029022;-0.000094;0.000388;0.000808
b135,,,,0.011019;-0.101253;0.028878;-0.000105;0.000359;0.000810
b136,,,,0.011107;-0.101248;0.028740;-0.000116;0.000330;0.000811
b137,,,,0.011195;-0.101232;0.028598;-0.000127;0.000300;0.000813
b138,,,,0.011272;-0.101209;0.028468;-0.000136;0.000270;0.000815
b139,,,,0.011348;-0.101175;0.028340;-0.000145;0.000238;0.000817
b140,,,,0.011419;-0.101135;0.028227;-0.000153;0.000207;0.000819
b141,,,,0.011486;-0.101090;0.028130;-0.000159;0.000177;0.000821
b142,,,,0.011540;-0.101038;0.028043;-0.000164;0.000145;0.000824
b143,,,,0.011584;-0.101004;0.027998;-0.000166;0.000125;0.000825
b144,,,,0.011633;-0.100966;0.027957;-0.000167;0.000102;0.000827
b145,,,,0.011699;-0.100913;0.027912;-0.000168;0.000069;0.000829
b146,,,,0.011761;-0.100859;0.027879;-0.000168;0.000032;0.000831
b147,,,,0.011809;-0.100810;0.027860;-0.000167;-0.000006;0.000833
b148,,,,0.011851;-0.100750;0.027851;-0.000166;-0.000057;0.000835
b149,,,,0.011862;-0.100723;0.027853;-0.000165;-0.000084;0.000837
b150,,,,0.011866;-0.100686;0.027862;-0.000163;-0.000124;0.000839
b151,,,,0.011856;-0.100652;0.027878;-0.000161;-0.000164;0.000841
b152,,,,0.011832;-0.100619;0.027901;-0.000157;-0.000205;0.000842
b153,,,,0.011800;-0.100590;0.027928;-0.000153;-0.000243;0.000844
b154,,,,0.011758;-0.100563;0.027961;-0.000148;-0.000282;0.000846
b155,,,,0.011688;-0.100532;0.028014;-0.000141;-0.000334;0.000848
b156,,,,0.011651;-0.100520;0.028042;-0.000138;-0.000357;0.000849
b157,,,,0.011585;-0.100505;0.028091;-0.000132;-0.000393;0.000851
b158,,,,0.011516;-0.100495;0.028142;-0.000128;-0.000426;0.000852
b159,,,,0.011441;-0.100487;0.028197;-0.000122;-0.000459;0.000854
b160,,,,0.011363;-0.100482;0.028256;-0.000116;-0.000489;0.000855
b161,,,,0.011284;-0.100479;0.028318;-0.000111;-0.000518;0.000856
b162,,,,0.011201;-0.100480;0.028385;-0.000104;-0.000547;0.000857
b163,,,,0.011120;-0.100485;0.028450;-0.000098;-0.000571;0.000858
b164,,,,0.011038;-0.100492;0.028518;-0.000092;-0.000595;0.000859
b165,,,,0.010960;-0.100503;0.028588;-0.000086;-0.000617;0.000860
b166,,,,0.010886;-0.100516;0.028659;-0.000081;-0.000637;0.000861
b167,,,,0.010812;-0.100532;0.028733;-0.000075;-0.000655;0.000861
b168,,,,0.010743;-0.100549;0.028803;-0.000070;-0.000672;0.000862
b169,,,,0.010673;-0.100569;0.028874;-0.000066;-0.000687;0.000862
b170,,,,0.010601;-0.100590;0.028945;-0.000063;-0.000700;0.000863
b171,,,,0.010529;-0.100611;0.029014;-0.000060;-0.000711;0.000863
b172,,,,0.010456;-0.100632;0.029085;-0.000057;-0.000721;0.000863
b173,,,,0.010390;-0.100651;0.029150;-0.000055;-0.000729;0.000863
b174,,,,0.010328;-0.100668;0.029216;-0.000054;-0.000735;0.000863
b175,,,,0.010272;-0.100681;0.029280;-0.000053;-0.000740;0.000863
b176,,,,0.010223;-0.100692;0.029341;-0.000053;-0.000744;0.000863
b177,,,,0.010181;-0.100700;0.029400;-0.000052;-0.000747;0.000863
b178,,,,0.010152;-0.100705;0.029449;-0.000052;-0.000748;0.000863
b179,,,,0.010119;-0.100710;0.029547;-0.000052;-0.000749;0.000863
b180,,,,0.010116;-0.100710;0.029561;-0.000052;-0.000749;0.000863
l0,16.298577;-10.702348;-0.151621,,,
l1,21.665448;-7.598654;-0.198069,,,
l2,22.423165;-7.598703;-0.205452,,,
l3,24.656743;-7.633278;-0.227279,,,
l4,25.348765;-7.550564;-0.233865,,,
l5,28.466816;-7.411322;-0.263983,,,
l6,0.790333;5.479706;0.053848,,,
l7,19.278229;13.213798;-0.135633,,,
l8,25.479497;13.911160;-0.194740,,,
l9,32.769841;13.961682;-0.265675,,,
l10,24.526273;14.132464;-0.185036,,,
l11,27.069931;14.035115;-0.210002,,,
l12,30.971176;14.303551;-0.247507,,,
l13,16.044495;-7.151153;0.228236,,,
l14,21.040846;-7.115183;0.280457,,,
l15,22.859306;-7.060657;0.300104,,,
l16,23.805666;-7.007153;0.310356,,,
l17,24.650733;-6.971300;0.319643,,,
l18,18.155009;12.973177;0.350337,,,
l19,16.765673;13.286856;0.344778,,,
l20,22.782943;13.817062;0.400753,,,
l21,15.544269;14.536995;0.357388,,,
l22,15.079615;15.017947;0.363119,,,
l23,15.233831;-8.269977;0.595824,,,
l24,29.767656;-7.323764;0.378903,,,
l25,31.066742;-7.021422;0.392819,,,
l26,33.952730;-6.231781;0.424305,,,
l27,24.733816;13.889728;0.419209,,,
l28,26.318461;13.908805;0.434195,,,
l29,28.263028;13.881783;0.452547,,,
l30,31.601852;13.966956;0.486759,,,
l31,33.478178;13.938713;0.505686,,,
l32,19.682820;-7.425982;0.713982,,,
l33,18.832106;-6.773679;0.678656,,,
l34,19.994756;-6.809856;0.715505,,,
l35,37.426547;13.592084;0.543880,,,
l36,34.769423;13.927399;0.519002,,,
l37,14.350050;14.864910;0.798013,,,
l38,14.104945;-9.307666;0.945270,,,
l39,14.639661;-7.828627;0.921227,,,
l40,20.121078;13.040057;0.878971,,,
l41,45.584378;13.737857;0.634422,,,
l42,23.391112;13.884674;0.988857,,,
l43,28.788244;-6.909919;0.999115,,,
l44,29.650059;-6.779173;1.026211,,,
l45,31.111628;-6.584897;1.072709,,,
l46,20.810845;-6.656604;1.203878,,,
l47,32.009922;-6.322270;1.100482,,,
l48,31.243455;-5.901243;1.072362,,,
l49,28.721992;13.814345;1.139451,,,
l50,26.340682;13.869802;1.071457,,,
l51,14.500537;-8.476983;1.291230,,,
l52,16.995641;-6.961094;1.403216,,,
l53,23.942598;-6.764405;1.371212,,,
l54,21.129236;13.097538;1.439151,,,
l55,16.912849;13.862458;1.288984,,,
l56,24.590534;-6.735780;1.405244,,,
l57,34.939171;13.602614;1.323020,,,
l58,24.183187;13.695344;1.601769,,,
l59,15.629320;-7.261846;1.684550,,,
l60,28.557427;-6.605464;1.616299,,,
l61,28.152710;12.962647;1.769838,,,
l62,26.428525;13.132862;1.690417,,,
l63,17.187754;13.313567;1.741780,,,
l64,18.659624;13.607516;1.845310,,,
l65,26.016335;13.644862;1.687025,,,
l66,17.550918;13.958708;1.799727,,,
l67,14.514745;15.722043;1.748824,,,
l68,14.760982;16.644817;1.823294,,,
l69,14.766142;-7.766728;1.989730,,,
l70,19.199709;-6.382502;1.976293,,,
l71,31.847368;-5.882431;1.786599,,,
l72,45.171216;13.538771;1.644243,,,
l73,20.565985;13.409341;1.952048,,,
l74,21.639009;13.501313;2.024568,,,
l75,15.039904;-8.666727;2.075697,,,
l76,25.811429;-7.231012;2.052271,,,
l77,26.718027;-7.099378;2.116900,,,
l78,34.447316;-5.352641;1.924146,,,
l79,26.764118;-5.339160;2.087980,,,
l80,33.491996;13.077790;2.042056,,,
l81,34.877293;12.968980;2.110374,,,
l82,23.542122;13.489942;2.147204,,,
l83,24.517193;13.442758;2.209435,,,
l84,17.150945;14.055246;2.259439,,,
l85,15.167492;15.129337;2.203342,,,
l86,14.949391;16.117156;2.270617,,,
l87,28.272873;-6.782585;2.226986,,,
l88,17.884390;-6.692849;2.273734,,,
l89,26.636174;12.961318;2.331871,,,
l90,25.755495;13.052040;2.275601,,,
l91,19.756031;-6.603339;2.482663,,,
l92,23.998873;-6.357697;2.430829,,,
l93,24.370127;-5.299017;2.440745,,,
l94,28.311887;12.939029;2.446592,,,
l95,29.487582;12.904285;2.527286,,,
l96,21.807185;13.191360;2.568894,,,
l97,16.381144;13.895707;2.655556,,,
l98,14.532184;15.294602;2.632302,,,
l99,15.148302;-7.712994;2.759260,,,
l100,17.859193;-7.411487;2.721792,,,
l101,21.062180;-6.832591;2.641809,,,
l102,21.626038;-6.600881;2.697840,,,
l103,21.410214;-5.932730;2.648727,,,
l104,23.957717;-5.309163;2.929221,,,
l105,32.966519;13.073828;2.779420,,,
l106,45.357914;13.318342;2.667167,,,
l107,15.435249;-8.104297;3.212815,,,
l108,35.134676;12.951955;2.930818,,,
l109,16.497356;-7.353451;3.324744,,,
l110,18.891735;-7.259007;3.288664,,,
l111,19.463488;-6.796077;3.349086,,,
l112,27.167098;-5.421565;3.313356,,,
l113,22.833280;-5.444706;3.307614,,,
l114,28.999621;12.967807;3.181461,,,
l115,30.399916;13.009800;3.309649,,,
l116,15.401909;13.582075;3.435585,,,
l117,21.253710;-5.980487;3.588454,,,
l118,25.583933;12.998454;3.501820,,,
l119,16.387160;13.391668;3.533294,,,
l120,15.727761;-9.568960;3.811053,,,
l121,17.438786;-6.168819;3.806410,,,
l122,18.879585;-6.241277;3.660400,,,
l123,27.565997;12.673761;3.696493,,,
l124,26.786525;12.936632;3.627306,,,
l125,33.173649;13.364688;3.577900,,,
l126,14.523813;-9.988350;4.045500,,,
l127,17.675092;-7.077356;3.924476,,,
l128,16.476434;-6.192859;4.008187,,,
l129,23.167047;-6.129744;3.900868,,,
l130,29.205787;12.200397;3.850883,,,
l131,28.586313;12.399674;3.793072,,,
l132,45.892800;12.788061;3.715595,,,
l133,19.543326;13.013096;3.902746,,,
l134,23.634454;13.017882;3.883754,,,
l135,15.563289;14.352633;4.015803,,,
l136,15.172188;-10.030598;4.174353,,,
l137,17.093212;-6.969177;4.211792,,,
l138,21.300056;-5.558723;4.058217,,,
l139,25.162934;12.644924;4.047573,,,
l140,21.001836;12.994521;4.100710,,,
l141,18.396288;13.077946;4.252958,,,
l142,24.773244;13.177339;4.037869,,,
l143,25.136126;-6.010397;4.212203,,,
l144,20.647155;-5.442250;4.404225,,,
l145,27.370145;11.678590;4.266847,,,
l146,19.809243;12.571035;4.411031,,,
l147,39.663072;13.052092;4.167972,,,
l148,22.984106;12.935199;4.374070,,,
l149,14.888805;-10.615235;4.614689,,,
l150,15.681024;-9.302421;4.586664,,,
l151,14.149652;-9.099998;4.610351,,,
l152,14.927371;-7.768835;4.597164,,,
l153,15.273137;-6.316090;4.501569,,,
l154,42.472869;-5.494215;4.219891,,,
l155,28.752868;11.634047;4.446193,,,
l156,21.590601;11.776832;4.612447,,,
l157,17.029737;13.084185;4.528168,,,
l158,15.299896;-8.591466;4.804107,,,
l159,15.838831;-6.788006;4.700947,,,
l160,16.075816;-6.034479;4.678789,,,
l161,22.262511;-5.176028;4.720589,,,
l162,32.680478;-5.073338;4.685910,,,
l163,22.990222;11.243281;4.793297,,,
l164,25.884146;11.363107;4.671066,,,
l165,26.634973;11.353822;4.783904,,,
l166,30.338126;11.520423;4.650211,,,
l167,19.797286;11.625582;4.815918,,,
l168,44.390018;11.899056;4.578316,,,
l169,17.282153;11.825963;4.868099,,,
l170,16.471092;12.419039;4.805333,,,
l171,16.204214;12.962873;4.841996,,,
l172,14.788208;-9.878468;4.883906,,,
l173,21.052696;-5.217625;4.957348,,,
l174,28.892310;-4.877221;4.784496,,,
l175,45.962190;10.911395;4.700931,,,
l176,18.236179;11.427611;4.995918,,,
l177,15.068461;-9.171839;5.241332,,,
l178,15.641289;-7.413336;5.123885,,,
l179,15.327892;-6.144825;5.256148,,,
l180,29.607641;-5.837023;4.930621,,,
l181,26.499755;-5.435110;5.006311,,,
l182,40.012336;-4.780444;4.844304,,,
l183,26.641475;-4.712246;5.006290,,,
l184,30.058632;-4.657588;4.969778,,,
l185,47.084544;10.498185;4.798526,,,
l186,22.439591;10.622493;5.195356,,,
l187,24.880978;11.482146;5.133528,,,
l188,16.427291;11.924939;5.181016,,,
l189,39.062274;12.371887;4.978526,,,
l190,15.403701;12.896540;5.144762,,,
l191,14.094493;-9.473625;5.444272,,,
l192,17.463884;-5.492537;5.412168,,,
l193,18.698864;-5.372569;5.313228,,,
l194,28.346765;-4.465402;5.315567,,,
l195,17.796990;11.071084;5.335081,,,
l196,16.079986;11.390875;5.473002,,,
l197,26.039903;11.471693;5.330193,,,
l198,40.994539;12.129245;5.192374,,,
l199,39.884550;12.274957;5.069537,,,
l200,16.253336;-9.384472;5.581231,,,
l201,32.278613;-4.198996;5.324110,,,
l202,32.940476;-3.920982;5.427589,,,
l203,27.647892;9.868744;5.486839,,,
l204,21.792847;10.158672;5.565005,,,
l205,18.849009;10.630928;5.501906,,,
l206,31.175491;11.450704;5.487266,,,
l207,36.245073;11.680983;5.456456,,,
l208,16.034417;12.347428;5.634850,,,
l209,30.061223;-4.071439;5.624640,,,
l210,24.794300;-3.995525;5.756324,,,
l211,34.196634;-3.505306;5.627646,,,
l212,28.646684;9.357173;5.629753,,,
l213,25.931387;9.640544;5.782430,,,
l214,32.861852;10.221080;5.678299,,,
l215,27.840559;11.249074;5.622829,,,
l216,32.251409;11.353709;5.648520,,,
l217,15.479223;13.326408;5.703854,,,
l218,16.800129;15.394482;5.862831,,,
l219,28.291018;-3.669230;5.916637,,,
l220,29.642169;8.931281;5.781575,,,
l221,27.044452;8.983170;5.952600,,,
l222,46.307058;9.385270;5.724934,,,
l223,33.749288;9.845663;5.798841,,,
l224,17.261573;10.074332;5.991757,,,
l225,16.196947;11.913525;6.056513,,,
l226,24.118668;-4.660886;6.182399,,,
l227,23.416921;-4.455358;5.994982,,,
l228,28.976762;-2.799973;6.040163,,,
l229,47.443188;8.804873;5.844610,,,
l230,27.856252;8.628621;6.090126,,,
l231,19.982245;9.887537;6.168418,,,
l232,15.917355;10.214244;6.114198,,,
l233,26.875873;10.548197;6.042902,,,
l234,22.700940;-4.892142;6.366527,,,
l235,24.924833;-3.982622;6.355450,,,
l236,27.336972;-3.164810;6.319276,,,
l237,33.096526;-2.660558;6.166244,,,
l238,30.001896;-2.241928;6.246378,,,
l239,48.631498;8.336933;5.974953,,,
l240,26.285188;8.325216;6.371119,,,
l241,29.143913;8.298716;6.328259,,,
l242,31.948094;8.552178;6.177079,,,
l243,25.700507;8.679385;6.269726,,,
l244,42.244284;9.641750;6.198635,,,
l245,20.916058;9.870553;6.399953,,,
l246,18.919173;10.125462;6.434602,,,
l247,24.802470;10.224174;6.212293,,,
l248,16.633846;10.310308;6.327916,,,
l249,21.099312;-4.896158;6.427185,,,
l250,23.647881;-3.739861;6.566553,,,
l251,44.413736;-2.853315;6.331970,,,
l252,27.724685;-2.600185;6.395952,,,
l253,20.483918;-4.806671;6.728916,,,
l254,22.047777;-4.778074;6.700242,,,
l255,23.645566;-4.800227;6.620269,,,
l256,24.414999;-3.322998;6.762191,,,
l257,26.092816;-3.233211;6.625537,,,
l258,45.037857;-2.397129;6.418331,,,
l259,27.428873;7.959260;6.599362,,,
l260,30.672034;8.110993;6.627302,,,
l261,21.252025;8.144648;6.805396,,,
l262,22.857597;8.143672;6.700444,,,
l263,44.860484;8.443643;6.526268,,,
l264,19.274899;8.526640;6.793064,,,
l265,39.131431;9.257428;6.633722,,,
l266,21.205975;-4.559669;6.941363,,,
l267,23.014351;-3.508979;6.917250,,,
l268,26.964296;-2.231736;6.822373,,,
l269,29.315403;-1.708389;6.752465,,,
l270,46.965888;-1.401565;6.691077,,,
l271,36.586119;-1.238208;6.810358,,,
l272,46.195477;7.518608;6.688599,,,
l273,20.341326;7.845876;7.022323,,,
l274,39.963246;8.994556;6.757102,,,
l275,25.288514;-2.991670;6.993569,,,
l276,25.668329;-2.192205;7.077005,,,
l277,47.817266;-0.703556;6.812494,,,
l278,47.335436;7.039155;6.838153,,,
l279,22.810024;7.258661;7.154525,,,
l280,40.855591;8.727643;6.890998,,,
l281,24.640378;-2.777591;7.378224,,,
l282,28.655731;-1.317432;7.242710,,,
l283,31.303777;1.722106;7.224454,,,
l284,49.650137;2.003304;7.086955,,,
l285,49.426406;5.416358;7.101036,,,
l286,27.839071;8.036566;7.353431,,,
l287,27.050232;-1.500411;7.451027,,,
l288,35.335770;-0.808888;7.360311,,,
l289,32.107886;0.493822;7.399711,,,
l290,29.255184;1.406312;7.403250,,,
l291,27.215245;1.490833;7.502902,,,
l292,24.912440;1.734476;7.438798,,,
l293,24.976867;2.970466;7.498235,,,
l294,31.938019;4.267103;7.436992,,,
l295,31.337680;5.368250;7.341516,,,
l296,24.709728;5.637109;7.570412,,,
l297,28.901952;7.039291;7.545158,,,
l298,28.124759;7.500186;7.383803,,,
l299,31.444450;7.538087;7.479097,,,
l300,34.446439;7.827014;7.384799,,,
l301,25.745870;7.912952;7.445075,,,
l302,38.265349;7.998119;7.307912,,,
l303,23.936152;-2.564828;7.720656,,,
l304,27.838737;-0.976042;7.666247,,,
l305,30.102808;-0.851810;7.611265,,,
l306,32.760533;-0.928406;7.552310,,,
l307,32.808890;0.011522;7.562164,,,
l308,30.042827;0.378806;7.595530,,,
l309,36.680083;1.168707;7.650502,,,
l310,23.677422;1.452102;7.611158,,,
l311,23.704017;2.229164;7.642363,,,
l312,30.190117;3.985206;7.711406,,,
l313,25.126114;5.090683;7.655944,,,
l314,27.231075;5.144765;7.645910,,,
l315,23.161608;5.206886;7.635038,,,
l316,23.051428;6.786010;7.741307,,,
l317,32.513357;7.003687;7.692301,,,
l318,35.739273;7.101652;7.616292,,,
l319,39.352875;7.219102;7.477294,,,
l320,26.528607;7.725356;7.638582,,,
l321,28.767995;-0.657013;7.925042,,,
